MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,PREC,SINT,FT,FM,PEAK,PDIR,VOLT,DWPF
10,21,2009, 12,36,HST, 102.0,53,5.0,9.0,31,2,544.0,11.22,,126.0,10,9,54,,81.6
10,21,2009, 13,36,HST, 99.0,52,5.0,11.0,33,2,453.0,11.22,,116.0,6,11,54,,78.2
10,21,2009, 14,36,HST, 93.0,58,5.0,11.0,31,1,244.0,11.22,,101.0,6,11,99,,76.0
10,21,2009, 15,36,HST, 94.0,61,5.0,9.0,57,1,203.0,11.22,,103.0,7,9,39,,78.5
10,21,2009, 16,36,HST, 92.0,66,5.0,9.0,68,1,144.0,11.22,,101.0,8,9,65,,79.0
10,21,2009, 17,36,HST, 88.0,71,3.0,8.0,33,1,65.0,11.22,,91.0,9,8,70,,77.4
10,21,2009, 18,36,HST, 84.0,79,4.0,6.0,5,1,6.0,11.22,,85.0,10,6,3,,76.8
10,21,2009, 19,36,HST, 85.0,79,7.0,12.0,5,1,1.0,11.22,,84.0,11,12,4,,77.7
10,21,2009, 20,36,HST, 86.0,76,8.0,13.0,6,1,0.0,11.22,,84.0,11,13,4,,77.5
10,21,2009, 21,36,HST, 85.0,76,8.0,13.0,8,2,1.0,11.22,,84.0,12,13,4,,76.6
10,21,2009, 22,36,HST, 85.0,74,10.0,14.0,9,2,0.0,11.22,,82.0,12,14,4,,75.8
10,21,2009, 23,36,HST, 83.0,75,9.0,15.0,10,2,0.0,11.22,,82.0,13,15,6,,74.2
10,22,2009, 0,36,HST, 82.0,72,11.0,16.0,8,2,0.0,11.22,,81.0,12,16,5,,72.1
10,22,2009, 1,36,HST, 82.0,70,10.0,15.0,8,2,0.0,11.22,,81.0,12,15,4,,71.2
10,22,2009, 2,36,HST, 83.0,70,10.0,14.0,9,2,1.0,11.22,,81.0,13,14,10,,72.2
10,22,2009, 3,36,HST, 82.0,72,8.0,17.0,8,2,1.0,11.22,,81.0,13,17,10,,72.1
10,22,2009, 4,36,HST, 80.0,73,7.0,15.0,12,2,1.0,11.22,,80.0,13,15,6,,70.5
10,22,2009, 5,36,HST, 90.0,67,7.0,11.0,10,2,1.0,11.22,,89.0,13,11,5,,77.5
10,22,2009, 6,36,HST, 84.0,71,7.0,11.0,10,2,2.0,11.22,,83.0,12,11,16,,73.6
10,22,2009, 7,36,HST, 85.0,68,10.0,16.0,10,2,69.0,11.23,,83.0,14,16,15,,73.2
10,22,2009, 8,36,HST, 90.0,65,8.0,15.0,16,2,212.0,11.23,,91.0,13,15,15,,76.6
10,22,2009, 9,36,HST, 89.0,58,7.0,13.0,24,2,271.0,11.23,,95.0,11,13,30,,72.3
10,22,2009, 10,36,HST, 95.0,52,6.0,11.0,29,2,513.0,11.23,,119.0,9,11,14,,74.6
10,22,2009, 11,36,HST, 88.0,45,7.0,14.0,31,2,457.0,11.23,,99.0,6,14,89,,64.0
10,22,2009, 12,36,HST, 88.0,65,7.0,19.0,63,2,229.0,11.23,,93.0,8,19,99,,74.7
10,22,2009, 13,36,HST, 93.0,70,5.0,11.0,33,2,316.0,11.23,,103.0,10,11,30,,81.7
10,22,2009, 14,36,HST, 91.0,48,4.0,8.0,16,2,419.0,11.23,,107.0,7,8,53,,68.5
10,22,2009, 15,36,HST, 92.0,46,5.0,11.0,8,2,378.0,11.23,,104.0,6,11,6,,68.2
10,22,2009, 16,36,HST, 92.0,46,5.0,11.0,9,2,290.0,11.23,,94.0,6,11,5,,68.2
10,22,2009, 17,36,HST, 82.0,64,6.0,15.0,10,2,60.0,11.23,,84.0,8,15,5,,68.6
10,22,2009, 18,36,HST, 84.0,73,7.0,12.0,10,2,6.0,11.23,,82.0,10,12,5,,74.4
10,22,2009, 19,36,HST, 84.0,74,8.0,12.0,8,2,1.0,11.23,,82.0,11,12,11,,74.8
10,22,2009, 20,36,HST, 80.0,75,7.0,11.0,13,2,0.0,11.23,,83.0,12,11,7,,71.3
10,22,2009, 21,36,HST, 83.0,84,5.0,10.0,38,2,1.0,11.23,,81.0,12,10,61,,77.6
10,22,2009, 22,36,HST, 80.0,79,4.0,9.0,25,2,0.0,11.23,,79.0,14,9,41,,72.9
10,22,2009, 23,36,HST, 83.0,78,4.0,6.0,18,2,1.0,11.23,,81.0,13,6,25,,75.4
10,23,2009, 0,36,HST, 85.0,76,7.0,15.0,25,2,1.0,11.23,,86.0,13,15,17,,76.6
10,23,2009, 1,36,HST, 83.0,79,5.0,11.0,17,2,1.0,11.23,,81.0,13,11,17,,75.8
10,23,2009, 2,36,HST, 83.0,76,4.0,8.0,19,2,1.0,11.23,,81.0,13,8,16,,74.6
10,23,2009, 3,36,HST, 83.0,77,4.0,6.0,34,2,1.0,11.23,,82.0,14,6,23,,75.0
10,23,2009, 4,36,HST, 84.0,76,4.0,6.0,33,2,1.0,11.23,,83.0,13,6,62,,75.6
10,23,2009, 5,36,HST, 83.0,75,5.0,9.0,17,2,0.0,11.23,,83.0,14,9,15,,74.2
10,23,2009, 6,36,HST, 83.0,75,7.0,11.0,8,2,1.0,11.23,,82.0,14,11,6,,74.2
10,23,2009, 7,36,HST, 86.0,66,7.0,11.0,7,2,59.0,11.23,,83.0,14,11,5,,73.3
10,23,2009, 8,36,HST, 95.0,51,5.0,11.0,15,2,348.0,11.23,,98.0,13,11,8,,74.0
10,23,2009, 9,36,HST, 90.0,43,5.0,10.0,19,2,445.0,11.23,,104.0,9,10,86,,64.5
10,23,2009, 10,36,HST, 97.0,38,5.0,9.0,27,2,628.0,11.23,,125.0,6,9,72,,67.1
10,23,2009, 11,36,HST, 105.0,40,6.0,11.0,35,2,734.0,11.23,,140.0,6,11,90,,75.7
10,23,2009, 12,36,HST, 104.0,36,5.0,12.0,47,2,710.0,11.23,,140.0,3,12,96,,71.7
10,23,2009, 13,36,HST, 100.0,38,6.0,12.0,83,2,752.0,11.23,,132.0,4,12,91,,69.8
10,23,2009, 14,36,HST, 96.0,43,6.0,12.0,41,2,555.0,11.23,,119.0,2,12,51,,69.8
10,23,2009, 15,36,HST, 91.0,57,7.0,11.0,36,2,220.0,11.23,,101.0,4,11,42,,73.6
10,23,2009, 16,36,HST, 94.0,57,7.0,15.0,41,2,176.0,11.23,,100.0,5,15,90,,76.4
10,23,2009, 17,36,HST, 86.0,61,6.0,12.0,49,2,80.0,11.23,,89.0,6,12,74,,71.0
10,23,2009, 18,36,HST, 84.0,72,5.0,9.0,49,2,8.0,11.23,,88.0,7,9,89,,74.0
10,23,2009, 19,36,HST, 85.0,71,5.0,11.0,70,2,1.0,11.23,,89.0,9,11,68,,74.5
10,23,2009, 20,36,HST, 89.0,73,5.0,10.0,30,2,1.0,11.23,,91.0,10,10,48,,79.2
10,23,2009, 21,36,HST, 86.0,74,6.0,11.0,25,2,1.0,11.23,,88.0,10,11,41,,76.7
10,23,2009, 22,36,HST, 89.0,79,5.0,12.0,34,2,1.0,11.23,,90.0,11,12,55,,81.6
10,23,2009, 23,36,HST, 85.0,75,4.0,10.0,27,2,1.0,11.23,,86.0,11,10,14,,76.2
10,24,2009, 0,36,HST, 86.0,76,3.0,7.0,11,2,1.0,11.23,,85.0,13,7,24,,77.5
10,24,2009, 1,36,HST, 88.0,77,4.0,5.0,7,2,0.0,11.23,,88.0,11,5,7,,79.9
10,24,2009, 2,36,HST, 85.0,76,7.0,11.0,7,2,0.0,11.23,,83.0,12,11,6,,76.6
10,24,2009, 3,36,HST, 86.0,72,6.0,10.0,8,2,1.0,11.23,,86.0,12,10,4,,75.9
10,24,2009, 4,36,HST, 86.0,70,5.0,10.0,32,2,1.0,11.23,,83.0,12,10,24,,75.0
10,24,2009, 5,36,HST, 86.0,72,6.0,11.0,16,2,1.0,11.23,,85.0,13,11,28,,75.9
10,24,2009, 6,36,HST, 85.0,75,6.0,12.0,35,2,1.0,11.32,,85.0,14,12,25,,76.2
10,24,2009, 7,36,HST, 85.0,77,6.0,12.0,79,2,14.0,11.32,,85.0,15,12,86,,77.0
10,24,2009, 8,36,HST, 87.0,76,5.0,12.0,55,2,89.0,11.32,,89.0,15,12,126,,78.5
10,24,2009, 9,36,HST, 86.0,75,5.0,13.0,53,2,227.0,11.32,,92.0,14,13,138,,77.1
10,24,2009, 10,36,HST, 96.0,63,5.0,12.0,68,2,475.0,11.32,,108.0,13,12,128,,81.3
10,24,2009, 11,36,HST, 101.0,42,4.0,10.0,54,2,651.0,11.32,,123.0,12,10,164,,73.6
10,24,2009, 12,36,HST, 102.0,37,6.0,11.0,81,2,795.0,11.32,,138.0,8,11,123,,70.7
10,24,2009, 13,36,HST, 101.0,38,6.0,13.0,72,2,811.0,11.32,,131.0,4,13,140,,70.6
10,24,2009, 14,36,HST, 92.0,47,6.0,11.0,68,2,478.0,11.32,,104.0,3,11,130,,68.8
10,24,2009, 15,36,HST, 91.0,57,4.0,9.0,47,2,139.0,11.32,,98.0,6,9,86,,73.6
10,24,2009, 16,36,HST, 85.0,68,5.0,11.0,71,2,94.0,11.32,,89.0,8,11,73,,73.2
10,24,2009, 17,36,HST, 84.0,77,5.0,10.0,76,2,27.0,11.32,,85.0,9,10,59,,76.0
10,24,2009, 18,36,HST, 82.0,77,5.0,12.0,44,2,2.0,11.32,,83.0,10,12,135,,74.1
10,24,2009, 19,36,HST, 83.0,82,4.0,7.0,59,2,1.0,11.32,,84.0,13,7,38,,76.9
10,24,2009, 20,36,HST, 88.0,78,4.0,7.0,38,2,1.0,11.32,,87.0,11,7,93,,80.3
10,24,2009, 21,36,HST, 83.0,79,3.0,6.0,55,2,1.0,11.32,,83.0,14,6,74,,75.8
10,24,2009, 22,36,HST, 78.0,82,3.0,7.0,76,2,1.0,11.34,,80.0,14,7,115,,72.0
10,24,2009, 23,36,HST, 77.0,84,4.0,6.0,17,2,1.0,11.34,,76.0,16,6,9,,71.8
10,25,2009, 0,36,HST, 84.0,80,6.0,8.0,12,2,1.0,11.34,,85.0,14,8,6,,77.1
10,25,2009, 1,36,HST, 84.0,75,5.0,9.0,22,2,1.0,11.34,,82.0,14,9,46,,75.2
10,25,2009, 2,36,HST, 89.0,74,5.0,9.0,29,2,0.0,11.34,,88.0,13,9,22,,79.6
10,25,2009, 3,36,HST, 85.0,73,6.0,10.0,24,2,1.0,11.34,,88.0,12,10,37,,75.3
10,25,2009, 4,36,HST, 87.0,73,6.0,13.0,24,2,1.0,11.34,,87.0,13,13,18,,77.3
10,25,2009, 5,36,HST, 82.0,74,6.0,11.0,12,2,1.0,11.34,,85.0,14,11,29,,72.9
10,25,2009, 6,36,HST, 85.0,73,7.0,10.0,9,2,1.0,11.34,,86.0,14,10,11,,75.3
10,25,2009, 7,36,HST, 84.0,74,9.0,12.0,8,2,67.0,11.34,,86.0,14,12,8,,74.8
10,25,2009, 8,36,HST, 95.0,58,7.0,12.0,16,2,341.0,11.34,,96.0,12,12,7,,77.9
10,25,2009, 9,36,HST, 94.0,58,7.0,11.0,33,2,539.0,11.34,,105.0,10,11,36,,76.9
10,25,2009, 10,36,HST, 93.0,49,6.0,14.0,50,2,504.0,11.34,,107.0,7,14,70,,71.0
10,25,2009, 11,36,HST, 99.0,44,6.0,15.0,79,2,577.0,11.34,,123.0,6,15,121,,73.2
10,25,2009, 12,36,HST, 97.0,48,6.0,14.0,78,2,531.0,11.34,,121.0,4,14,132,,74.0
10,25,2009, 13,36,HST, 99.0,40,6.0,12.0,114,2,653.0,11.34,,127.0,3,12,134,,70.4
10,25,2009, 14,36,HST, 96.0,43,4.0,13.0,69,2,388.0,11.34,,112.0,3,13,121,,69.8
10,25,2009, 15,36,HST, 92.0,54,6.0,11.0,63,2,230.0,11.34,,103.0,5,11,117,,72.9
10,25,2009, 16,36,HST, 87.0,67,6.0,14.0,56,2,92.0,11.34,,92.0,6,14,6,,74.7
10,25,2009, 17,36,HST, 81.0,80,8.0,12.0,6,2,36.0,11.41,,81.0,13,12,319,,74.2
10,25,2009, 18,36,HST, 85.0,72,9.0,16.0,7,2,8.0,11.41,,84.0,13,16,6,,74.9
10,25,2009, 19,36,HST, 83.0,73,9.0,15.0,6,2,1.0,11.41,,82.0,13,15,6,,73.4
10,25,2009, 20,36,HST, 83.0,71,10.0,17.0,8,2,0.0,11.41,,81.0,13,17,3,,72.6
10,25,2009, 21,36,HST, 86.0,73,11.0,16.0,7,2,0.0,11.41,,84.0,13,16,6,,76.3
10,25,2009, 22,36,HST, 84.0,70,11.0,15.0,8,2,0.0,11.41,,80.0,13,15,4,,73.1
10,25,2009, 23,36,HST, 83.0,67,12.0,17.0,9,2,1.0,11.41,,84.0,12,17,5,,70.9
10,26,2009, 0,36,HST, 82.0,66,12.0,15.0,10,2,1.0,11.41,,80.0,13,15,10,,69.5
10,26,2009, 1,36,HST, 83.0,68,11.0,16.0,8,2,1.0,11.41,,81.0,13,16,9,,71.3
10,26,2009, 2,36,HST, 86.0,67,9.0,13.0,8,2,1.0,11.41,,82.0,13,13,5,,73.7
10,26,2009, 3,36,HST, 80.0,68,9.0,13.0,8,2,1.0,11.41,,79.0,13,13,7,,68.5
10,26,2009, 4,36,HST, 86.0,66,9.0,13.0,6,2,1.0,11.41,,81.0,15,13,3,,73.3
10,26,2009, 5,36,HST, 84.0,64,9.0,11.0,8,2,1.0,11.41,,79.0,13,11,7,,70.5
10,26,2009, 6,36,HST, 82.0,68,8.0,10.0,9,2,1.0,11.41,,78.0,13,10,9,,70.4
10,26,2009, 7,36,HST, 87.0,65,9.0,14.0,8,2,70.0,11.41,,83.0,12,14,8,,73.8
10,26,2009, 8,36,HST, 87.0,55,7.0,14.0,10,2,339.0,11.41,,90.0,17,14,7,,68.8
10,26,2009, 9,36,HST, 93.0,52,7.0,14.0,9,2,531.0,11.41,,103.0,10,14,4,,72.7
10,26,2009, 10,36,HST, 95.0,40,5.0,11.0,13,2,781.0,11.41,,126.0,7,11,13,,66.8
10,26,2009, 11,36,HST, 108.0,36,5.0,11.0,12,2,913.0,11.41,,140.0,4,11,6,,75.2
10,26,2009, 12,36,HST, 100.0,33,4.0,9.0,35,2,719.0,11.41,,124.0,2,9,12,,65.7
10,26,2009, 13,36,HST, 93.0,40,5.0,11.0,41,2,390.0,11.41,,109.0,2,11,107,,65.1
10,26,2009, 14,36,HST, 105.0,37,5.0,12.0,33,2,519.0,11.41,,134.0,2,12,114,,73.4
10,26,2009, 15,36,HST, 96.0,41,6.0,13.0,16,2,250.0,11.41,,104.0,3,13,28,,68.4
10,26,2009, 16,36,HST, 94.0,43,6.0,12.0,18,2,298.0,11.41,,97.0,5,12,58,,68.0
10,26,2009, 17,36,HST, 86.0,61,7.0,11.0,7,2,60.0,11.41,,87.0,6,11,13,,71.0
10,26,2009, 18,36,HST, 83.0,68,8.0,10.0,8,2,5.0,11.41,,80.0,8,10,3,,71.3
10,26,2009, 19,36,HST, 83.0,72,5.0,10.0,12,2,1.0,11.41,,81.0,9,10,7,,73.0
10,26,2009, 20,36,HST, 83.0,72,5.0,9.0,17,2,1.0,11.41,,80.0,10,9,26,,73.0
10,26,2009, 21,36,HST, 82.0,75,4.0,8.0,24,2,0.0,11.41,,82.0,11,8,20,,73.3
10,26,2009, 22,36,HST, 81.0,76,5.0,9.0,33,2,1.0,11.55,,81.0,13,9,61,,72.7
10,26,2009, 23,36,HST, 84.0,72,6.0,10.0,23,2,1.0,11.55,,82.0,13,10,29,,74.0
10,27,2009, 0,36,HST, 86.0,74,5.0,9.0,34,2,1.0,11.55,,87.0,13,9,19,,76.7
10,27,2009, 1,36,HST, 83.0,72,4.0,7.0,26,2,1.0,11.55,,84.0,13,7,27,,73.0
10,27,2009, 2,36,HST, 84.0,73,3.0,6.0,35,2,1.0,11.55,,87.0,13,6,56,,74.4
10,27,2009, 3,36,HST, 83.0,72,4.0,6.0,25,2,1.0,11.55,,83.0,13,6,51,,73.0
10,27,2009, 4,36,HST, 83.0,73,5.0,8.0,28,2,1.0,11.55,,84.0,13,8,59,,73.4
10,27,2009, 5,36,HST, 82.0,72,6.0,10.0,9,2,0.0,11.55,,82.0,13,10,39,,72.1
10,27,2009, 6,36,HST, 81.0,74,6.0,9.0,6,2,1.0,11.56,,82.0,14,9,6,,71.9
10,27,2009, 7,36,HST, 81.0,72,5.0,7.0,11,2,69.0,11.56,,81.0,13,7,12,,71.1
10,27,2009, 8,36,HST, 92.0,60,5.0,8.0,36,2,332.0,11.56,,92.0,13,8,22,,76.1
10,27,2009, 9,36,HST, 95.0,65,4.0,9.0,36,2,405.0,11.56,,102.0,14,9,30,,81.3
10,27,2009, 10,36,HST, 89.0,51,4.0,8.0,33,2,514.0,11.56,,99.0,13,8,59,,68.5
10,27,2009, 11,36,HST, 96.0,46,5.0,11.0,79,2,539.0,11.56,,111.0,8,11,179,,71.8
10,27,2009, 12,36,HST, 97.0,40,5.0,12.0,83,2,618.0,11.56,,116.0,5,12,64,,68.6
10,27,2009, 13,36,HST, 94.0,48,5.0,13.0,45,2,363.0,11.56,,110.0,7,13,49,,71.3
10,27,2009, 14,36,HST, 94.0,54,6.0,12.0,67,2,313.0,11.56,,105.0,8,12,114,,74.8
10,27,2009, 15,36,HST, 94.0,50,5.0,11.0,46,2,396.0,11.56,,107.0,5,11,64,,72.5
10,27,2009, 16,36,HST, 91.0,58,5.0,9.0,36,2,152.0,11.56,,95.0,6,9,63,,74.1
10,27,2009, 17,36,HST, 82.0,66,5.0,10.0,48,2,90.0,11.56,,83.0,8,10,74,,69.5
10,27,2009, 18,36,HST, 82.0,73,4.0,8.0,43,2,6.0,11.56,,83.0,9,8,49,,72.5
10,27,2009, 19,36,HST, 84.0,74,3.0,7.0,37,2,1.0,11.56,,84.0,10,7,42,,74.8
10,27,2009, 20,36,HST, 81.0,75,2.0,4.0,38,2,0.0,11.56,,82.0,11,4,82,,72.3
10,27,2009, 21,36,HST, 84.0,76,1.0,3.0,14,2,0.0,11.56,,82.0,11,3,23,,75.6
10,27,2009, 22,36,HST, 81.0,75,1.0,5.0,198,2,0.0,11.56,,80.0,12,5,94,,72.3
10,27,2009, 23,36,HST, 81.0,73,2.0,4.0,171,2,1.0,11.56,,79.0,13,4,251,,71.5
10,28,2009, 0,36,HST, 83.0,74,2.0,4.0,219,2,1.0,11.56,,81.0,12,4,178,,73.8
10,28,2009, 1,36,HST, 83.0,70,3.0,4.0,140,2,1.0,11.56,,81.0,12,4,121,,72.2
10,28,2009, 2,36,HST, 81.0,70,2.0,5.0,205,2,0.0,11.56,,77.0,15,5,152,,70.3
10,28,2009, 3,36,HST, 81.0,71,1.0,5.0,223,2,1.0,11.56,,79.0,13,5,141,,70.7
10,28,2009, 4,36,HST, 83.0,70,3.0,6.0,136,2,1.0,11.56,,78.0,13,6,131,,72.2
10,28,2009, 5,36,HST, 84.0,60,4.0,6.0,116,2,0.0,11.56,,77.0,13,6,119,,68.6
10,28,2009, 6,36,HST, 85.0,69,4.0,7.0,37,2,1.0,11.56,,74.0,11,7,36,,73.7
10,28,2009, 7,36,HST, 94.0,54,4.0,8.0,25,1,78.0,11.56,,92.0,12,8,74,,74.8
10,28,2009, 8,36,HST, 93.0,51,6.0,11.0,49,1,331.0,11.56,,94.0,13,11,78,,72.1
10,28,2009, 9,36,HST, 87.0,67,6.0,14.0,57,1,220.0,11.56,,92.0,11,14,58,,74.7
10,28,2009, 10,36,HST, 90.0,65,6.0,12.0,79,1,228.0,11.56,,97.0,10,12,60,,76.6
10,28,2009, 11,36,HST, 88.0,53,6.0,12.0,90,1,334.0,11.56,,104.0,13,12,139,,68.7
10,28,2009, 12,36,HST, 95.0,50,5.0,14.0,106,2,411.0,11.56,,112.0,8,14,134,,73.4
10,28,2009, 13,36,HST, 87.0,55,5.0,14.0,159,2,255.0,11.56,,94.0,6,14,186,,68.8
10,28,2009, 14,36,HST, 87.0,53,4.0,12.0,139,2,344.0,11.56,,96.0,6,12,210,,67.8
10,28,2009, 15,36,HST, 91.0,50,4.0,10.0,141,2,267.0,11.56,,102.0,6,10,120,,69.7
10,28,2009, 16,36,HST, 90.0,57,3.0,9.0,172,2,206.0,11.56,,96.0,7,9,171,,72.7
10,28,2009, 17,36,HST, 88.0,60,2.0,5.0,162,2,97.0,11.56,,91.0,7,5,198,,72.3
10,28,2009, 18,36,HST, 82.0,76,1.0,5.0,22,2,4.0,11.56,,83.0,10,5,210,,73.7
10,28,2009, 19,36,HST, 84.0,75,2.0,8.0,158,2,1.0,11.56,,84.0,10,8,147,,75.2
10,28,2009, 20,36,HST, 81.0,74,3.0,6.0,299,2,1.0,11.56,,81.0,11,6,297,,71.9
10,28,2009, 21,36,HST, 84.0,78,4.0,7.0,237,2,1.0,11.56,,86.0,11,7,283,,76.4
10,28,2009, 22,36,HST, 84.0,77,3.0,9.0,243,2,1.0,11.56,,84.0,12,9,246,,76.0
10,28,2009, 23,36,HST, 84.0,76,2.0,7.0,276,2,1.0,11.56,,85.0,12,7,314,,75.6
10,29,2009, 0,36,HST, 81.0,78,1.0,3.0,273,2,1.0,11.56,,80.0,13,3,104,,73.5
10,29,2009, 1,36,HST, 80.0,80,3.0,5.0,136,2,1.0,11.56,,78.0,14,5,122,,73.3
10,29,2009, 2,36,HST, 80.0,75,3.0,6.0,90,2,0.0,11.56,,77.0,14,6,125,,71.3
10,29,2009, 3,36,HST, 82.0,77,2.0,5.0,59,2,1.0,11.56,,80.0,14,5,57,,74.1
10,29,2009, 4,36,HST, 79.0,77,3.0,4.0,121,2,0.0,11.56,,77.0,15,4,127,,71.2
10,29,2009, 5,36,HST, 83.0,75,2.0,3.0,71,2,0.0,11.56,,80.0,14,3,108,,74.2
10,29,2009, 6,36,HST, 81.0,74,2.0,3.0,95,2,1.0,11.56,,79.0,15,3,96,,71.9
10,29,2009, 7,36,HST, 85.0,74,2.0,5.0,79,2,73.0,11.56,,85.0,14,5,93,,75.8
10,29,2009, 8,36,HST, 87.0,74,3.0,7.0,94,2,177.0,11.56,,89.0,13,7,131,,77.7
10,29,2009, 9,36,HST, 100.0,55,3.0,7.0,156,2,485.0,11.56,,107.0,12,7,106,,80.9
10,29,2009, 10,36,HST, 91.0,50,3.0,8.0,175,1,294.0,11.56,,102.0,8,8,131,,69.7
10,29,2009, 11,36,HST, 88.0,61,3.0,7.0,127,1,77.0,11.56,,90.0,9,7,135,,72.8
10,29,2009, 12,36,HST, 92.0,52,2.0,7.0,184,1,213.0,11.56,,100.0,8,7,120,,71.8
10,29,2009, 13,36,HST, 88.0,55,3.0,7.0,309,1,237.0,11.56,,94.0,7,7,213,,69.8
10,29,2009, 14,36,HST, 86.0,60,3.0,7.0,299,2,172.0,11.56,,90.0,7,7,318,,70.5
10,29,2009, 15,36,HST, 85.0,67,3.0,6.0,288,2,53.0,11.56,,87.0,10,6,357,,72.8
10,29,2009, 16,36,HST, 82.0,74,2.0,5.0,16,2,21.0,11.58,,82.0,11,5,324,,72.9
10,29,2009, 17,36,HST, 83.0,76,3.0,9.0,347,2,12.0,11.61,,81.0,14,9,333,,74.6
10,29,2009, 18,36,HST, 83.0,78,3.0,6.0,356,2,2.0,11.61,,81.0,16,6,333,,75.4
10,29,2009, 19,36,HST, 81.0,77,3.0,6.0,345,2,1.0,11.61,,80.0,16,6,4,,73.1
10,29,2009, 20,36,HST, 81.0,71,4.0,10.0,331,2,0.0,11.61,,78.0,15,10,342,,70.7
10,29,2009, 21,36,HST, 82.0,67,5.0,14.0,0,2,1.0,11.61,,78.0,16,14,13,,69.9
10,29,2009, 22,36,HST, 84.0,63,6.0,11.0,7,2,0.0,11.61,,79.0,15,11,3,,70.0
10,29,2009, 23,36,HST, 82.0,66,5.0,12.0,6,2,1.0,11.61,,80.0,15,12,4,,69.5
10,30,2009, 0,36,HST, 81.0,71,6.0,10.0,8,2,1.0,11.61,,81.0,15,10,5,,70.7
10,30,2009, 1,36,HST, 83.0,72,7.0,10.0,7,2,1.0,11.61,,80.0,14,10,6,,73.0
10,30,2009, 2,36,HST, 83.0,72,6.0,9.0,8,0,1.0,11.61,,81.0,14,9,6,,73.0
10,30,2009, 3,36,HST, 83.0,74,6.0,8.0,8,0,1.0,11.61,,79.0,14,8,12,,73.8
10,30,2009, 4,36,HST, 84.0,69,6.0,9.0,5,0,0.0,11.61,,81.0,13,9,3,,72.7
10,30,2009, 5,36,HST, 82.0,72,7.0,11.0,8,0,1.0,11.61,,80.0,14,11,3,,72.1
10,30,2009, 6,36,HST, 82.0,73,7.0,10.0,7,2,1.0,11.61,,81.0,14,10,3,,72.5
10,30,2009, 7,36,HST, 84.0,71,8.0,11.0,7,2,47.0,11.61,,83.0,13,11,6,,73.6
10,30,2009, 8,36,HST, 88.0,55,7.0,11.0,8,0,342.0,11.61,,95.0,16,11,4,,69.8
10,30,2009, 9,36,HST, 95.0,46,6.0,11.0,25,0,475.0,11.61,,112.0,10,11,7,,70.9
10,30,2009, 10,36,HST, 95.0,39,5.0,9.0,9,1,553.0,11.61,,113.0,6,9,17,,66.1
10,30,2009, 11,36,HST, 98.0,40,3.0,9.0,9,1,400.0,11.61,,115.0,4,9,88,,69.5
10,30,2009, 12,36,HST, 91.0,51,2.0,8.0,318,1,275.0,11.61,,99.0,5,8,359,,70.3
10,30,2009, 13,36,HST, 93.0,61,2.0,8.0,320,1,291.0,11.61,,104.0,7,8,359,,77.5
10,30,2009, 14,36,HST, 95.0,54,2.0,7.0,298,1,385.0,11.61,,105.0,6,7,145,,75.7
10,30,2009, 15,36,HST, 93.0,60,3.0,7.0,245,1,234.0,11.61,,103.0,6,7,313,,77.0
10,30,2009, 16,36,HST, 92.0,64,2.0,8.0,28,1,171.0,11.61,,99.0,8,8,356,,78.0
10,30,2009, 17,36,HST, 85.0,57,4.0,9.0,6,1,58.0,11.61,,87.0,8,9,3,,68.0
10,30,2009, 18,36,HST, 85.0,70,5.0,9.0,9,1,4.0,11.61,,84.0,9,9,17,,74.1
10,30,2009, 19,36,HST, 81.0,71,7.0,11.0,7,1,1.0,11.61,,80.0,10,11,5,,70.7
10,30,2009, 20,36,HST, 83.0,69,9.0,11.0,6,1,1.0,11.61,,83.0,11,11,4,,71.8
10,30,2009, 21,36,HST, 83.0,70,8.0,10.0,7,0,1.0,11.61,,81.0,11,10,6,,72.2
10,30,2009, 22,36,HST, 80.0,70,9.0,13.0,8,0,1.0,11.61,,77.0,12,13,15,,69.3
10,30,2009, 23,36,HST, 82.0,71,9.0,15.0,9,0,1.0,11.61,,80.0,12,15,7,,71.6
10,31,2009, 0,36,HST, 82.0,69,10.0,16.0,9,2,1.0,11.61,,80.0,12,16,4,,70.8
10,31,2009, 1,36,HST, 82.0,69,14.0,20.0,8,2,1.0,11.61,,80.0,12,20,7,,70.8
10,31,2009, 2,36,HST, 81.0,68,13.0,20.0,9,2,1.0,11.61,,79.0,12,20,15,,69.4
10,31,2009, 3,36,HST, 81.0,72,12.0,20.0,7,0,1.0,11.61,,79.0,12,20,7,,71.1
10,31,2009, 4,36,HST, 81.0,65,13.0,19.0,8,0,1.0,11.61,,79.0,12,19,13,,68.1
10,31,2009, 5,36,HST, 81.0,66,10.0,18.0,8,0,0.0,11.61,,79.0,12,18,15,,68.5
10,31,2009, 6,36,HST, 82.0,66,9.0,17.0,11,0,1.0,11.61,,78.0,12,17,6,,69.5
10,31,2009, 7,36,HST, 85.0,62,9.0,15.0,10,0,65.0,11.61,,82.0,12,15,7,,70.5
10,31,2009, 8,36,HST, 90.0,53,5.0,14.0,15,0,350.0,11.61,,99.0,11,14,16,,70.5
10,31,2009, 9,36,HST, 87.0,44,6.0,14.0,22,0,568.0,11.61,,110.0,8,14,12,,62.4
10,31,2009, 10,36,HST, 92.0,39,7.0,15.0,17,0,702.0,11.61,,118.0,4,15,9,,63.4
