MON,DAY,YEAR,HR,MIN,TMZN,TLRW,WPER,WHGT,PENTAD
1,4,2010,17,0,HST,76.8,13.348852040816325,8.481607142857143,1
1,4,2010,18,0,HST,76.8,13.592474489795919,8.269570578231292,1
1,4,2010,19,0,HST,76.8,13.451955782312925,8.259912840136053,1
1,4,2010,20,0,HST,76.7,13.028061224489795,8.308071853741495,1
1,4,2010,21,0,HST,76.7,13.368835034013605,8.298078231292518,1
1,4,2010,22,0,HST,76.7,13.288690476190478,8.134659863945577,1
1,4,2010,23,0,HST,76.7,13.761904761904763,8.354647108843539,1
1,5,2010,0,0,HST,76.7,13.291743970315398,8.124839318844419,1
1,5,2010,1,0,HST,76.7,13.56014030612245,8.205553601797861,1
1,5,2010,2,0,HST,76.7,13.53418063654033,8.266671920553936,1
1,5,2010,3,0,HST,76.6,13.390697886297374,8.195055241739551,1
1,5,2010,4,0,HST,76.7,13.379749757045674,8.34560286078717,1
1,5,2010,5,0,HST,76.7,13.302124108632984,8.663242413897738,1
1,5,2010,6,0,HST,76.7,13.592647594752188,8.251321884110789,1
1,5,2010,7,0,HST,76.6,13.587460519922255,8.250088405004858,1
1,5,2010,8,0,HST,76.7,13.104099854227403,8.229973669825071,1
1,5,2010,9,0,HST,76.7,13.75676324101069,8.266883108600583,1
1,5,2010,10,0,HST,76.7,13.673168498168497,8.285480474882261,1
1,5,2010,11,0,HST,76.7,13.605160910518054,8.41813340528519,1
1,5,2010,12,0,HST,76.7,13.284317765567765,8.28373063840921,1
1,5,2010,13,0,HST,76.7,13.203113553113553,8.361980147828362,1
1,5,2010,14,0,HST,76.7,13.326717032967032,8.104338337257982,1
1,5,2010,15,0,HST,76.7,13.669557823129253,7.955655035228376,1
1,5,2010,16,0,HST,76.7,13.714331268221574,7.977072430758018,1
1,5,2010,17,0,HST,76.7,13.525555758017491,8.309864795918367,1
1,5,2010,18,0,HST,76.7,13.304436953352772,8.095837524295431,1
1,5,2010,19,0,HST,76.7,13.564000242954323,8.24941256681244,1
1,5,2010,20,0,HST,76.6,13.20149416909621,8.31299960519922,1
1,5,2010,21,0,HST,76.7,13.138632774538385,8.352060009718171,1
1,5,2010,22,0,HST,76.7,13.481930272108844,8.21004033041788,1
1,5,2010,23,0,HST,76.7,13.678231292517008,8.384348092808551,1
1,6,2010,0,0,HST,76.7,13.364530877285981,8.238792281940606,2
1,6,2010,1,0,HST,76.7,13.522471756559765,8.320771291041925,2
1,6,2010,2,0,HST,76.7,13.486664627585728,8.361741598552687,2
1,6,2010,3,0,HST,76.7,13.384548755726781,8.334000088938637,2
1,6,2010,4,0,HST,76.7,13.276092426766626,8.486063014108705,2
1,6,2010,5,0,HST,76.7,13.290058704760572,8.833186603526954,2
1,6,2010,6,0,HST,76.7,13.502198953561017,8.353838498281966,2
1,6,2010,7,0,HST,76.7,13.447831849576565,8.36664276386575,2
1,6,2010,8,0,HST,76.6,13.096994741774258,8.2744118401187,2
1,6,2010,9,0,HST,76.7,13.59470381264751,8.400154095949606,2
1,6,2010,10,0,HST,76.7,13.4698224852071,8.395636939983094,2
1,6,2010,11,0,HST,76.7,13.340997464074388,8.348199070160607,2
1,6,2010,12,0,HST,76.8,13.379585798816567,8.37040405748098,2
1,6,2010,13,0,HST,76.8,13.036686390532545,8.42210270498732,2
1,6,2010,14,0,HST,77.0,13.377810650887575,8.13208918005072,2
1,6,2010,15,0,HST,77.0,13.400716715257532,7.986959901690268,2
1,6,2010,16,0,HST,77.0,13.657574317992502,7.880635002342773,2
1,6,2010,17,0,HST,76.8,13.348171985630987,8.054033709912536,2
1,6,2010,18,0,HST,76.8,13.099779388796335,7.858957721609053,2
1,6,2010,19,0,HST,76.8,13.286854001804803,8.068880386210607,2
1,6,2010,20,0,HST,76.8,12.873539670970429,8.030790818495765,2
1,6,2010,21,0,HST,76.75,12.750533414896571,8.04322416007219,2
1,6,2010,22,0,HST,76.7,13.162187196307096,7.857835728168818,2
1,6,2010,23,0,HST,76.7,13.567152575315841,8.014928228689437,2
1,7,2010,0,0,HST,76.7,13.04687677482867,7.7888308286275025,2
1,7,2010,1,0,HST,76.7,13.113043718763015,7.823308920917129,2
1,7,2010,2,0,HST,76.7,13.53720323315186,7.972743822793332,2
1,7,2010,3,0,HST,76.7,13.519660474430298,7.953503952191299,2
1,7,2010,4,0,HST,76.7,13.403988727415165,8.150118991063989,2
1,7,2010,5,0,HST,76.7,13.435155915242396,8.162959215530334,2
1,7,2010,6,0,HST,76.6,13.6139176105938,7.958582884456626,2
1,7,2010,7,0,HST,76.7,13.609663740678485,8.053695083490757,2
1,7,2010,8,0,HST,76.7,13.407221042571548,7.85781325071027,2
1,7,2010,9,0,HST,76.7,13.373189773358323,8.032464400350014,2
1,7,2010,10,0,HST,76.7,13.510999306413508,8.059316724220412,2
1,7,2010,11,0,HST,76.7,13.342012182660957,7.989717882726598,2
1,7,2010,12,0,HST,76.8,13.974146428029563,8.057241130453091,2
1,7,2010,13,0,HST,76.8,13.172292303357391,8.092237142524285,2
1,7,2010,14,0,HST,76.8,13.861886744911892,7.998186732100669,2
1,7,2010,15,0,HST,76.8,13.540733895599057,7.818043924065618,2
1,7,2010,16,0,HST,76.8,14.026564684729577,7.78805053093577,2
1,7,2010,17,0,HST,76.8,13.669551981689178,7.930278464702207,2
1,7,2010,18,0,HST,76.75,13.278872595867792,7.8414139461360355,2
1,7,2010,19,0,HST,76.7,13.63220387462565,8.04309235378736,2
1,7,2010,20,0,HST,76.7,13.00535956000476,7.9991993159782115,2
1,7,2010,21,0,HST,76.7,12.992083299245353,8.119306012127883,2
1,7,2010,22,0,HST,76.7,13.010294104886853,7.885205432756193,2
1,7,2010,23,0,HST,76.5,13.553241704845204,7.873876880106997,2
1,8,2010,0,0,HST,76.5,12.922243403722474,7.718044507897722,2
1,8,2010,1,0,HST,76.6,12.759679676808771,7.73779144371136,2
1,8,2010,2,0,HST,76.5,13.501704847195542,7.7996061015247165,2
1,8,2010,3,0,HST,76.5,13.243157802154077,7.761250288652138,2
1,8,2010,4,0,HST,76.5,13.227148653870128,7.831870143226622,2
1,8,2010,5,0,HST,76.5,13.551801044285925,7.9286532727898065,2
1,8,2010,6,0,HST,76.5,13.686865468868202,7.6680300987670424,2
1,8,2010,7,0,HST,76.3,13.504106827875361,7.699666989096893,2
1,8,2010,8,0,HST,76.5,13.500301127453273,7.5855160779163535,2
1,8,2010,9,0,HST,76.5,13.189837968154295,7.5982783458692005,2
1,8,2010,10,0,HST,76.6,13.498524753201584,7.676534897246422,2
1,8,2010,11,0,HST,76.95,13.47561612667195,7.540608996375938,2
1,8,2010,12,0,HST,77.2,13.95028709437278,7.56097270676416,2
1,8,2010,13,0,HST,77.5,13.28530605337615,7.592641526731662,2
1,8,2010,14,0,HST,77.6,13.749207491984574,7.498482762473184,2
1,8,2010,15,0,HST,77.7,13.352960757918327,7.2692859875539915,2
1,8,2010,16,0,HST,77.6,14.048867071623006,7.329906109519895,2
1,8,2010,17,0,HST,77.30000000000001,13.536980283380013,7.411736583901054,2
1,8,2010,18,0,HST,77.30000000000001,13.169903713190296,7.377883690553221,2
1,8,2010,19,0,HST,76.9,12.92278984831646,7.454783767142712,2
1,8,2010,20,0,HST,76.8,12.705635659355371,7.461070723890998,2
1,8,2010,21,0,HST,76.7,13.053044051010138,7.623037869442861,2
1,8,2010,22,0,HST,76.7,12.54803437865671,7.382002940066071,2
1,8,2010,23,0,HST,76.7,13.222885305725791,7.450986079199746,2
1,9,2010,0,0,HST,76.6,12.533508584182224,7.364776809751802,2
1,9,2010,1,0,HST,76.5,12.644055645813213,7.4431615665098825,2
1,9,2010,2,0,HST,76.5,13.181350577167672,7.384096423165574,2
1,9,2010,3,0,HST,76.5,13.197344162613168,7.321768160060246,2
1,9,2010,4,0,HST,76.8,13.045081241520379,7.386570652449328,2
1,9,2010,5,0,HST,76.7,13.427639782823451,7.430115177737152,2
1,9,2010,6,0,HST,76.7,13.664341648533,7.1854723559445475,2
1,9,2010,7,0,HST,76.7,13.436697897753845,7.1595258623276905,2
1,9,2010,8,0,HST,76.7,13.49339444071606,7.068094952044759,2
1,9,2010,9,0,HST,76.7,13.0433098262702,7.057364826632249,2
1,9,2010,10,0,HST,76.8,13.14353743282965,7.065060830104774,2
1,9,2010,11,0,HST,76.8,13.12983059352378,6.944666205650181,2
1,9,2010,12,0,HST,76.8,13.458888108743025,6.974872416944089,2
1,9,2010,13,0,HST,76.9,13.246971311195253,7.0146341906611385,2
1,9,2010,14,0,HST,77.0,13.329363874064033,6.906190678183847,2
1,9,2010,15,0,HST,76.9,12.706692475251243,6.9248092794014005,2
1,9,2010,16,0,HST,76.8,12.898245125453757,6.939496902889689,2
1,9,2010,17,0,HST,76.8,12.7647523046478,6.990858217757377,2
1,9,2010,18,0,HST,76.8,12.353484022075577,7.0156641169063745,2
1,9,2010,19,0,HST,76.8,11.86107098021015,7.000562580066434,2
1,9,2010,20,0,HST,76.8,11.907928229954296,7.033590717133515,2
1,9,2010,21,0,HST,76.75,12.462093945854624,7.381861990130896,2
1,9,2010,22,0,HST,76.7,11.68273774882454,6.961229169487305,2
1,9,2010,23,0,HST,76.7,12.376866215040787,6.977490211379053,2
1,10,2010,0,0,HST,76.7,11.925410856278907,6.92484437983211,2
1,10,2010,1,0,HST,76.6,11.954133486355536,6.947381000786251,2
1,10,2010,2,0,HST,76.7,12.513075387454515,6.9434787517635925,2
1,10,2010,3,0,HST,76.7,12.674321568911946,6.854858460622315,2
1,10,2010,4,0,HST,76.7,12.483730706813608,6.8866743425482815,2
1,10,2010,5,0,HST,76.7,12.99853148765067,7.084912032180496,2
1,10,2010,6,0,HST,76.75,13.167943365528657,6.9313216039079695,2
1,10,2010,7,0,HST,76.7,13.138628908973516,7.013156632244614,2
1,10,2010,8,0,HST,76.7,13.070978254869237,7.023829359282936,2
1,10,2010,9,0,HST,76.7,12.671780599571115,7.00774178250011,2
1,10,2010,10,0,HST,76.7,13.01014729900223,7.028685409096516,2
1,10,2010,11,0,HST,76.7,12.936103337156839,7.022876800144722,2
1,10,2010,12,0,HST,76.7,13.10065537165113,7.050060365979159,2
1,10,2010,13,0,HST,76.7,13.145162668897957,7.113376836956631,2
1,10,2010,14,0,HST,76.46296296296296,13.04132652614633,7.0042623886183595,2
1,10,2010,15,0,HST,76.41111111111111,12.539975230940684,6.872078233353958,2
1,10,2010,16,0,HST,76.33198086866177,12.531936585505482,7.054600215172114,2
1,10,2010,17,0,HST,76.8,12.521552327716273,7.1698282001184594,2
1,10,2010,18,0,HST,76.75,12.215956266804707,7.2027534148185435,2
1,10,2010,19,0,HST,76.7,11.66313291632333,7.183953310514938,2
1,10,2010,20,0,HST,76.7,11.865254563522118,7.233904388644608,2
1,10,2010,21,0,HST,76.7,12.334594833072066,7.621241654964479,2
1,10,2010,22,0,HST,76.6,11.552198009105805,7.199873722110955,2
1,10,2010,23,0,HST,76.5,12.149982251483326,7.1948911636127715,2
1,11,2010,0,0,HST,76.5,11.961351388604365,7.196044370684566,3
1,11,2010,1,0,HST,76.5,12.12293762555144,7.101964812868934,3
1,11,2010,2,0,HST,76.5,12.192458997473015,7.0812553696377964,3
1,11,2010,3,0,HST,76.5,12.526547552251795,7.024401901477326,3
1,11,2010,4,0,HST,76.5,12.502216303717999,7.0160188457690476,3
1,11,2010,5,0,HST,76.4,12.887583662176723,7.223930514994117,3
1,11,2010,6,0,HST,76.3,12.880877501004404,7.101199568560893,3
1,11,2010,7,0,HST,76.3,12.755380486194811,7.175191606755164,3
1,11,2010,8,0,HST,76.5,12.86174090682752,7.18263745080912,3
1,11,2010,9,0,HST,76.3,12.836792173274379,7.062507614938025,3
1,11,2010,10,0,HST,76.4,12.939548909416562,6.982053302800091,3
1,11,2010,11,0,HST,76.4,12.89756670933433,6.857324500413922,3
1,11,2010,12,0,HST,76.5,12.82568167717101,6.9549951987802325,3
1,11,2010,13,0,HST,76.5,12.885152427149515,6.985572216258411,3
1,11,2010,14,0,HST,76.5,12.70504931430074,6.8403895047715855,3
1,11,2010,15,0,HST,76.5,12.446190550442282,6.679420536625384,3
1,11,2010,16,0,HST,76.5,12.316441550782802,6.788506937004414,3
1,11,2010,17,0,HST,76.5,12.306164616597433,6.859334744133987,3
1,11,2010,18,0,HST,76.5,12.254960020634305,7.03738696655178,3
1,11,2010,19,0,HST,76.5,11.394585992609535,6.977465420755812,3
1,11,2010,20,0,HST,76.5,11.912370199534028,6.936249650412722,3
1,11,2010,21,0,HST,76.5,12.274724064910558,7.401925303757949,3
1,11,2010,22,0,HST,76.5,11.659638268423596,7.046507349399875,3
1,11,2010,23,0,HST,76.5,12.109060604751722,6.906598669642272,3
1,12,2010,0,0,HST,76.5,12.063340160348806,6.972920625036906,3
1,12,2010,1,0,HST,76.5,12.08975592599225,6.776612151137932,3
1,12,2010,2,0,HST,76.5,11.978966741780537,6.813552437242955,3
1,12,2010,3,0,HST,76.5,12.657204937225982,6.733161454435688,3
1,12,2010,4,0,HST,76.5,12.345072846963971,6.74713024525518,3
1,12,2010,5,0,HST,76.5,12.634722510701957,6.962417324798186,3
1,12,2010,6,0,HST,76.5,12.539201490466647,6.861608655176347,3
1,12,2010,7,0,HST,76.5,12.59957209965488,7.024167731357129,3
1,12,2010,8,0,HST,76.5,12.67376565440691,7.038319057863719,3
1,12,2010,9,0,HST,76.5,12.857755198060392,6.898946385531295,3
1,12,2010,10,0,HST,76.5,12.889264014887058,6.812195622278329,3
1,12,2010,11,0,HST,76.6,12.916690717606512,6.8743000928970455,3
1,12,2010,12,0,HST,76.7,12.851881217773009,7.058218254625671,3
1,12,2010,13,0,HST,76.7,12.716451078289106,7.100996360943932,3
1,12,2010,14,0,HST,76.7,12.803312560031932,7.011760849527854,3
1,12,2010,15,0,HST,76.7,12.356154698670212,7.025107054998526,3
1,12,2010,16,0,HST,76.7,12.239169866877734,6.976650510869752,3
1,12,2010,17,0,HST,76.7,12.416265496022406,6.9199402103037455,3
1,12,2010,18,0,HST,76.6,12.24792259195993,7.156438598669308,3
1,12,2010,19,0,HST,76.5,12.039837064923775,7.197958480805054,3
1,12,2010,20,0,HST,76.5,12.126973197361153,7.081439574218381,3
1,12,2010,21,0,HST,76.5,12.092443241498552,7.431097246560203,3
1,12,2010,22,0,HST,76.5,11.979416876966386,7.158312933679345,3
1,12,2010,23,0,HST,76.5,12.16136020401679,7.030106416661075,3
1,13,2010,0,0,HST,76.5,12.35890653921094,7.081354642551534,3
1,13,2010,1,0,HST,76.5,12.285591811657206,6.822582843385144,3
1,13,2010,2,0,HST,76.5,12.226530409946681,6.898200557634339,3
1,13,2010,3,0,HST,76.5,12.584553749248414,6.818040239708073,3
1,13,2010,4,0,HST,76.5,12.411329934667844,6.8752422377710944,3
1,13,2010,5,0,HST,76.5,12.715879012348479,7.12902484569945,3
1,13,2010,6,0,HST,76.5,12.458577070819361,7.02091487312409,3
1,13,2010,7,0,HST,76.6,12.52535375613212,7.247811381293737,3
1,13,2010,8,0,HST,76.7,12.681107611516746,7.2736397506194885,3
1,13,2010,9,0,HST,76.9,12.79961052652391,7.172603857176379,3
1,13,2010,10,0,HST,76.9,12.952058066021689,7.159946351791317,3
1,13,2010,11,0,HST,76.9,13.093875530495776,7.238330328093641,3
1,13,2010,12,0,HST,76.9,12.834111635353144,7.4452295323861355,3
1,13,2010,13,0,HST,76.9,12.792971678959901,7.463326326943025,3
1,13,2010,14,0,HST,77.0,12.96488299102376,7.434439311021388,3
1,13,2010,15,0,HST,77.0,12.700167517793748,7.399609113687421,3
1,13,2010,16,0,HST,77.0,12.646829386975753,7.392868389133868,3
1,13,2010,17,0,HST,77.0,12.658745008044276,7.218162496745551,3
1,13,2010,18,0,HST,76.8,12.893063043756731,7.398844683230078,3
1,13,2010,19,0,HST,76.8,12.602458789823809,7.433244564397205,3
1,13,2010,20,0,HST,76.7,12.752810242635368,7.374834944616508,3
1,13,2010,21,0,HST,76.7,12.490511950457792,7.410215896451298,3
1,13,2010,22,0,HST,76.5,12.545646796099286,7.4007014487913745,3
1,13,2010,23,0,HST,76.5,12.769315772054894,7.229050363307381,3
1,14,2010,0,0,HST,76.5,12.81587476425427,7.119948233399173,3
1,14,2010,1,0,HST,76.5,12.682719056742267,6.751091922655622,3
1,14,2010,2,0,HST,76.5,12.586106939409088,6.791553785348379,3
1,14,2010,3,0,HST,76.5,12.910125620462455,6.68615726386741,3
1,14,2010,4,0,HST,76.3,12.865877137048603,6.700567114078945,3
1,14,2010,5,0,HST,76.3,12.775042965932174,6.8058172978926885,3
1,14,2010,6,0,HST,76.3,12.714127040091856,6.6869659663071745,3
1,14,2010,7,0,HST,76.3,12.401780418270501,6.842998508046492,3
1,14,2010,8,0,HST,76.3,12.811062376137404,6.846568486320231,3
1,14,2010,9,0,HST,76.3,12.81979736342956,6.635503864823667,3
1,14,2010,10,0,HST,76.3,12.84580872006491,6.786581569576403,3
1,14,2010,11,0,HST,76.5,13.00081278831556,6.78904849392236,3
1,14,2010,12,0,HST,76.5,12.706614834855857,6.969880599000908,3
1,14,2010,13,0,HST,76.6,12.572101625517787,6.9817373348490674,3
1,14,2010,14,0,HST,76.5,12.769156825075408,7.031871440039232,3
1,14,2010,15,0,HST,76.5,12.504023015461712,7.170336869191852,3
1,14,2010,16,0,HST,76.6,12.456142803846676,7.1317513500002585,3
1,14,2010,17,0,HST,76.5,12.541072178861906,6.9155787647892355,3
1,14,2010,18,0,HST,76.5,12.724356116836905,7.085020234421384,3
1,14,2010,19,0,HST,76.3,12.795878275339115,7.032585931800162,3
1,14,2010,20,0,HST,76.3,12.777127388571179,7.0429481799167775,3
1,14,2010,21,0,HST,76.3,13.005925370854024,6.94223665307225,3
1,14,2010,22,0,HST,76.5,12.6942356671589,7.001078029420824,3
1,14,2010,23,0,HST,76.3,12.686975075082437,6.762627444612958,3
1,15,2010,0,0,HST,76.4,13.05190625411271,6.669715605842361,3
1,15,2010,1,0,HST,76.3,12.497359239033292,6.2719728971700635,3
1,15,2010,2,0,HST,76.3,12.947125949950445,6.3534426417678995,3
1,15,2010,3,0,HST,76.3,13.038052259208529,6.2630151925827295,3
1,15,2010,4,0,HST,76.3,13.021323620901265,6.293139180911542,3
1,15,2010,5,0,HST,76.3,13.070780141305761,6.654631581685152,3
1,15,2010,6,0,HST,76.3,13.0837645793508,6.662348631387949,3
1,15,2010,7,0,HST,76.3,12.673366726743044,6.783272134952874,3
1,15,2010,8,0,HST,76.3,12.928012141975298,6.880014874067122,3
1,15,2010,9,0,HST,76.3,12.778415991534882,6.82985444015385,3
1,15,2010,10,0,HST,76.3,12.806990484720473,6.9372519943834074,3
1,15,2010,11,0,HST,76.3,12.968822178370102,7.059413755539693,3
1,15,2010,12,0,HST,76.3,12.656978959246846,7.2030853947220805,3
1,15,2010,13,0,HST,76.3,12.776076664605549,7.172504547270864,3
1,15,2010,14,0,HST,76.3,12.945288558292798,7.349736482218615,3
1,15,2010,15,0,HST,76.3,12.515706964096573,7.278457383298406,3
1,15,2010,16,0,HST,76.3,12.578783727915887,7.435687124223866,3
1,15,2010,17,0,HST,76.3,12.657129799064728,7.301695804395342,3
1,15,2010,18,0,HST,76.3,12.97267279718526,7.361347494117963,3
1,15,2010,19,0,HST,76.3,13.064166933225923,7.466130749728384,3
1,15,2010,20,0,HST,76.3,13.037852687943326,7.486270223180948,3
1,15,2010,21,0,HST,76.3,13.499745522950844,7.352318039251682,3
1,15,2010,22,0,HST,76.3,12.941529420250628,7.367059959862478,3
1,15,2010,23,0,HST,76.19999999999999,12.842791603625948,7.208975215993872,3
1,16,2010,0,0,HST,76.1,13.335983155258997,7.104974141480119,4
1,16,2010,1,0,HST,76.1,12.860006022751966,6.781389601525053,4
1,16,2010,2,0,HST,76.1,13.348710222258426,6.715384340547406,4
1,16,2010,3,0,HST,76.1,13.342167529205462,6.763397881265395,4
1,16,2010,4,0,HST,76.1,13.222092365996144,6.741054330383883,4
1,16,2010,5,0,HST,76.1,13.346130221945568,7.101817777112702,4
1,16,2010,6,0,HST,76.1,13.44984940138876,7.1753081855496506,4
1,16,2010,7,0,HST,76.1,12.826796224643825,7.147947903071383,4
1,16,2010,8,0,HST,75.9,13.09531342447021,7.088198720029795,4
1,16,2010,9,0,HST,75.9,12.924851112913705,6.987529858748125,4
1,16,2010,10,0,HST,76.1,12.819446092675797,7.087602581843061,4
1,16,2010,11,0,HST,76.0,12.914136247223803,7.168205187455171,4
1,16,2010,12,0,HST,76.1,12.57196614950856,7.2502471661435814,4
1,16,2010,13,0,HST,76.1,12.774869877865953,7.22101727729428,4
1,16,2010,14,0,HST,76.3,12.622460384526303,7.390471994446989,4
1,16,2010,15,0,HST,76.19999999999999,12.463056152273715,7.281830327114634,4
1,16,2010,16,0,HST,76.1,12.35963760941161,7.590888462444581,4
1,16,2010,17,0,HST,76.1,13.407014426994762,7.576591040656041,4
1,16,2010,18,0,HST,76.0,13.156930636715868,7.604383409181382,4
1,16,2010,19,0,HST,75.9,13.525717514897503,7.679551191537754,4
1,16,2010,20,0,HST,75.85,13.701070005465324,7.70530131450698,4
1,16,2010,21,0,HST,75.8,14.107547920986061,7.734253906594567,4
1,16,2010,22,0,HST,75.8,13.625828083646887,7.74293369148333,4
1,16,2010,23,0,HST,75.9,13.694597436823724,7.573969435431294,4
1,17,2010,0,0,HST,75.9,14.183683800720901,7.495360749794037,4
