MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,TLKE,PREC,SINT,FT,FM,PEAK,HI24,LO24,PDIR,VOLT,DWPF
10,21,2009, 12,59,HST, 83.0,77,12.0,23.0,113,2,577.0,,24.15,,97.0,36,23,,,106,13.10,75.0
10,21,2009, 13,59,HST, 82.0,77,13.0,25.0,110,2,636.0,,24.15,,94.0,32,25,83.0,73.0,100,13.00,74.1
10,21,2009, 14,59,HST, 83.0,76,11.0,25.0,116,2,685.0,,24.15,,97.0,30,25,,,101,13.10,74.6
10,21,2009, 15,59,HST, 79.0,83,12.0,25.0,114,2,499.0,,24.15,,86.0,27,25,,,108,12.80,73.4
10,21,2009, 16,59,HST, 77.0,94,10.0,22.0,115,2,147.0,,24.15,,81.0,26,22,,,114,12.50,75.1
10,21,2009, 17,59,HST, 76.0,99,10.0,17.0,112,2,22.0,,24.15,,77.0,26,17,,,90,12.50,75.7
10,21,2009, 18,59,HST, 77.0,99,9.0,20.0,109,2,0.0,,24.15,,77.0,26,20,,,132,12.40,76.7
10,21,2009, 19,59,HST, 77.0,95,11.0,20.0,113,2,0.0,,24.15,,75.0,26,20,,,106,12.40,75.5
10,21,2009, 20,59,HST, 77.0,99,11.0,22.0,113,2,0.0,,24.15,,77.0,26,22,,,100,12.40,76.7
10,21,2009, 21,59,HST, 75.0,99,10.0,21.0,115,2,0.0,,24.15,,75.0,26,21,,,136,12.40,74.7
10,21,2009, 22,59,HST, 76.0,94,12.0,25.0,112,2,0.0,,24.15,,74.0,25,25,,,108,12.40,74.1
10,21,2009, 23,59,HST, 76.0,93,13.0,23.0,111,2,0.0,,24.15,,74.0,25,23,,,102,12.30,73.8
10,22,2009, 0,59,HST, 76.0,98,14.0,26.0,111,2,0.0,,24.15,,74.0,25,26,,,111,12.30,75.4
10,22,2009, 1,59,HST, 74.0,92,12.0,28.0,114,2,0.0,,24.15,,73.0,25,28,,,113,12.30,71.5
10,22,2009, 2,59,HST, 76.0,95,15.0,29.0,108,2,0.0,,24.15,,76.0,25,29,,,108,12.30,74.5
10,22,2009, 3,59,HST, 74.0,89,13.0,32.0,110,2,0.0,,24.15,,75.0,24,32,,,105,12.30,70.5
10,22,2009, 4,59,HST, 74.0,92,13.0,29.0,107,2,0.0,,24.15,,73.0,24,29,,,131,12.20,71.5
10,22,2009, 5,59,HST, 74.0,94,14.0,27.0,108,2,0.0,,24.15,,75.0,24,27,,,98,12.20,72.2
10,22,2009, 6,59,HST, 75.0,89,14.0,27.0,110,2,12.0,,24.15,,77.0,24,27,,,89,12.20,71.5
10,22,2009, 7,59,HST, 77.0,89,13.0,25.0,108,2,130.0,,24.15,,81.0,23,25,,,117,12.50,73.5
10,22,2009, 8,59,HST, 77.0,92,11.0,29.0,113,2,188.0,,24.15,,82.0,22,29,,,90,12.50,74.5
10,22,2009, 9,59,HST, 78.0,100,13.0,28.0,110,2,306.0,,24.17,,80.0,26,28,,,97,12.80,78.0
10,22,2009, 10,59,HST, 78.0,98,11.0,29.0,114,2,384.0,,24.17,,84.0,27,29,,,94,12.70,77.4
10,22,2009, 11,59,HST, 83.0,79,15.0,34.0,115,2,677.0,,24.17,,96.0,23,34,,,105,13.00,75.8
10,22,2009, 12,59,HST, 81.0,73,11.0,31.0,115,2,636.0,,24.17,,90.0,20,31,,,115,12.80,71.5
10,22,2009, 13,59,HST, 82.0,77,11.0,22.0,112,2,364.0,,24.17,,90.0,19,22,84.0,74.0,117,12.90,74.1
10,22,2009, 14,59,HST, 78.0,84,9.0,24.0,109,2,367.0,,24.17,,83.0,19,24,,,105,12.60,72.8
10,22,2009, 15,59,HST, 78.0,83,11.0,23.0,108,2,199.0,,24.17,,82.0,18,23,,,97,12.60,72.4
10,22,2009, 16,59,HST, 77.0,83,8.0,24.0,110,2,108.0,,24.17,,81.0,18,24,,,93,12.50,71.4
10,22,2009, 17,59,HST, 76.0,90,13.0,28.0,105,2,31.0,,24.17,,77.0,18,28,,,97,12.40,72.8
10,22,2009, 18,59,HST, 77.0,91,10.0,25.0,109,2,0.0,,24.17,,78.0,18,25,,,109,12.40,74.2
10,22,2009, 19,59,HST, 76.0,91,12.0,23.0,112,2,0.0,,24.17,,78.0,18,23,,,116,12.40,73.2
10,22,2009, 20,59,HST, 77.0,99,10.0,23.0,114,2,0.0,,24.17,,76.0,18,23,,,120,12.40,76.7
10,22,2009, 21,59,HST, 77.0,98,10.0,24.0,111,2,0.0,,24.17,,76.0,18,24,,,113,12.40,76.4
10,22,2009, 22,59,HST, 77.0,99,11.0,25.0,113,2,0.0,,24.17,,76.0,19,25,,,120,12.30,76.7
10,22,2009, 23,59,HST, 75.0,99,8.0,20.0,114,2,0.0,,24.17,,75.0,19,20,,,106,12.30,74.7
10,23,2009, 0,59,HST, 76.0,100,4.0,16.0,127,2,0.0,,24.17,,76.0,20,16,,,119,12.30,76.0
10,23,2009, 1,59,HST, 76.0,100,7.0,20.0,116,2,0.0,,24.17,,74.0,20,20,,,118,12.30,76.0
10,23,2009, 2,59,HST, 75.0,99,5.0,18.0,122,2,0.0,,24.17,,76.0,23,18,,,117,12.20,74.7
10,23,2009, 3,59,HST, 73.0,99,5.0,16.0,130,2,0.0,,24.17,,73.0,23,16,,,98,12.20,72.7
10,23,2009, 4,59,HST, 73.0,85,4.0,11.0,130,2,0.0,,24.17,,72.0,22,11,,,142,12.20,68.2
10,23,2009, 5,59,HST, 75.0,99,7.0,15.0,117,2,0.0,,24.17,,73.0,23,15,,,102,12.20,74.7
10,23,2009, 6,59,HST, 74.0,100,2.0,15.0,61,2,10.0,,24.17,,75.0,29,15,,,123,12.20,74.0
10,23,2009, 7,59,HST, 76.0,99,10.0,19.0,114,2,102.0,,24.18,,78.0,29,19,,,120,12.20,75.7
10,23,2009, 8,59,HST, 79.0,90,14.0,24.0,111,2,199.0,,24.18,,80.0,23,24,,,98,12.90,75.8
10,23,2009, 9,59,HST, 80.0,84,13.0,24.0,114,2,306.0,,24.18,,87.0,20,24,,,102,12.80,74.7
10,23,2009, 10,59,HST, 83.0,74,14.0,27.0,113,2,612.0,,24.18,,95.0,18,27,,,122,13.00,73.8
10,23,2009, 11,59,HST, 84.0,69,13.0,27.0,111,2,883.0,,24.19,,101.0,17,27,,,104,13.00,72.7
10,23,2009, 12,59,HST, 83.0,69,15.0,25.0,116,2,889.0,,24.19,,98.0,16,25,,,106,13.00,71.8
10,23,2009, 13,59,HST, 81.0,74,15.0,28.0,112,2,767.0,,24.19,,95.0,15,28,84.0,73.0,104,13.10,71.9
10,23,2009, 14,59,HST, 79.0,80,14.0,28.0,108,2,496.0,,24.19,,88.0,14,28,,,100,13.10,72.3
10,23,2009, 15,59,HST, 79.0,88,11.0,29.0,114,2,326.0,,24.19,,82.0,14,29,,,129,12.60,75.1
10,23,2009, 16,59,HST, 77.0,89,11.0,27.0,113,2,144.0,,24.19,,81.0,15,27,,,107,12.50,73.5
10,23,2009, 17,59,HST, 76.0,94,11.0,24.0,114,2,44.0,,24.19,,77.0,15,24,,,114,12.40,74.1
10,23,2009, 18,59,HST, 77.0,98,9.0,22.0,112,2,0.0,,24.19,,76.0,16,22,,,104,12.40,76.4
10,23,2009, 19,59,HST, 75.0,99,12.0,23.0,109,2,0.0,,24.19,,76.0,16,23,,,106,12.40,74.7
10,23,2009, 20,59,HST, 77.0,100,12.0,25.0,109,2,0.0,,24.19,,78.0,17,25,,,108,12.40,77.0
10,23,2009, 21,59,HST, 77.0,99,7.0,20.0,119,2,0.0,,24.19,,76.0,17,20,,,99,12.40,76.7
10,23,2009, 22,59,HST, 73.0,100,6.0,21.0,125,2,0.0,,24.22,,74.0,24,21,,,101,12.40,73.0
10,23,2009, 23,59,HST, 73.0,100,7.0,20.0,120,2,1.0,,24.23,,75.0,23,20,,,121,12.30,73.0
10,24,2009, 0,59,HST, 75.0,100,12.0,24.0,113,2,0.0,,24.23,,75.0,27,24,,,104,12.30,75.0
10,24,2009, 1,59,HST, 75.0,100,9.0,20.0,118,2,0.0,,24.23,,73.0,28,20,,,99,12.30,75.0
10,24,2009, 2,59,HST, 74.0,100,9.0,26.0,114,2,0.0,,24.23,,75.0,28,26,,,115,12.30,74.0
10,24,2009, 3,59,HST, 74.0,100,11.0,22.0,109,2,0.0,,24.23,,75.0,29,22,,,133,12.30,74.0
10,24,2009, 4,59,HST, 75.0,100,7.0,20.0,117,2,0.0,,24.23,,75.0,27,20,,,103,12.20,75.0
10,24,2009, 5,59,HST, 74.0,100,4.0,16.0,130,2,0.0,,24.24,,72.0,28,16,,,132,12.20,74.0
10,24,2009, 6,59,HST, 72.0,100,4.0,8.0,126,2,4.0,,24.24,,74.0,28,8,,,118,12.20,72.0
10,24,2009, 7,59,HST, 78.0,100,5.0,9.0,116,2,105.0,,24.24,,78.0,32,9,,,133,12.80,78.0
10,24,2009, 8,59,HST, 81.0,85,6.0,14.0,116,2,386.0,,24.25,,87.0,41,14,,,108,13.00,76.0
10,24,2009, 9,59,HST, 79.0,79,8.0,21.0,121,2,563.0,,24.25,,86.0,27,21,,,120,12.80,71.9
10,24,2009, 10,59,HST, 77.0,100,6.0,20.0,129,2,308.0,,24.27,,79.0,30,20,,,125,12.80,77.0
10,24,2009, 11,59,HST, 84.0,77,9.0,19.0,120,2,713.0,,24.27,,97.0,28,19,,,115,13.00,76.0
10,24,2009, 12,59,HST, 80.0,77,11.0,23.0,107,2,818.0,,24.28,,92.0,21,23,,,106,13.10,72.1
10,24,2009, 13,59,HST, 80.0,75,12.0,23.0,115,2,615.0,,24.28,,93.0,19,23,86.0,71.0,103,12.90,71.3
10,24,2009, 14,59,HST, 80.0,77,12.0,22.0,105,2,560.0,,24.28,,90.0,18,22,,,101,13.10,72.1
10,24,2009, 15,59,HST, 79.0,80,11.0,23.0,111,2,367.0,,24.28,,87.0,17,23,,,101,13.10,72.3
10,24,2009, 16,59,HST, 80.0,84,6.0,18.0,119,2,243.0,,24.28,,83.0,17,18,,,121,12.60,74.7
10,24,2009, 17,59,HST, 76.0,87,3.0,12.0,130,2,52.0,,24.28,,77.0,17,12,,,122,12.50,71.8
10,24,2009, 18,59,HST, 76.0,93,3.0,7.0,133,2,0.0,,24.28,,76.0,17,7,,,118,12.40,73.8
10,24,2009, 19,59,HST, 75.0,99,6.0,13.0,120,2,0.0,,24.28,,75.0,18,13,,,122,12.40,74.7
10,24,2009, 20,59,HST, 73.0,100,3.0,17.0,139,2,0.0,,24.32,,75.0,18,17,,,104,12.40,73.0
10,24,2009, 21,59,HST, 74.0,100,4.0,12.0,124,2,1.0,,24.33,,75.0,21,12,,,122,12.40,74.0
10,24,2009, 22,59,HST, 73.0,100,4.0,15.0,126,2,1.0,,24.34,,75.0,25,15,,,74,12.40,73.0
10,24,2009, 23,59,HST, 73.0,100,6.0,14.0,114,2,0.0,,24.40,,75.0,19,14,,,113,12.40,73.0
10,25,2009, 0,59,HST, 74.0,100,5.0,17.0,124,2,0.0,,24.42,,75.0,20,17,,,131,12.30,74.0
10,25,2009, 1,59,HST, 74.0,100,5.0,14.0,129,2,0.0,,24.42,,74.0,22,14,,,132,12.30,74.0
10,25,2009, 2,59,HST, 73.0,100,3.0,14.0,136,2,0.0,,24.42,,71.0,24,14,,,136,12.30,73.0
10,25,2009, 3,59,HST, 70.0,100,1.0,5.0,306,2,0.0,,24.42,,71.0,25,5,,,136,12.30,70.0
10,25,2009, 4,59,HST, 69.0,100,4.0,8.0,132,2,0.0,,24.42,,70.0,25,8,,,157,12.20,69.0
10,25,2009, 5,59,HST, 71.0,100,5.0,11.0,123,2,0.0,,24.42,,72.0,25,11,,,149,12.20,71.0
10,25,2009, 6,59,HST, 74.0,100,8.0,18.0,124,2,6.0,,24.43,,72.0,26,18,,,148,12.20,74.0
10,25,2009, 7,59,HST, 76.0,99,10.0,20.0,118,2,106.0,,24.43,,76.0,31,20,,,112,12.70,75.7
10,25,2009, 8,59,HST, 79.0,88,12.0,24.0,116,2,332.0,,24.43,,84.0,33,24,,,121,13.00,75.1
10,25,2009, 9,59,HST, 82.0,80,11.0,22.0,112,2,524.0,,24.43,,91.0,43,22,,,115,13.00,75.2
10,25,2009, 10,59,HST, 84.0,70,11.0,20.0,105,2,783.0,,24.43,,100.0,31,20,,,108,13.00,73.1
10,25,2009, 11,59,HST, 83.0,73,10.0,22.0,115,2,859.0,,24.43,,100.0,26,22,,,121,13.00,73.4
10,25,2009, 12,59,HST, 80.0,80,13.0,25.0,114,2,720.0,,24.43,,93.0,23,25,,,121,13.10,73.3
10,25,2009, 13,59,HST, 82.0,79,9.0,22.0,118,2,415.0,,24.43,,94.0,21,22,85.0,69.0,131,13.00,74.8
10,25,2009, 14,59,HST, 73.0,99,5.0,19.0,129,2,119.0,,24.43,,76.0,25,19,,,112,12.50,72.7
10,25,2009, 15,59,HST, 74.0,100,4.0,16.0,132,2,69.0,,24.44,,76.0,27,16,,,113,12.50,74.0
10,25,2009, 16,59,HST, 74.0,99,6.0,15.0,124,2,78.0,,24.44,,76.0,30,15,,,138,12.40,73.7
10,25,2009, 17,59,HST, 75.0,98,6.0,18.0,119,2,13.0,,24.45,,73.0,31,18,,,108,12.40,74.4
10,25,2009, 18,59,HST, 73.0,99,9.0,17.0,112,2,0.0,,24.45,,72.0,29,17,,,110,12.40,72.7
10,25,2009, 19,59,HST, 75.0,96,11.0,22.0,114,2,0.0,,24.45,,72.0,28,22,,,105,12.40,73.8
10,25,2009, 20,59,HST, 75.0,94,12.0,26.0,116,2,0.0,,24.45,,74.0,27,26,,,128,12.40,73.2
10,25,2009, 21,59,HST, 75.0,95,11.0,22.0,116,2,0.0,,24.45,,74.0,26,22,,,126,12.30,73.5
10,25,2009, 22,59,HST, 76.0,92,11.0,26.0,111,2,0.0,,24.45,,75.0,26,26,,,105,12.30,73.5
10,25,2009, 23,59,HST, 75.0,94,11.0,23.0,113,2,0.0,,24.45,,74.0,25,23,,,110,12.30,73.2
10,26,2009, 0,59,HST, 73.0,97,9.0,20.0,115,2,0.0,,24.45,,72.0,26,20,,,121,12.30,72.1
10,26,2009, 1,59,HST, 74.0,98,8.0,19.0,123,2,0.0,,24.45,,73.0,26,19,,,120,12.20,73.4
10,26,2009, 2,59,HST, 74.0,99,8.0,19.0,122,2,0.0,,24.45,,71.0,26,19,,,119,12.20,73.7
10,26,2009, 3,59,HST, 74.0,99,8.0,18.0,122,2,0.0,,24.45,,71.0,26,18,,,126,12.20,73.7
10,26,2009, 4,59,HST, 74.0,98,10.0,19.0,117,2,0.0,,24.45,,73.0,26,19,,,113,12.20,73.4
10,26,2009, 5,59,HST, 74.0,96,10.0,19.0,115,2,0.0,,24.45,,73.0,26,19,,,110,12.20,72.8
10,26,2009, 6,59,HST, 74.0,98,7.0,20.0,119,2,6.0,,24.45,,71.0,26,20,,,125,12.20,73.4
10,26,2009, 7,59,HST, 78.0,79,13.0,24.0,112,2,110.0,,24.45,,78.0,24,24,,,117,12.80,70.9
10,26,2009, 8,59,HST, 79.0,73,15.0,25.0,111,2,416.0,,24.45,,87.0,21,25,,,136,13.00,69.6
10,26,2009, 9,59,HST, 81.0,68,15.0,28.0,113,2,622.0,,24.45,,92.0,19,28,,,106,12.90,69.4
10,26,2009, 10,59,HST, 82.0,70,14.0,28.0,113,2,775.0,,24.45,,97.0,18,28,,,114,12.90,71.2
10,26,2009, 11,59,HST, 82.0,70,12.0,28.0,112,2,725.0,,24.45,,93.0,17,28,,,114,12.80,71.2
10,26,2009, 12,59,HST, 81.0,75,14.0,28.0,113,2,631.0,,24.45,,91.0,16,28,,,101,13.10,72.3
10,26,2009, 13,59,HST, 81.0,73,12.0,28.0,111,2,577.0,,24.45,,92.0,15,28,83.0,72.0,112,13.10,71.5
10,26,2009, 14,59,HST, 83.0,71,11.0,27.0,120,2,752.0,,24.45,,97.0,15,27,,,101,13.10,72.6
10,26,2009, 15,59,HST, 81.0,71,12.0,24.0,111,2,599.0,,24.45,,92.0,14,24,,,102,13.10,70.7
10,26,2009, 16,59,HST, 78.0,80,10.0,25.0,118,2,281.0,,24.45,,81.0,14,25,,,119,13.20,71.3
10,26,2009, 17,59,HST, 76.0,83,9.0,23.0,115,2,96.0,,24.45,,77.0,15,23,,,116,12.50,70.5
10,26,2009, 18,59,HST, 75.0,88,10.0,20.0,116,2,0.0,,24.45,,76.0,15,20,,,106,12.40,71.2
10,26,2009, 19,59,HST, 75.0,90,10.0,21.0,114,2,0.0,,24.45,,76.0,16,21,,,110,12.40,71.9
10,26,2009, 20,59,HST, 76.0,94,7.0,19.0,115,2,0.0,,24.45,,75.0,16,19,,,110,12.40,74.1
10,26,2009, 21,59,HST, 76.0,98,6.0,18.0,122,2,0.0,,24.45,,74.0,17,18,,,122,12.40,75.4
10,26,2009, 22,59,HST, 76.0,99,7.0,15.0,119,2,0.0,,24.45,,75.0,18,15,,,150,12.40,75.7
10,26,2009, 23,59,HST, 74.0,100,3.0,12.0,136,2,0.0,,24.45,,73.0,19,12,,,142,12.40,74.0
10,27,2009, 0,59,HST, 73.0,100,4.0,7.0,182,2,0.0,,24.45,,71.0,20,7,,,182,12.30,73.0
10,27,2009, 1,59,HST, 71.0,100,5.0,8.0,186,2,0.0,,24.45,,72.0,20,8,,,186,12.30,71.0
10,27,2009, 2,59,HST, 72.0,94,4.0,7.0,124,2,0.0,,24.45,,70.0,20,7,,,194,12.30,70.2
10,27,2009, 3,59,HST, 71.0,100,1.0,7.0,98,2,0.0,,24.45,,71.0,21,7,,,104,12.30,71.0
10,27,2009, 4,59,HST, 72.0,99,7.0,15.0,119,2,0.0,,24.45,,72.0,22,15,,,101,12.30,71.7
10,27,2009, 5,59,HST, 72.0,100,6.0,13.0,122,2,0.0,,24.45,,73.0,23,13,,,100,12.20,72.0
10,27,2009, 6,59,HST, 74.0,100,7.0,15.0,119,2,5.0,,24.45,,72.0,23,15,,,119,12.20,74.0
10,27,2009, 7,59,HST, 78.0,98,10.0,22.0,110,2,98.0,,24.45,,79.0,20,22,,,116,12.80,77.4
10,27,2009, 8,59,HST, 81.0,73,9.0,20.0,120,2,398.0,,24.45,,92.0,17,20,,,107,13.00,71.5
10,27,2009, 9,59,HST, 83.0,71,7.0,20.0,302,2,574.0,,24.45,,97.0,16,20,,,133,13.00,72.6
10,27,2009, 10,59,HST, 84.0,70,11.0,24.0,114,2,725.0,,24.45,,99.0,15,24,,,113,13.00,73.1
10,27,2009, 11,59,HST, 82.0,70,11.0,23.0,110,2,738.0,,24.45,,100.0,14,23,,,111,13.10,71.2
10,27,2009, 12,59,HST, 83.0,71,12.0,26.0,120,2,804.0,,24.45,,97.0,13,26,,,126,13.10,72.6
10,27,2009, 13,59,HST, 82.0,71,13.0,28.0,114,2,798.0,,24.45,,97.0,12,28,85.0,69.0,114,13.10,71.6
10,27,2009, 14,59,HST, 83.0,72,10.0,24.0,115,2,662.0,,24.45,,94.0,12,24,,,102,13.10,73.0
10,27,2009, 15,59,HST, 79.0,75,10.0,22.0,113,2,401.0,,24.45,,85.0,12,22,,,119,12.60,70.4
10,27,2009, 16,59,HST, 78.0,86,8.0,19.0,117,2,39.0,,24.45,,79.0,13,19,,,113,12.40,73.5
10,27,2009, 17,59,HST, 77.0,90,7.0,19.0,117,2,22.0,,24.45,,78.0,14,19,,,106,12.40,73.8
10,27,2009, 18,59,HST, 75.0,97,3.0,9.0,131,2,0.0,,24.45,,75.0,15,9,,,162,12.40,74.1
10,27,2009, 19,59,HST, 73.0,99,2.0,10.0,133,2,0.0,,24.45,,74.0,15,10,,,114,12.40,72.7
10,27,2009, 20,59,HST, 72.0,99,4.0,6.0,190,2,0.0,,24.45,,73.0,16,6,,,178,12.40,71.7
10,27,2009, 21,59,HST, 72.0,94,4.0,7.0,189,2,0.0,,24.45,,73.0,16,7,,,187,12.40,70.2
10,27,2009, 22,59,HST, 73.0,94,5.0,7.0,183,2,0.0,,24.45,,72.0,17,7,,,189,12.30,71.2
10,27,2009, 23,59,HST, 72.0,98,4.0,9.0,194,2,0.0,,24.45,,71.0,17,9,,,182,12.30,71.4
10,28,2009, 0,59,HST, 69.0,98,1.0,6.0,332,2,0.0,,24.45,,68.0,17,6,,,184,12.30,68.4
10,28,2009, 1,59,HST, 70.0,99,3.0,7.0,134,2,0.0,,24.45,,70.0,18,7,,,118,12.30,69.7
10,28,2009, 2,59,HST, 70.0,100,1.0,7.0,117,2,0.0,,24.45,,69.0,19,7,,,129,12.20,70.0
10,28,2009, 3,59,HST, 70.0,100,3.0,6.0,180,2,0.0,,24.45,,69.0,20,6,,,184,12.20,70.0
10,28,2009, 4,59,HST, 70.0,99,4.0,7.0,187,2,0.0,,24.45,,68.0,20,7,,,187,12.20,69.7
10,28,2009, 5,59,HST, 72.0,87,5.0,7.0,194,2,0.0,,24.45,,70.0,19,7,,,187,12.20,67.9
10,28,2009, 6,59,HST, 72.0,88,5.0,7.0,199,2,6.0,,24.45,,69.0,19,7,,,191,12.20,68.2
10,28,2009, 7,59,HST, 76.0,82,1.0,6.0,1,2,102.0,,24.45,,77.0,18,6,,,179,12.80,70.1
10,28,2009, 8,59,HST, 83.0,67,6.0,14.0,120,2,395.0,,24.45,,91.0,16,14,,,109,13.00,70.9
10,28,2009, 9,59,HST, 85.0,65,7.0,15.0,111,2,614.0,,24.45,,100.0,14,15,,,107,13.00,71.9
10,28,2009, 10,59,HST, 86.0,66,8.0,17.0,107,2,802.0,,24.45,,105.0,13,17,,,108,13.00,73.3
10,28,2009, 11,59,HST, 83.0,72,8.0,19.0,119,2,612.0,,24.46,,91.0,12,19,,,108,13.10,73.0
10,28,2009, 12,59,HST, 83.0,70,5.0,21.0,266,2,590.0,,24.46,,94.0,12,21,,,142,12.90,72.2
10,28,2009, 13,59,HST, 82.0,74,6.0,14.0,117,2,349.0,,24.46,,90.0,12,14,86.0,69.0,103,12.80,72.9
10,28,2009, 14,59,HST, 82.0,72,7.0,16.0,115,2,389.0,,24.46,,95.0,12,16,,,105,13.10,72.1
10,28,2009, 15,59,HST, 82.0,73,5.0,14.0,109,2,426.0,,24.46,,89.0,12,14,,,88,12.70,72.5
10,28,2009, 16,59,HST, 79.0,79,7.0,14.0,112,2,143.0,,24.46,,84.0,12,14,,,79,12.60,71.9
10,28,2009, 17,59,HST, 78.0,89,4.0,11.0,127,2,43.0,,24.46,,78.0,13,11,,,111,12.40,74.5
10,28,2009, 18,59,HST, 76.0,98,1.0,8.0,171,2,0.0,,24.46,,75.0,14,8,,,132,12.40,75.4
10,28,2009, 19,59,HST, 75.0,100,3.0,4.0,193,2,0.0,,24.46,,73.0,15,4,,,187,12.40,75.0
10,28,2009, 20,59,HST, 76.0,95,5.0,9.0,230,2,0.0,,24.46,,75.0,16,9,,,222,12.40,74.5
10,28,2009, 21,59,HST, 75.0,94,3.0,9.0,219,2,0.0,,24.46,,73.0,16,9,,,228,12.40,73.2
10,28,2009, 22,59,HST, 73.0,90,5.0,7.0,200,2,0.0,,24.46,,73.0,17,7,,,196,12.40,69.9
10,28,2009, 23,59,HST, 72.0,91,4.0,7.0,174,2,0.0,,24.46,,71.0,17,7,,,180,12.30,69.2
10,29,2009, 0,59,HST, 71.0,100,2.0,6.0,244,2,0.0,,24.46,,70.0,18,6,,,181,12.30,71.0
10,29,2009, 1,59,HST, 72.0,100,2.0,5.0,312,2,0.0,,24.46,,70.0,19,5,,,141,12.30,72.0
10,29,2009, 2,59,HST, 72.0,100,1.0,6.0,26,2,0.0,,24.46,,70.0,20,6,,,197,12.30,72.0
10,29,2009, 3,59,HST, 72.0,100,5.0,7.0,188,2,0.0,,24.47,,70.0,21,7,,,187,12.30,72.0
10,29,2009, 4,59,HST, 72.0,99,5.0,8.0,186,2,0.0,,24.47,,69.0,21,8,,,174,12.20,71.7
10,29,2009, 5,59,HST, 70.0,99,4.0,6.0,195,2,0.0,,24.47,,69.0,20,6,,,201,12.20,69.7
10,29,2009, 6,59,HST, 70.0,99,3.0,6.0,186,2,5.0,,24.47,,70.0,20,6,,,201,12.20,69.7
10,29,2009, 7,59,HST, 77.0,88,2.0,5.0,283,2,101.0,,24.47,,80.0,19,5,,,158,12.70,73.2
10,29,2009, 8,59,HST, 82.0,74,4.0,10.0,123,2,225.0,,24.47,,88.0,17,10,,,97,12.90,72.9
10,29,2009, 9,59,HST, 86.0,65,5.0,12.0,123,2,473.0,,24.47,,100.0,15,12,,,99,13.00,72.8
10,29,2009, 10,59,HST, 87.0,63,7.0,13.0,110,2,765.0,,24.47,,104.0,13,13,,,115,13.00,72.8
10,29,2009, 11,59,HST, 86.0,60,6.0,14.0,85,2,885.0,,24.47,,107.0,12,14,,,81,13.00,70.5
10,29,2009, 12,59,HST, 85.0,62,6.0,15.0,79,2,832.0,,24.47,,104.0,11,15,,,94,13.00,70.5
10,29,2009, 13,59,HST, 83.0,63,5.0,13.0,69,2,694.0,,24.47,,99.0,10,13,88.0,70.0,51,13.10,69.1
10,29,2009, 14,59,HST, 82.0,65,5.0,10.0,53,2,397.0,,24.48,,95.0,10,10,,,43,13.10,69.0
10,29,2009, 15,59,HST, 80.0,71,6.0,10.0,84,2,280.0,,24.48,,88.0,10,10,,,101,12.60,69.7
10,29,2009, 16,59,HST, 80.0,78,4.0,10.0,102,2,141.0,,24.48,,82.0,11,10,,,44,12.60,72.5
10,29,2009, 17,59,HST, 76.0,89,4.0,8.0,98,2,46.0,,24.48,,78.0,13,8,,,122,12.40,72.5
10,29,2009, 18,59,HST, 74.0,99,4.0,7.0,110,2,0.0,,24.48,,75.0,14,7,,,111,12.40,73.7
10,29,2009, 19,59,HST, 73.0,100,3.0,5.0,137,2,0.0,,24.48,,74.0,15,5,,,102,12.40,73.0
10,29,2009, 20,59,HST, 74.0,100,3.0,6.0,127,2,0.0,,24.48,,74.0,17,6,,,131,12.40,74.0
10,29,2009, 21,59,HST, 73.0,100,3.0,6.0,134,2,0.0,,24.48,,73.0,18,6,,,124,12.40,73.0
10,29,2009, 22,59,HST, 72.0,100,3.0,8.0,132,2,0.0,,24.48,,72.0,18,8,,,133,12.40,72.0
10,29,2009, 23,59,HST, 74.0,100,4.0,9.0,122,2,0.0,,24.48,,74.0,19,9,,,128,12.30,74.0
10,30,2009, 0,59,HST, 75.0,100,5.0,12.0,120,2,0.0,,24.48,,74.0,19,12,,,98,12.30,75.0
10,30,2009, 1,59,HST, 74.0,100,6.0,12.0,116,2,0.0,,24.48,,76.0,19,12,,,106,12.30,74.0
10,30,2009, 2,59,HST, 73.0,100,5.0,13.0,124,0,0.0,,24.48,,74.0,19,13,,,99,12.30,73.0
10,30,2009, 3,59,HST, 74.0,100,2.0,11.0,334,0,0.0,,24.48,,73.0,20,11,,,142,12.30,74.0
10,30,2009, 4,59,HST, 74.0,100,4.0,8.0,127,0,0.0,,24.48,,73.0,20,8,,,117,12.20,74.0
10,30,2009, 5,59,HST, 75.0,99,4.0,11.0,121,0,0.0,,24.48,,75.0,19,11,,,127,12.20,74.7
10,30,2009, 6,59,HST, 74.0,99,7.0,13.0,116,2,8.0,,24.48,,76.0,19,13,,,144,12.20,73.7
10,30,2009, 7,59,HST, 79.0,85,7.0,16.0,116,2,123.0,,24.48,,82.0,18,16,,,122,12.90,74.1
10,30,2009, 8,59,HST, 80.0,78,9.0,18.0,116,0,371.0,,24.48,,84.0,15,18,,,117,12.70,72.5
10,30,2009, 9,59,HST, 80.0,74,9.0,20.0,114,0,272.0,,24.48,,89.0,15,20,,,115,13.10,70.9
10,30,2009, 10,59,HST, 83.0,68,10.0,20.0,106,2,665.0,,24.48,,93.0,14,20,,,91,13.00,71.3
10,30,2009, 11,59,HST, 82.0,71,9.0,19.0,109,2,736.0,,24.48,,99.0,13,19,,,102,13.00,71.6
