MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,PREC,SINT,PEAK,PDIR,VOLT,DWPF
9,12,2010, 18,41,HST, 79.0,65,8.0,16.0,74,2,16.96,,16,84,12.60,66.2
9,12,2010, 19,41,HST, 78.0,68,7.0,13.0,71,2,16.96,,13,84,12.60,66.6
9,12,2010, 20,41,HST, 78.0,69,8.0,14.0,88,2,16.96,,14,100,12.60,67.0
9,12,2010, 21,41,HST, 78.0,69,7.0,15.0,71,2,16.96,,15,84,12.60,67.0
9,12,2010, 22,41,HST, 77.0,69,8.0,14.0,71,2,16.96,,14,81,12.60,66.0
9,12,2010, 23,41,HST, 75.0,71,4.0,10.0,344,2,16.96,,10,65,12.60,64.9
9,13,2010, 0,41,HST, 74.0,73,3.0,7.0,345,2,16.96,,7,348,12.60,64.8
9,13,2010, 1,41,HST, 74.0,74,4.0,7.0,341,2,16.96,,7,31,12.60,65.2
9,13,2010, 2,41,HST, 73.0,75,5.0,9.0,333,2,16.96,,9,338,12.60,64.6
9,13,2010, 3,41,HST, 72.0,76,4.0,9.0,307,2,16.96,,9,347,12.60,64.0
9,13,2010, 4,41,HST, 75.0,76,5.0,14.0,21,2,16.96,,14,78,12.60,66.9
9,13,2010, 5,41,HST, 72.0,76,3.0,9.0,304,2,16.96,,9,41,12.60,64.0
9,13,2010, 6,41,HST, 75.0,78,5.0,8.0,25,2,16.96,,8,31,12.60,67.7
9,13,2010, 7,41,HST, 78.0,74,5.0,8.0,19,2,16.96,,8,1,12.60,69.0
9,13,2010, 8,41,HST, 81.0,68,6.0,9.0,65,2,16.96,,9,33,12.70,69.4
9,13,2010, 9,41,HST, 83.0,62,8.0,12.0,72,2,16.96,,12,79,12.70,68.6
9,13,2010, 10,41,HST, 84.0,57,10.0,16.0,86,2,16.96,,16,95,12.70,67.1
9,13,2010, 11,41,HST, 85.0,55,9.0,16.0,64,2,16.96,,16,91,12.70,67.0
9,13,2010, 12,41,HST, 82.0,57,10.0,17.0,36,2,16.96,,17,39,12.70,65.2
9,13,2010, 13,41,HST, 85.0,53,12.0,19.0,82,2,16.96,,19,35,12.70,65.9
9,13,2010, 14,41,HST, 85.0,50,11.0,20.0,66,2,16.96,,20,70,12.70,64.2
9,13,2010, 15,41,HST, 84.0,51,12.0,19.0,84,2,16.96,,19,80,12.60,63.9
9,13,2010, 16,41,HST, 83.0,55,11.0,17.0,82,2,16.96,,17,89,12.60,65.1
9,13,2010, 17,41,HST, 81.0,56,11.0,18.0,77,2,16.96,,18,75,12.60,63.8
9,13,2010, 18,41,HST, 79.0,61,5.0,15.0,50,2,16.96,,15,85,12.60,64.4
9,13,2010, 19,41,HST, 78.0,67,8.0,11.0,84,2,16.96,,11,88,12.60,66.1
9,13,2010, 20,41,HST, 78.0,69,6.0,12.0,58,2,16.96,,12,76,12.60,67.0
9,13,2010, 21,41,HST, 77.0,69,6.0,12.0,68,2,16.96,,12,89,12.60,66.0
9,13,2010, 22,41,HST, 77.0,72,6.0,12.0,36,2,16.96,,12,50,12.60,67.3
9,13,2010, 23,41,HST, 76.0,73,4.0,9.0,341,2,16.96,,9,52,12.60,66.7
9,14,2010, 0,41,HST, 75.0,75,4.0,8.0,4,2,16.96,,8,35,12.60,66.5
9,14,2010, 1,41,HST, 75.0,76,4.0,8.0,357,2,16.96,,8,6,12.60,66.9
9,14,2010, 2,41,HST, 74.0,78,4.0,8.0,359,2,16.96,,8,10,12.60,66.7
9,14,2010, 3,41,HST, 72.0,78,1.0,7.0,322,2,16.96,,7,318,12.60,64.8
9,14,2010, 4,41,HST, 71.0,79,2.0,6.0,305,2,16.96,,6,326,12.60,64.1
9,14,2010, 5,41,HST, 70.0,82,1.0,4.0,319,2,16.96,,4,33,12.60,64.2
9,14,2010, 6,41,HST, 70.0,84,1.0,4.0,306,2,16.96,,4,332,12.60,64.9
9,14,2010, 7,41,HST, 77.0,79,5.0,7.0,23,2,16.96,,7,5,12.60,70.0
9,14,2010, 8,41,HST, 80.0,73,6.0,9.0,57,2,16.96,,9,60,12.60,70.5
9,14,2010, 9,41,HST, 81.0,68,8.0,13.0,59,2,16.96,,13,52,12.60,69.4
9,14,2010, 10,41,HST, 82.0,63,8.0,15.0,49,2,16.96,,15,85,12.60,68.1
9,14,2010, 11,41,HST, 82.0,65,10.0,18.0,62,2,16.96,,18,29,12.70,69.0
9,14,2010, 12,41,HST, 83.0,62,14.0,21.0,82,2,16.96,,21,92,12.60,68.6
9,14,2010, 13,41,HST, 84.0,58,13.0,21.0,82,2,16.96,,21,96,12.70,67.6
9,14,2010, 14,41,HST, 84.0,55,11.0,18.0,74,2,16.96,,18,79,12.70,66.1
9,14,2010, 15,41,HST, 83.0,56,13.0,18.0,80,2,16.96,,18,76,12.70,65.7
9,14,2010, 16,41,HST, 82.0,59,12.0,21.0,80,2,16.96,,21,89,12.70,66.2
9,14,2010, 17,41,HST, 81.0,59,12.0,21.0,69,2,16.96,,21,79,12.60,65.3
9,14,2010, 18,41,HST, 79.0,64,9.0,18.0,65,2,16.96,,18,55,12.60,65.8
9,14,2010, 19,41,HST, 79.0,67,9.0,15.0,71,2,16.96,,15,63,12.60,67.1
9,14,2010, 20,41,HST, 78.0,70,9.0,14.0,82,2,16.96,,14,67,12.60,67.4
9,14,2010, 21,41,HST, 78.0,70,8.0,16.0,66,2,16.96,,16,73,12.60,67.4
9,14,2010, 22,41,HST, 77.0,71,8.0,13.0,88,2,16.96,,13,58,12.60,66.9
9,14,2010, 23,41,HST, 77.0,72,8.0,12.0,60,2,16.96,,12,87,12.60,67.3
9,15,2010, 0,41,HST, 77.0,70,7.0,12.0,72,2,16.96,,12,79,12.60,66.4
9,15,2010, 1,41,HST, 77.0,72,7.0,13.0,78,2,16.96,,13,71,12.60,67.3
9,15,2010, 2,41,HST, 77.0,71,6.0,11.0,59,2,16.96,,11,80,12.60,66.9
9,15,2010, 3,41,HST, 75.0,75,4.0,9.0,348,2,16.96,,9,11,12.60,66.5
9,15,2010, 4,41,HST, 76.0,76,9.0,16.0,65,2,16.96,,16,73,12.60,67.9
9,15,2010, 5,41,HST, 76.0,71,8.0,15.0,61,2,16.96,,15,52,12.60,65.9
9,15,2010, 6,41,HST, 74.0,73,4.0,9.0,345,2,16.96,,9,58,12.60,64.8
9,15,2010, 7,41,HST, 78.0,74,7.0,12.0,63,2,16.96,,12,82,12.60,69.0
9,15,2010, 8,41,HST, 78.0,72,7.0,19.0,61,2,16.96,,19,75,12.60,68.2
9,15,2010, 9,41,HST, 80.0,70,8.0,13.0,93,2,16.96,,13,112,12.60,69.3
9,15,2010, 10,41,HST, 81.0,65,9.0,17.0,34,2,16.96,,17,54,12.60,68.1
9,15,2010, 11,41,HST, 83.0,67,11.0,20.0,64,2,16.96,,20,80,12.90,70.9
9,15,2010, 12,41,HST, 83.0,59,11.0,20.0,80,2,16.96,,20,84,12.70,67.2
9,15,2010, 13,41,HST, 82.0,57,11.0,20.0,60,2,16.96,,20,88,12.60,65.2
9,15,2010, 14,41,HST, 81.0,61,12.0,20.0,82,2,16.96,,20,76,12.90,66.3
9,15,2010, 15,41,HST, 82.0,59,12.0,21.0,71,2,16.96,,21,60,12.90,66.2
9,15,2010, 16,41,HST, 81.0,60,11.0,21.0,80,2,16.96,,21,88,12.80,65.8
9,15,2010, 17,41,HST, 80.0,62,11.0,19.0,69,2,16.96,,19,89,12.70,65.8
9,15,2010, 18,41,HST, 79.0,64,10.0,17.0,67,2,16.96,,17,81,12.70,65.8
9,15,2010, 19,41,HST, 78.0,66,9.0,17.0,68,2,16.96,,17,90,12.70,65.7
9,15,2010, 20,41,HST, 78.0,69,8.0,15.0,71,2,16.96,,15,69,12.70,67.0
9,15,2010, 21,41,HST, 78.0,67,10.0,21.0,72,2,16.96,,21,94,12.70,66.1
9,15,2010, 22,41,HST, 78.0,69,9.0,15.0,71,2,16.96,,15,73,12.60,67.0
9,15,2010, 23,41,HST, 78.0,70,8.0,15.0,68,2,16.96,,15,83,12.70,67.4
9,16,2010, 0,41,HST, 77.0,72,8.0,13.0,54,2,16.96,,13,58,12.60,67.3
9,16,2010, 1,41,HST, 76.0,74,9.0,16.0,51,2,16.96,,16,54,12.60,67.1
9,16,2010, 2,41,HST, 76.0,77,6.0,12.0,74,2,16.96,,12,59,12.60,68.3
9,16,2010, 3,41,HST, 77.0,73,5.0,12.0,76,2,16.96,,12,92,12.60,67.7
9,16,2010, 4,41,HST, 76.0,72,6.0,20.0,21,2,16.96,,20,92,12.60,66.3
9,16,2010, 5,41,HST, 76.0,73,9.0,11.0,86,2,16.96,,11,88,12.60,66.7
9,16,2010, 6,41,HST, 76.0,73,5.0,13.0,58,2,16.96,,13,100,12.60,66.7
9,16,2010, 7,41,HST, 79.0,64,8.0,18.0,62,2,16.96,,18,87,12.60,65.8
9,16,2010, 8,41,HST, 79.0,65,8.0,16.0,63,2,16.96,,16,53,12.70,66.2
9,16,2010, 9,41,HST, 83.0,54,11.0,19.0,82,2,16.96,,19,93,12.60,64.6
9,16,2010, 10,41,HST, 82.0,52,12.0,18.0,78,2,16.96,,18,91,12.60,62.6
9,16,2010, 11,41,HST, 82.0,59,12.0,25.0,78,2,16.96,,25,91,12.60,66.2
9,16,2010, 12,41,HST, 83.0,52,12.0,25.0,78,2,16.96,,25,72,12.60,63.5
9,16,2010, 13,41,HST, 84.0,52,12.0,21.0,69,2,16.96,,21,79,12.60,64.5
9,16,2010, 14,41,HST, 84.0,49,12.0,22.0,71,2,16.96,,22,90,12.60,62.8
9,16,2010, 15,41,HST, 83.0,53,13.0,20.0,81,2,16.96,,20,72,12.60,64.1
9,16,2010, 16,41,HST, 82.0,54,10.0,21.0,70,2,16.96,,21,64,12.60,63.7
9,16,2010, 17,41,HST, 80.0,58,11.0,19.0,70,2,16.96,,19,82,12.60,63.9
9,16,2010, 18,41,HST, 79.0,62,10.0,19.0,72,2,16.96,,19,86,12.60,64.8
9,16,2010, 19,41,HST, 78.0,64,9.0,17.0,70,2,16.96,,17,59,12.60,64.8
9,16,2010, 20,41,HST, 78.0,67,9.0,15.0,79,2,16.96,,15,74,12.60,66.1
9,16,2010, 21,41,HST, 78.0,68,8.0,15.0,75,2,16.96,,15,90,12.60,66.6
9,16,2010, 22,41,HST, 78.0,70,11.0,17.0,85,2,16.96,,17,95,12.60,67.4
9,16,2010, 23,41,HST, 78.0,72,8.0,15.0,74,2,16.96,,15,111,12.60,68.2
9,17,2010, 0,41,HST, 77.0,70,5.0,14.0,80,2,16.96,,14,93,12.60,66.4
9,17,2010, 1,41,HST, 77.0,72,6.0,11.0,68,2,16.96,,11,91,12.60,67.3
9,17,2010, 2,41,HST, 76.0,73,4.0,9.0,57,2,16.96,,9,70,12.60,66.7
9,17,2010, 3,41,HST, 76.0,74,6.0,11.0,84,2,16.96,,11,98,12.60,67.1
9,17,2010, 4,41,HST, 76.0,73,9.0,13.0,83,2,16.96,,13,79,12.60,66.7
9,17,2010, 5,41,HST, 76.0,74,4.0,14.0,346,2,16.96,,14,76,12.60,67.1
9,17,2010, 6,41,HST, 76.0,78,6.0,8.0,77,2,16.96,,8,86,12.60,68.6
9,17,2010, 7,41,HST, 77.0,72,5.0,8.0,89,2,16.96,,8,77,12.60,67.3
9,17,2010, 8,41,HST, 80.0,69,9.0,15.0,69,2,16.96,,15,70,12.60,68.9
9,17,2010, 9,41,HST, 82.0,65,8.0,18.0,75,2,16.96,,18,95,12.60,69.0
9,17,2010, 10,41,HST, 82.0,61,10.0,21.0,71,2,16.96,,21,81,12.60,67.2
9,17,2010, 11,41,HST, 83.0,56,12.0,20.0,61,2,16.96,,20,74,12.60,65.7
9,17,2010, 12,41,HST, 84.0,55,10.0,20.0,59,2,16.96,,20,72,12.60,66.1
9,17,2010, 13,41,HST, 83.0,59,11.0,17.0,57,2,16.96,,17,72,12.60,67.2
9,17,2010, 14,41,HST, 83.0,56,11.0,21.0,63,2,16.96,,21,84,12.60,65.7
9,17,2010, 15,41,HST, 83.0,57,11.0,19.0,71,2,16.96,,19,59,12.60,66.2
9,17,2010, 16,41,HST, 81.0,60,12.0,22.0,67,2,16.96,,22,89,12.60,65.8
9,17,2010, 17,41,HST, 81.0,61,8.0,18.0,61,2,16.96,,18,40,12.60,66.3
9,17,2010, 18,41,HST, 78.0,65,9.0,16.0,51,2,16.96,,16,55,12.60,65.3
9,17,2010, 19,41,HST, 78.0,66,7.0,15.0,61,2,16.96,,15,65,12.60,65.7
9,17,2010, 20,41,HST, 78.0,67,7.0,15.0,57,2,16.96,,15,52,12.60,66.1
9,17,2010, 21,41,HST, 77.0,68,9.0,16.0,76,2,16.96,,16,75,12.60,65.6
9,17,2010, 22,41,HST, 78.0,67,13.0,20.0,81,2,16.96,,20,87,12.60,66.1
9,17,2010, 23,41,HST, 78.0,68,12.0,20.0,64,2,16.96,,20,86,12.50,66.6
9,18,2010, 0,41,HST, 78.0,69,9.0,17.0,81,2,16.96,,17,66,12.60,67.0
9,18,2010, 1,41,HST, 78.0,70,8.0,15.0,80,2,16.96,,15,87,12.60,67.4
9,18,2010, 2,41,HST, 78.0,70,5.0,12.0,67,2,16.96,,12,89,12.60,67.4
9,18,2010, 3,41,HST, 76.0,74,4.0,10.0,341,2,16.96,,10,39,12.60,67.1
9,18,2010, 4,41,HST, 75.0,75,2.0,7.0,326,2,16.96,,7,325,12.60,66.5
9,18,2010, 5,41,HST, 73.0,83,1.0,12.0,266,2,16.96,,12,54,12.50,67.5
9,18,2010, 6,41,HST, 73.0,87,3.0,6.0,328,2,16.96,,6,282,12.60,68.9
9,18,2010, 7,41,HST, 76.0,86,5.0,9.0,39,2,16.96,,9,20,12.60,71.5
9,18,2010, 8,41,HST, 75.0,86,8.0,12.0,40,2,16.96,,12,29,12.50,70.5
9,18,2010, 9,41,HST, 77.0,87,7.0,11.0,37,2,16.96,,11,42,12.60,72.8
9,18,2010, 10,41,HST, 77.0,78,11.0,19.0,81,2,16.96,,19,78,12.70,69.6
9,18,2010, 11,41,HST, 79.0,79,8.0,12.0,68,2,16.97,,12,58,12.70,71.9
9,18,2010, 12,41,HST, 82.0,73,10.0,17.0,44,2,16.97,,17,31,12.60,72.5
9,18,2010, 13,41,HST, 84.0,65,10.0,21.0,66,2,16.97,,21,69,12.70,70.9
9,18,2010, 14,41,HST, 83.0,61,11.0,21.0,44,2,16.97,,21,82,12.60,68.1
9,18,2010, 15,41,HST, 83.0,61,10.0,22.0,64,2,16.97,,22,81,12.60,68.1
9,18,2010, 16,41,HST, 81.0,65,8.0,20.0,55,2,16.97,,20,85,12.60,68.1
9,18,2010, 17,41,HST, 78.0,74,9.0,17.0,38,2,16.97,,17,42,12.60,69.0
9,18,2010, 18,41,HST, 78.0,74,6.0,15.0,35,2,16.97,,15,50,12.60,69.0
9,18,2010, 19,41,HST, 78.0,75,8.0,15.0,37,2,16.97,,15,17,12.60,69.4
9,18,2010, 20,41,HST, 77.0,76,3.0,13.0,331,2,16.97,,13,45,12.60,68.8
9,18,2010, 21,41,HST, 78.0,75,5.0,12.0,28,2,16.97,,12,20,12.60,69.4
9,18,2010, 22,41,HST, 78.0,75,7.0,11.0,21,2,16.97,,11,51,12.60,69.4
9,18,2010, 23,41,HST, 76.0,80,4.0,12.0,310,2,16.97,,12,35,12.60,69.4
9,19,2010, 0,41,HST, 76.0,82,3.0,6.0,285,2,16.97,,6,271,12.60,70.1
9,19,2010, 1,41,HST, 75.0,83,5.0,11.0,14,2,16.97,,11,42,12.60,69.5
9,19,2010, 2,41,HST, 75.0,88,3.0,9.0,0,2,16.97,,9,1,12.50,71.2
9,19,2010, 3,41,HST, 75.0,87,1.0,6.0,36,2,16.97,,6,357,12.60,70.9
9,19,2010, 4,41,HST, 74.0,88,3.0,9.0,329,2,16.97,,9,356,12.50,70.2
9,19,2010, 5,41,HST, 75.0,91,1.0,5.0,23,2,16.98,,5,49,12.60,72.2
9,19,2010, 6,41,HST, 75.0,91,3.0,6.0,17,2,17.00,,6,3,12.60,72.2
9,19,2010, 7,41,HST, 77.0,88,4.0,9.0,20,2,17.00,,9,16,12.50,73.2
9,19,2010, 8,41,HST, 78.0,86,7.0,11.0,18,2,17.00,,11,6,12.60,73.5
9,19,2010, 9,41,HST, 81.0,81,7.0,16.0,63,2,17.00,,16,61,12.60,74.6
9,19,2010, 10,41,HST, 83.0,76,8.0,18.0,66,2,17.00,,18,78,12.60,74.6
9,19,2010, 11,41,HST, 84.0,73,9.0,17.0,58,2,17.00,,17,68,12.60,74.4
9,19,2010, 12,41,HST, 84.0,69,9.0,15.0,20,2,17.00,,15,32,12.60,72.7
9,19,2010, 13,41,HST, 86.0,65,11.0,19.0,70,2,17.00,,19,53,12.60,72.8
9,19,2010, 14,41,HST, 85.0,65,10.0,19.0,36,2,17.00,,19,40,12.60,71.9
9,19,2010, 15,41,HST, 85.0,65,8.0,17.0,57,2,17.00,,17,85,12.60,71.9
9,19,2010, 16,41,HST, 83.0,68,11.0,17.0,42,2,17.00,,17,44,12.60,71.3
9,19,2010, 17,41,HST, 81.0,68,11.0,19.0,61,2,17.00,,19,93,12.60,69.4
9,19,2010, 18,41,HST, 79.0,74,8.0,21.0,21,2,17.00,,21,28,12.60,70.0
9,19,2010, 19,41,HST, 80.0,75,6.0,17.0,20,2,17.00,,17,347,12.60,71.3
9,19,2010, 20,41,HST, 80.0,76,7.0,16.0,34,2,17.00,,16,14,12.60,71.7
9,19,2010, 21,41,HST, 80.0,76,6.0,11.0,20,2,17.00,,11,1,12.50,71.7
9,19,2010, 22,41,HST, 79.0,78,9.0,13.0,39,2,17.00,,13,44,12.50,71.5
9,19,2010, 23,41,HST, 79.0,78,7.0,12.0,38,2,17.00,,12,36,12.60,71.5
9,20,2010, 0,41,HST, 77.0,79,4.0,11.0,319,2,17.00,,11,63,12.50,70.0
9,20,2010, 1,41,HST, 78.0,78,6.0,9.0,36,2,17.00,,9,30,12.50,70.6
9,20,2010, 2,41,HST, 77.0,77,2.0,9.0,289,2,17.00,,9,30,12.50,69.2
9,20,2010, 3,41,HST, 75.0,79,4.0,6.0,330,2,17.00,,6,345,12.50,68.0
9,20,2010, 4,41,HST, 76.0,82,5.0,12.0,21,2,17.00,,12,14,12.50,70.1
9,20,2010, 5,41,HST, 76.0,80,5.0,8.0,336,2,17.00,,8,4,12.50,69.4
9,20,2010, 6,41,HST, 76.0,79,5.0,9.0,336,2,17.00,,9,354,12.50,69.0
9,20,2010, 7,41,HST, 78.0,78,4.0,9.0,355,2,17.00,,9,334,12.60,70.6
9,20,2010, 8,41,HST, 80.0,76,8.0,13.0,33,2,17.00,,13,47,12.60,71.7
9,20,2010, 9,41,HST, 81.0,74,10.0,16.0,48,2,17.00,,16,40,12.80,71.9
9,20,2010, 10,41,HST, 83.0,69,10.0,17.0,58,2,17.00,,17,70,12.70,71.8
9,20,2010, 11,41,HST, 85.0,65,9.0,20.0,56,2,17.00,,20,84,12.70,71.9
9,20,2010, 12,41,HST, 85.0,61,9.0,17.0,56,2,17.00,,17,75,12.70,70.0
9,20,2010, 13,41,HST, 85.0,61,12.0,21.0,67,2,17.00,,21,50,12.70,70.0
9,20,2010, 14,41,HST, 84.0,61,11.0,20.0,42,2,17.00,,20,95,12.70,69.1
9,20,2010, 15,41,HST, 85.0,60,10.0,20.0,48,2,17.00,,20,36,12.60,69.5
9,20,2010, 16,41,HST, 84.0,59,8.0,16.0,37,2,17.00,,16,33,12.70,68.1
9,20,2010, 17,41,HST, 82.0,61,7.0,15.0,36,2,17.00,,15,89,12.60,67.2
9,20,2010, 18,41,HST, 80.0,65,8.0,13.0,35,2,17.00,,13,14,12.60,67.2
9,20,2010, 19,41,HST, 79.0,70,8.0,13.0,25,2,17.00,,13,42,12.60,68.4
9,20,2010, 20,41,HST, 78.0,72,7.0,12.0,20,2,17.00,,12,32,12.60,68.2
9,20,2010, 21,41,HST, 78.0,72,5.0,12.0,30,2,17.00,,12,11,12.60,68.2
9,20,2010, 22,41,HST, 78.0,73,3.0,12.0,348,2,17.00,,12,58,12.60,68.6
9,20,2010, 23,41,HST, 78.0,74,4.0,7.0,19,2,17.00,,7,28,12.60,69.0
9,21,2010, 0,41,HST, 78.0,76,5.0,9.0,32,2,17.00,,9,70,12.60,69.8
9,21,2010, 1,41,HST, 76.0,77,3.0,7.0,335,2,17.00,,7,11,12.60,68.3
9,21,2010, 2,41,HST, 76.0,78,4.0,6.0,340,2,17.00,,6,11,12.60,68.6
9,21,2010, 3,41,HST, 76.0,79,4.0,7.0,346,2,17.00,,7,4,12.60,69.0
9,21,2010, 4,41,HST, 76.0,79,4.0,8.0,1,2,17.00,,8,25,12.60,69.0
9,21,2010, 5,41,HST, 75.0,80,2.0,7.0,335,2,17.00,,7,27,12.60,68.4
9,21,2010, 6,41,HST, 75.0,80,2.0,6.0,340,2,17.00,,6,15,12.60,68.4
9,21,2010, 7,41,HST, 78.0,80,4.0,7.0,22,2,17.00,,7,24,12.60,71.3
9,21,2010, 8,41,HST, 81.0,76,7.0,11.0,73,2,17.00,,11,86,12.80,72.7
9,21,2010, 9,41,HST, 82.0,70,10.0,17.0,78,2,17.00,,17,87,12.90,71.2
9,21,2010, 10,41,HST, 84.0,66,9.0,15.0,65,2,17.00,,15,87,12.90,71.4
9,21,2010, 11,41,HST, 85.0,61,8.0,14.0,74,2,17.00,,14,67,13.00,70.0
9,21,2010, 12,41,HST, 86.0,61,9.0,17.0,68,2,17.00,,17,88,13.00,71.0
9,21,2010, 13,41,HST, 86.0,59,10.0,16.0,81,2,17.00,,16,81,12.80,70.0
9,21,2010, 14,41,HST, 85.0,57,11.0,18.0,81,2,17.00,,18,83,12.80,68.0
9,21,2010, 15,41,HST, 85.0,56,12.0,17.0,80,2,17.00,,17,81,12.80,67.5
9,21,2010, 16,41,HST, 83.0,61,11.0,18.0,51,2,17.00,,18,83,12.70,68.1
9,21,2010, 17,41,HST, 81.0,63,10.0,17.0,51,2,17.00,,17,61,12.80,67.2
9,21,2010, 18,41,HST, 79.0,70,9.0,15.0,38,2,17.00,,15,50,12.70,68.4
9,21,2010, 19,41,HST, 78.0,70,4.0,14.0,13,2,17.00,,14,35,12.70,67.4
9,21,2010, 20,41,HST, 77.0,72,4.0,11.0,342,2,17.00,,11,54,12.70,67.3
9,21,2010, 21,41,HST, 78.0,73,6.0,14.0,28,2,17.00,,14,71,12.70,68.6
9,21,2010, 22,41,HST, 77.0,75,4.0,13.0,357,2,17.00,,13,0,12.70,68.5
9,21,2010, 23,41,HST, 76.0,75,4.0,7.0,353,2,17.00,,7,19,12.70,67.5
9,22,2010, 0,41,HST, 75.0,77,4.0,7.0,334,2,17.00,,7,327,12.70,67.3
9,22,2010, 1,41,HST, 75.0,78,4.0,8.0,324,2,17.00,,8,333,12.70,67.7
9,22,2010, 2,41,HST, 74.0,79,1.0,5.0,311,2,17.01,,5,322,12.70,67.1
9,22,2010, 3,41,HST, 76.0,81,2.0,7.0,330,2,17.01,,7,347,12.70,69.7
9,22,2010, 4,41,HST, 72.0,89,2.0,9.0,337,2,17.07,,9,43,12.70,68.6
9,22,2010, 5,41,HST, 72.0,90,1.0,4.0,167,2,17.07,,4,7,12.70,68.9
9,22,2010, 6,41,HST, 73.0,93,2.0,6.0,34,2,17.19,,6,102,12.70,70.9
9,22,2010, 7,41,HST, 74.0,94,0.0,4.0,325,2,17.27,,4,341,12.70,72.2
9,22,2010, 8,41,HST, 75.0,95,1.0,3.0,346,2,17.32,,3,349,12.80,73.5
9,22,2010, 9,41,HST, 77.0,93,3.0,5.0,12,2,17.32,,5,8,12.90,74.8
9,22,2010, 10,41,HST, 78.0,87,4.0,10.0,93,2,17.33,,10,77,12.80,73.8
9,22,2010, 11,41,HST, 79.0,88,6.0,12.0,89,2,17.34,,12,80,12.70,75.1
9,22,2010, 12,41,HST, 82.0,83,7.0,15.0,54,2,17.34,,15,112,12.90,76.3
9,22,2010, 13,41,HST, 80.0,89,6.0,15.0,61,2,17.36,,15,85,12.80,76.5
9,22,2010, 14,41,HST, 83.0,76,8.0,14.0,60,2,17.36,,14,87,12.80,74.6
9,22,2010, 15,41,HST, 83.0,73,8.0,16.0,69,2,17.36,,16,90,12.80,73.4
9,22,2010, 16,41,HST, 82.0,70,8.0,15.0,68,2,17.36,,15,81,12.90,71.2
9,22,2010, 17,41,HST, 81.0,70,9.0,14.0,80,2,17.36,,14,72,12.80,70.3
9,22,2010, 18,41,HST, 79.0,73,7.0,12.0,68,2,17.36,,12,87,12.70,69.6
9,22,2010, 19,41,HST, 78.0,76,7.0,10.0,30,2,17.36,,10,41,12.70,69.8
9,22,2010, 20,41,HST, 77.0,76,5.0,12.0,19,2,17.36,,12,25,12.70,68.8
9,22,2010, 21,41,HST, 76.0,76,4.0,8.0,14,2,17.36,,8,3,12.70,67.9
9,22,2010, 22,41,HST, 74.0,77,3.0,7.0,358,2,17.36,,7,329,12.70,66.3
9,22,2010, 23,41,HST, 73.0,79,3.0,8.0,336,2,17.36,,8,29,12.70,66.1
9,23,2010, 0,41,HST, 73.0,79,4.0,7.0,344,2,17.36,,7,340,12.70,66.1
9,23,2010, 1,41,HST, 72.0,79,4.0,7.0,333,2,17.36,,7,7,12.70,65.1
9,23,2010, 2,41,HST, 70.0,82,2.0,6.0,307,2,17.36,,6,318,12.70,64.2
9,23,2010, 3,41,HST, 69.0,85,1.0,5.0,310,2,17.36,,5,340,12.70,64.3
9,23,2010, 4,41,HST, 69.0,87,2.0,6.0,6,2,17.36,,6,353,12.70,65.0
9,23,2010, 5,41,HST, 71.0,85,2.0,6.0,334,2,17.36,,6,327,12.70,66.3
9,23,2010, 6,41,HST, 71.0,86,2.0,8.0,347,2,17.36,,8,5,12.70,66.6
9,23,2010, 7,41,HST, 76.0,83,4.0,8.0,15,2,17.36,,8,7,12.80,70.5
9,23,2010, 8,41,HST, 79.0,77,6.0,10.0,37,2,17.36,,10,1,12.90,71.2
9,23,2010, 9,41,HST, 81.0,74,6.0,10.0,39,2,17.36,,10,79,13.10,71.9
9,23,2010, 10,41,HST, 83.0,69,9.0,14.0,80,2,17.36,,14,91,13.10,71.8
9,23,2010, 11,41,HST, 85.0,65,7.0,13.0,55,2,17.36,,13,85,13.10,71.9
9,23,2010, 12,41,HST, 85.0,62,9.0,15.0,71,2,17.36,,15,69,13.10,70.5
9,23,2010, 13,41,HST, 85.0,60,11.0,15.0,80,2,17.36,,15,79,13.20,69.5
9,23,2010, 14,41,HST, 85.0,61,9.0,16.0,69,2,17.36,,16,80,13.10,70.0
9,23,2010, 15,41,HST, 84.0,60,13.0,17.0,83,2,17.36,,17,91,13.10,68.6
9,23,2010, 16,41,HST, 83.0,61,12.0,17.0,84,2,17.36,,17,90,13.00,68.1
9,23,2010, 17,41,HST, 81.0,65,9.0,15.0,67,2,17.36,,15,82,13.00,68.1
9,23,2010, 18,41,HST, 79.0,69,7.0,15.0,64,2,17.36,,15,64,12.90,67.9
9,23,2010, 19,41,HST, 78.0,73,5.0,10.0,71,2,17.36,,10,59,12.90,68.6
9,23,2010, 20,41,HST, 77.0,74,3.0,7.0,330,2,17.36,,7,59,12.80,68.1
9,23,2010, 21,41,HST, 77.0,75,5.0,8.0,2,2,17.36,,8,16,12.80,68.5
9,23,2010, 22,41,HST, 76.0,77,3.0,8.0,354,2,17.36,,8,19,12.80,68.3
9,23,2010, 23,41,HST, 75.0,79,2.0,6.0,267,2,17.36,,6,9,12.80,68.0
9,24,2010, 0,41,HST, 72.0,82,0.0,4.0,174,2,17.36,,4,218,12.80,66.2
9,24,2010, 1,41,HST, 72.0,85,1.0,3.0,304,2,17.36,,3,321,12.80,67.2
