MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,PREC,SINT,PEAK,PDIR,VOLT,DWPF
10,21,2009, 12,41,HST, 86.0,67,5.0,10.0,92,2,5.14,,10,90,13.90,73.7
10,21,2009, 13,41,HST, 86.0,66,9.0,13.0,149,2,5.14,,13,145,13.90,73.3
10,21,2009, 14,41,HST, 87.0,66,9.0,14.0,153,2,5.14,,14,131,13.80,74.2
10,21,2009, 15,41,HST, 82.0,72,9.0,14.0,156,2,5.14,,14,162,13.90,72.1
10,21,2009, 16,41,HST, 83.0,76,8.0,14.0,140,2,5.14,,14,153,14.00,74.6
10,21,2009, 17,41,HST, 82.0,76,5.0,14.0,105,2,5.14,,14,133,13.50,73.7
10,21,2009, 18,41,HST, 81.0,75,5.0,9.0,73,2,5.14,,9,88,13.30,72.3
10,21,2009, 19,41,HST, 80.0,76,5.0,9.0,359,2,5.14,,9,357,13.30,71.7
10,21,2009, 20,41,HST, 80.0,75,3.0,7.0,22,0,5.14,,7,20,13.30,71.3
10,21,2009, 21,41,HST, 76.0,76,1.0,6.0,153,2,5.14,,6,53,13.20,67.9
10,21,2009, 22,41,HST, 78.0,84,3.0,6.0,70,2,5.14,,6,83,13.20,72.8
10,21,2009, 23,41,HST, 76.0,77,2.0,6.0,296,2,5.14,,6,46,13.20,68.3
10,22,2009, 0,41,HST, 73.0,87,1.0,4.0,285,2,5.14,,4,293,13.20,68.9
10,22,2009, 1,41,HST, 72.0,87,2.0,4.0,270,2,5.14,,4,341,13.20,67.9
10,22,2009, 2,41,HST, 74.0,87,3.0,5.0,330,2,5.14,,5,324,13.20,69.9
10,22,2009, 3,41,HST, 72.0,88,1.0,4.0,274,2,5.14,,4,297,13.10,68.2
10,22,2009, 4,41,HST, 72.0,86,1.0,5.0,320,2,5.14,,5,305,13.10,67.6
10,22,2009, 5,41,HST, 71.0,92,1.0,3.0,241,2,5.14,,3,314,13.10,68.6
10,22,2009, 6,41,HST, 71.0,94,1.0,4.0,230,2,5.14,,4,7,13.10,69.2
10,22,2009, 7,41,HST, 80.0,87,3.0,7.0,43,2,5.14,,7,47,13.50,75.8
10,22,2009, 8,41,HST, 82.0,72,8.0,13.0,80,2,5.14,,13,74,14.00,72.1
10,22,2009, 9,41,HST, 84.0,68,6.0,16.0,59,2,5.14,,16,79,14.00,72.3
10,22,2009, 10,41,HST, 85.0,69,6.0,13.0,45,2,5.14,,13,83,13.90,73.7
10,22,2009, 11,41,HST, 83.0,57,14.0,21.0,158,2,5.14,,21,137,13.90,66.2
10,22,2009, 12,41,HST, 82.0,70,9.0,19.0,154,2,5.14,,19,167,13.90,71.2
10,22,2009, 13,41,HST, 86.0,66,6.0,13.0,46,2,5.14,,13,199,13.90,73.3
10,22,2009, 14,41,HST, 86.0,64,4.0,12.0,69,2,5.14,,12,59,13.90,72.4
10,22,2009, 15,41,HST, 86.0,60,10.0,14.0,79,2,5.14,,14,90,13.80,70.5
10,22,2009, 16,41,HST, 84.0,62,8.0,14.0,48,2,5.14,,14,77,13.90,69.6
10,22,2009, 17,41,HST, 82.0,67,6.0,14.0,62,2,5.14,,14,101,13.40,69.9
10,22,2009, 18,41,HST, 81.0,72,5.0,12.0,67,2,5.14,,12,77,13.30,71.1
10,22,2009, 19,41,HST, 78.0,75,3.0,6.0,81,2,5.14,,6,52,13.30,69.4
10,22,2009, 20,41,HST, 78.0,82,4.0,5.0,313,2,5.14,,5,310,13.30,72.0
10,22,2009, 21,41,HST, 77.0,77,2.0,4.0,318,2,5.14,,4,305,13.20,69.2
10,22,2009, 22,41,HST, 76.0,84,3.0,6.0,25,2,5.14,,6,71,13.20,70.8
10,22,2009, 23,41,HST, 76.0,83,4.0,8.0,49,2,5.14,,8,29,13.20,70.5
10,23,2009, 0,41,HST, 75.0,82,2.0,5.0,312,2,5.14,,5,74,13.20,69.1
10,23,2009, 1,41,HST, 74.0,84,1.0,4.0,239,2,5.14,,4,29,13.20,68.8
10,23,2009, 2,41,HST, 73.0,89,2.0,5.0,19,2,5.14,,5,356,13.20,69.6
10,23,2009, 3,41,HST, 73.0,88,2.0,5.0,329,2,5.14,,5,6,13.10,69.2
10,23,2009, 4,41,HST, 72.0,92,2.0,3.0,321,2,5.14,,3,347,13.10,69.5
10,23,2009, 5,41,HST, 73.0,92,3.0,4.0,335,2,5.14,,4,358,13.10,70.5
10,23,2009, 6,41,HST, 72.0,91,2.0,4.0,275,2,5.14,,4,21,13.10,69.2
10,23,2009, 7,41,HST, 78.0,87,1.0,5.0,342,2,5.14,,5,345,13.40,73.8
10,23,2009, 8,41,HST, 83.0,68,3.0,6.0,40,2,5.14,,6,12,14.00,71.3
10,23,2009, 9,41,HST, 85.0,63,4.0,7.0,52,2,5.14,,7,46,13.90,71.0
10,23,2009, 10,41,HST, 86.0,63,13.0,19.0,141,2,5.14,,19,129,13.90,71.9
10,23,2009, 11,41,HST, 86.0,60,12.0,18.0,145,2,5.14,,18,151,13.90,70.5
10,23,2009, 12,41,HST, 87.0,60,8.0,16.0,163,2,5.14,,16,171,13.90,71.4
10,23,2009, 13,41,HST, 87.0,61,10.0,18.0,154,2,5.14,,18,148,13.80,71.9
10,23,2009, 14,41,HST, 85.0,60,11.0,18.0,159,2,5.14,,18,143,13.90,69.5
10,23,2009, 15,41,HST, 85.0,62,14.0,21.0,142,2,5.14,,21,172,13.90,70.5
10,23,2009, 16,41,HST, 84.0,57,11.0,20.0,151,2,5.14,,20,153,13.80,67.1
10,23,2009, 17,41,HST, 81.0,64,10.0,16.0,152,2,5.14,,16,144,13.40,67.6
10,23,2009, 18,41,HST, 80.0,72,5.0,11.0,161,2,5.14,,11,176,13.30,70.1
10,23,2009, 19,41,HST, 80.0,76,6.0,10.0,154,2,5.14,,10,143,13.30,71.7
10,23,2009, 20,41,HST, 80.0,76,5.0,9.0,149,2,5.14,,9,149,13.20,71.7
10,23,2009, 21,41,HST, 77.0,77,4.0,7.0,146,2,5.14,,7,166,13.20,69.2
10,23,2009, 22,41,HST, 77.0,81,1.0,7.0,161,2,5.14,,7,134,13.20,70.7
10,23,2009, 23,41,HST, 76.0,87,2.0,4.0,7,2,5.14,,4,345,13.20,71.8
10,24,2009, 0,41,HST, 77.0,81,3.0,5.0,336,2,5.14,,5,46,13.20,70.7
10,24,2009, 1,41,HST, 76.0,83,1.0,5.0,321,2,5.14,,5,12,13.20,70.5
10,24,2009, 2,41,HST, 76.0,84,3.0,6.0,24,2,5.14,,6,39,13.20,70.8
10,24,2009, 3,41,HST, 74.0,85,1.0,6.0,48,2,5.14,,6,51,13.10,69.2
10,24,2009, 4,41,HST, 75.0,86,3.0,9.0,350,2,5.14,,9,83,13.10,70.5
10,24,2009, 5,41,HST, 75.0,84,2.0,4.0,51,2,5.14,,4,296,13.10,69.8
10,24,2009, 6,41,HST, 76.0,86,2.0,5.0,33,2,5.14,,5,46,13.10,71.5
10,24,2009, 7,41,HST, 80.0,81,3.0,5.0,30,2,5.14,,5,36,13.50,73.6
10,24,2009, 8,41,HST, 81.0,76,7.0,12.0,147,2,5.14,,12,135,13.90,72.7
10,24,2009, 9,41,HST, 83.0,69,7.0,14.0,144,2,5.14,,14,115,13.90,71.8
10,24,2009, 10,41,HST, 86.0,62,7.0,13.0,142,2,5.14,,13,126,13.90,71.4
10,24,2009, 11,41,HST, 86.0,60,7.0,14.0,146,2,5.14,,14,133,13.80,70.5
10,24,2009, 12,41,HST, 87.0,59,8.0,13.0,167,2,5.24,,13,145,13.80,70.9
10,24,2009, 13,41,HST, 86.0,63,9.0,14.0,159,2,5.24,,14,170,13.90,71.9
10,24,2009, 14,41,HST, 85.0,63,10.0,16.0,153,2,5.24,,16,133,13.80,71.0
10,24,2009, 15,41,HST, 84.0,66,11.0,16.0,145,2,5.24,,16,129,13.90,71.4
10,24,2009, 16,41,HST, 82.0,68,8.0,16.0,153,2,5.24,,16,153,13.90,70.4
10,24,2009, 17,41,HST, 81.0,76,5.0,11.0,174,2,5.27,,11,159,13.40,72.7
10,24,2009, 18,41,HST, 80.0,74,4.0,9.0,156,2,5.27,,9,153,13.30,70.9
10,24,2009, 19,41,HST, 78.0,78,2.0,6.0,172,2,5.27,,6,151,13.30,70.6
10,24,2009, 20,41,HST, 78.0,82,2.0,2.0,185,2,5.27,,2,198,13.20,72.0
10,24,2009, 21,41,HST, 78.0,82,3.0,5.0,102,2,5.27,,5,85,13.20,72.0
10,24,2009, 22,41,HST, 76.0,89,1.0,4.0,211,2,5.27,,4,304,13.20,72.5
10,24,2009, 23,41,HST, 76.0,85,2.0,6.0,306,2,5.27,,6,44,13.20,71.2
10,25,2009, 0,41,HST, 74.0,90,1.0,4.0,248,2,5.27,,4,337,13.20,70.9
10,25,2009, 1,41,HST, 73.0,94,1.0,3.0,318,2,5.27,,3,313,13.20,71.2
10,25,2009, 2,41,HST, 72.0,93,1.0,4.0,52,2,5.27,,4,318,13.10,69.9
10,25,2009, 3,41,HST, 74.0,89,3.0,5.0,58,2,5.27,,5,109,13.10,70.5
10,25,2009, 4,41,HST, 73.0,89,3.0,7.0,334,2,5.27,,7,3,13.10,69.6
10,25,2009, 5,41,HST, 73.0,89,2.0,6.0,11,2,5.27,,6,20,13.10,69.6
10,25,2009, 6,41,HST, 73.0,89,1.0,6.0,213,2,5.27,,6,19,13.10,69.6
10,25,2009, 7,41,HST, 79.0,81,2.0,6.0,15,2,5.27,,6,26,13.50,72.7
10,25,2009, 8,41,HST, 82.0,70,3.0,6.0,45,2,5.27,,6,31,14.00,71.2
10,25,2009, 9,41,HST, 85.0,66,10.0,14.0,129,2,5.27,,14,136,13.90,72.3
10,25,2009, 10,41,HST, 86.0,64,8.0,17.0,159,2,5.28,,17,134,13.90,72.4
10,25,2009, 11,41,HST, 85.0,61,10.0,17.0,142,2,5.29,,17,127,13.90,70.0
10,25,2009, 12,41,HST, 86.0,60,9.0,15.0,165,2,5.29,,15,142,13.70,70.5
10,25,2009, 13,41,HST, 86.0,60,7.0,15.0,156,2,5.29,,15,148,13.80,70.5
10,25,2009, 14,41,HST, 86.0,65,6.0,14.0,173,2,5.29,,14,180,13.80,72.8
10,25,2009, 15,41,HST, 84.0,69,7.0,15.0,144,2,5.29,,15,154,13.90,72.7
10,25,2009, 16,41,HST, 80.0,69,6.0,16.0,30,2,5.29,,16,143,13.50,68.9
10,25,2009, 17,41,HST, 78.0,77,9.0,12.0,338,2,5.29,,12,340,13.40,70.2
10,25,2009, 18,41,HST, 78.0,76,4.0,11.0,353,2,5.29,,11,341,13.30,69.8
10,25,2009, 19,41,HST, 78.0,77,5.0,11.0,359,2,5.29,,11,346,13.30,70.2
10,25,2009, 20,41,HST, 77.0,76,2.0,8.0,23,2,5.29,,8,25,13.20,68.8
10,25,2009, 21,41,HST, 75.0,83,2.0,5.0,317,2,5.29,,5,34,13.20,69.5
10,25,2009, 22,41,HST, 74.0,83,2.0,5.0,283,2,5.29,,5,326,13.20,68.5
10,25,2009, 23,41,HST, 74.0,83,2.0,5.0,285,2,5.29,,5,356,13.20,68.5
10,26,2009, 0,41,HST, 73.0,84,1.0,5.0,75,2,5.29,,5,304,13.20,67.9
10,26,2009, 1,41,HST, 74.0,81,3.0,7.0,312,2,5.29,,7,3,13.20,67.8
10,26,2009, 2,41,HST, 73.0,81,3.0,6.0,311,2,5.29,,6,320,13.10,66.8
10,26,2009, 3,41,HST, 71.0,87,1.0,5.0,304,2,5.29,,5,333,13.10,66.9
10,26,2009, 4,41,HST, 70.0,90,1.0,4.0,310,2,5.29,,4,332,13.10,66.9
10,26,2009, 5,41,HST, 70.0,94,1.0,3.0,312,2,5.29,,3,330,13.10,68.2
10,26,2009, 6,41,HST, 72.0,91,4.0,5.0,39,2,5.29,,5,56,13.10,69.2
10,26,2009, 7,41,HST, 77.0,84,2.0,5.0,59,2,5.29,,5,61,13.50,71.8
10,26,2009, 8,41,HST, 82.0,70,3.0,5.0,27,2,5.29,,5,38,14.00,71.2
10,26,2009, 9,41,HST, 83.0,61,8.0,12.0,77,2,5.29,,12,93,13.90,68.1
10,26,2009, 10,41,HST, 85.0,56,8.0,14.0,70,2,5.29,,14,73,13.90,67.5
10,26,2009, 11,41,HST, 86.0,54,8.0,13.0,63,2,5.29,,13,47,13.80,67.4
10,26,2009, 12,41,HST, 87.0,51,8.0,15.0,83,2,5.31,,15,92,13.80,66.6
10,26,2009, 13,41,HST, 87.0,54,12.0,19.0,139,2,5.31,,19,139,13.90,68.3
10,26,2009, 14,41,HST, 87.0,54,11.0,18.0,117,2,5.35,,18,135,13.80,68.3
10,26,2009, 15,41,HST, 86.0,55,8.0,17.0,63,2,5.36,,17,88,13.90,67.9
10,26,2009, 16,41,HST, 85.0,60,8.0,15.0,55,2,5.36,,15,90,13.90,69.5
10,26,2009, 17,41,HST, 82.0,63,5.0,13.0,60,2,5.36,,13,86,13.40,68.1
10,26,2009, 18,41,HST, 80.0,68,6.0,10.0,96,2,5.36,,10,52,13.30,68.5
10,26,2009, 19,41,HST, 78.0,73,3.0,8.0,128,2,5.36,,8,99,13.30,68.6
10,26,2009, 20,41,HST, 76.0,79,2.0,4.0,307,2,5.36,,4,307,13.20,69.0
10,26,2009, 21,41,HST, 75.0,79,3.0,5.0,214,2,5.36,,5,42,13.20,68.0
10,26,2009, 22,41,HST, 75.0,82,2.0,6.0,357,2,5.36,,6,38,13.20,69.1
10,26,2009, 23,41,HST, 74.0,85,2.0,5.0,230,2,5.36,,5,34,13.20,69.2
10,27,2009, 0,41,HST, 74.0,86,2.0,8.0,299,2,5.36,,8,18,13.20,69.5
10,27,2009, 1,41,HST, 73.0,88,2.0,4.0,348,2,5.36,,4,325,13.20,69.2
10,27,2009, 2,41,HST, 72.0,90,1.0,4.0,307,2,5.36,,4,353,13.10,68.9
10,27,2009, 3,41,HST, 73.0,89,3.0,5.0,327,2,5.36,,5,50,13.10,69.6
10,27,2009, 4,41,HST, 71.0,89,2.0,5.0,290,2,5.36,,5,357,13.10,67.6
10,27,2009, 5,41,HST, 72.0,91,1.0,4.0,11,2,5.36,,4,28,13.10,69.2
10,27,2009, 6,41,HST, 70.0,91,2.0,4.0,43,2,5.36,,4,42,13.10,67.2
10,27,2009, 7,41,HST, 76.0,86,3.0,5.0,81,2,5.36,,5,68,13.30,71.5
10,27,2009, 8,41,HST, 81.0,75,3.0,5.0,24,2,5.36,,5,30,13.80,72.3
10,27,2009, 9,41,HST, 84.0,67,7.0,10.0,129,2,5.36,,10,126,13.90,71.8
10,27,2009, 10,41,HST, 85.0,61,6.0,12.0,176,2,5.36,,12,110,13.90,70.0
10,27,2009, 11,41,HST, 87.0,58,8.0,12.0,157,2,5.36,,12,150,13.80,70.4
10,27,2009, 12,41,HST, 87.0,58,7.0,16.0,164,2,5.36,,16,155,13.80,70.4
10,27,2009, 13,41,HST, 86.0,60,10.0,17.0,162,2,5.36,,17,153,13.80,70.5
10,27,2009, 14,41,HST, 86.0,58,8.0,17.0,162,2,5.36,,17,159,13.90,69.5
10,27,2009, 15,41,HST, 84.0,60,6.0,13.0,169,2,5.36,,13,146,13.80,68.6
10,27,2009, 16,41,HST, 83.0,67,7.0,14.0,151,2,5.36,,14,143,13.90,70.9
10,27,2009, 17,41,HST, 81.0,64,7.0,14.0,152,2,5.36,,14,177,13.40,67.6
10,27,2009, 18,41,HST, 79.0,73,3.0,12.0,157,2,5.36,,12,154,13.30,69.6
10,27,2009, 19,41,HST, 76.0,78,0.0,5.0,167,2,5.36,,5,148,13.30,68.6
10,27,2009, 20,41,HST, 74.0,83,0.0,1.0,296,2,5.36,,1,189,13.30,68.5
10,27,2009, 21,41,HST, 76.0,85,2.0,4.0,350,2,5.36,,4,24,13.20,71.2
10,27,2009, 22,41,HST, 75.0,84,2.0,5.0,349,2,5.36,,5,14,13.20,69.8
10,27,2009, 23,41,HST, 74.0,84,3.0,6.0,337,2,5.36,,6,18,13.20,68.8
10,28,2009, 0,41,HST, 74.0,85,2.0,5.0,342,2,5.36,,5,315,13.20,69.2
10,28,2009, 1,41,HST, 73.0,89,2.0,6.0,5,2,5.36,,6,27,13.20,69.6
10,28,2009, 2,41,HST, 72.0,86,1.0,5.0,321,2,5.36,,5,38,13.10,67.6
10,28,2009, 3,41,HST, 71.0,87,2.0,5.0,12,2,5.36,,5,338,13.10,66.9
10,28,2009, 4,41,HST, 72.0,86,4.0,6.0,335,2,5.36,,6,24,13.10,67.6
10,28,2009, 5,41,HST, 72.0,86,2.0,6.0,350,2,5.36,,6,19,13.10,67.6
10,28,2009, 6,41,HST, 72.0,91,4.0,6.0,36,2,5.36,,6,28,13.10,69.2
10,28,2009, 7,41,HST, 75.0,83,4.0,7.0,5,2,5.36,,7,19,13.40,69.5
10,28,2009, 8,41,HST, 80.0,73,3.0,7.0,52,2,5.36,,7,16,14.00,70.5
10,28,2009, 9,41,HST, 83.0,70,8.0,14.0,146,2,5.36,,14,125,13.90,72.2
10,28,2009, 10,41,HST, 85.0,68,8.0,16.0,160,2,5.36,,16,133,13.90,73.2
10,28,2009, 11,41,HST, 86.0,66,7.0,16.0,166,2,5.36,,16,132,13.90,73.3
10,28,2009, 12,41,HST, 86.0,62,8.0,14.0,153,2,5.36,,14,148,13.90,71.4
10,28,2009, 13,41,HST, 87.0,65,7.0,16.0,177,2,5.36,,16,148,13.80,73.8
10,28,2009, 14,41,HST, 87.0,62,6.0,13.0,183,2,5.36,,13,240,13.80,72.4
10,28,2009, 15,41,HST, 85.0,62,6.0,12.0,171,2,5.36,,12,183,13.80,70.5
10,28,2009, 16,41,HST, 84.0,66,6.0,11.0,198,2,5.36,,11,165,13.80,71.4
10,28,2009, 17,41,HST, 81.0,72,3.0,10.0,181,2,5.36,,10,193,13.40,71.1
10,28,2009, 18,41,HST, 79.0,78,3.0,6.0,199,2,5.36,,6,205,13.30,71.5
10,28,2009, 19,41,HST, 78.0,79,2.0,6.0,180,2,5.36,,6,190,13.30,70.9
10,28,2009, 20,41,HST, 76.0,84,1.0,3.0,300,2,5.36,,3,173,13.30,70.8
10,28,2009, 21,41,HST, 76.0,89,2.0,4.0,315,2,5.36,,4,334,13.20,72.5
10,28,2009, 22,41,HST, 75.0,86,1.0,5.0,95,2,5.36,,5,306,13.20,70.5
10,28,2009, 23,41,HST, 74.0,86,1.0,4.0,322,2,5.36,,4,310,13.20,69.5
10,29,2009, 0,41,HST, 75.0,87,3.0,6.0,19,2,5.36,,6,39,13.20,70.9
10,29,2009, 1,41,HST, 73.0,87,3.0,6.0,344,2,5.36,,6,329,13.20,68.9
10,29,2009, 2,41,HST, 73.0,88,2.0,5.0,348,2,5.36,,5,10,13.20,69.2
10,29,2009, 3,41,HST, 74.0,88,3.0,5.0,27,2,5.36,,5,46,13.10,70.2
10,29,2009, 4,41,HST, 74.0,86,5.0,7.0,21,2,5.36,,7,54,13.10,69.5
10,29,2009, 5,41,HST, 74.0,87,3.0,6.0,17,2,5.36,,6,10,13.10,69.9
10,29,2009, 6,41,HST, 72.0,88,2.0,6.0,354,2,5.36,,6,340,13.00,68.2
10,29,2009, 7,41,HST, 76.0,84,3.0,5.0,19,2,5.36,,5,14,13.40,70.8
10,29,2009, 8,41,HST, 81.0,76,3.0,6.0,44,2,5.36,,6,23,14.00,72.7
10,29,2009, 9,41,HST, 83.0,70,3.0,5.0,20,2,5.36,,5,37,13.90,72.2
10,29,2009, 10,41,HST, 86.0,62,6.0,11.0,176,2,5.36,,11,172,13.90,71.4
10,29,2009, 11,41,HST, 87.0,61,6.0,12.0,157,2,5.36,,12,176,13.80,71.9
10,29,2009, 12,41,HST, 88.0,57,6.0,14.0,193,2,5.36,,14,176,13.80,70.8
10,29,2009, 13,41,HST, 86.0,59,7.0,15.0,183,2,5.36,,15,144,13.80,70.0
10,29,2009, 14,41,HST, 83.0,65,6.0,12.0,184,2,5.36,,12,167,13.90,70.0
10,29,2009, 15,41,HST, 81.0,72,3.0,10.0,203,2,5.36,,10,159,13.50,71.1
10,29,2009, 16,41,HST, 81.0,73,3.0,7.0,270,2,5.36,,7,280,13.40,71.5
10,29,2009, 17,41,HST, 79.0,80,4.0,7.0,15,2,5.36,,7,33,13.30,72.3
10,29,2009, 18,41,HST, 80.0,77,4.0,8.0,339,2,5.36,,8,31,13.30,72.1
10,29,2009, 19,41,HST, 79.0,75,4.0,8.0,339,2,5.36,,8,36,13.20,70.4
10,29,2009, 20,41,HST, 78.0,78,5.0,6.0,32,2,5.36,,6,357,13.30,70.6
10,29,2009, 21,41,HST, 77.0,77,3.0,6.0,345,2,5.36,,6,16,13.20,69.2
10,29,2009, 22,41,HST, 74.0,80,2.0,5.0,302,2,5.36,,5,1,13.20,67.4
10,29,2009, 23,41,HST, 74.0,81,3.0,5.0,320,2,5.36,,5,337,13.20,67.8
10,30,2009, 0,41,HST, 75.0,85,3.0,6.0,2,2,5.36,,6,358,13.20,70.2
10,30,2009, 1,41,HST, 73.0,82,1.0,5.0,333,2,5.36,,5,313,13.10,67.2
10,30,2009, 2,41,HST, 74.0,84,2.0,4.0,40,0,5.36,,4,22,13.10,68.8
10,30,2009, 3,41,HST, 73.0,84,1.0,4.0,275,0,5.36,,4,35,13.10,67.9
10,30,2009, 4,41,HST, 74.0,82,0.0,4.0,7,0,5.36,,4,296,13.10,68.1
10,30,2009, 5,41,HST, 74.0,86,2.0,4.0,45,0,5.36,,4,53,13.10,69.5
10,30,2009, 6,41,HST, 72.0,90,1.0,3.0,0,2,5.36,,3,90,13.10,68.9
10,30,2009, 7,41,HST, 77.0,83,2.0,4.0,56,2,5.36,,4,10,13.30,71.4
10,30,2009, 8,41,HST, 82.0,71,3.0,6.0,6,0,5.36,,6,10,14.00,71.6
10,30,2009, 9,41,HST, 85.0,62,5.0,10.0,53,0,5.36,,10,122,13.90,70.5
10,30,2009, 10,41,HST, 86.0,62,5.0,10.0,56,2,5.36,,10,46,13.90,71.4
10,30,2009, 11,41,HST, 87.0,58,8.0,15.0,143,2,5.36,,15,150,13.90,70.4
10,30,2009, 12,41,HST, 88.0,56,7.0,14.0,84,2,5.36,,14,152,13.80,70.3
10,30,2009, 13,41,HST, 87.0,58,8.0,17.0,116,2,5.36,,17,131,13.80,70.4
10,30,2009, 14,41,HST, 87.0,56,8.0,14.0,73,2,5.36,,14,96,13.80,69.4
10,30,2009, 15,41,HST, 85.0,58,9.0,12.0,88,2,5.36,,12,80,13.90,68.5
10,30,2009, 16,41,HST, 84.0,61,9.0,14.0,78,2,5.36,,14,87,13.70,69.1
10,30,2009, 17,41,HST, 82.0,66,7.0,12.0,51,2,5.36,,12,52,13.40,69.5
10,30,2009, 18,41,HST, 80.0,70,4.0,14.0,73,2,5.36,,14,78,13.30,69.3
10,30,2009, 19,41,HST, 79.0,71,6.0,9.0,76,2,5.36,,9,65,13.30,68.8
10,30,2009, 20,41,HST, 79.0,72,4.0,9.0,66,2,5.36,,9,56,13.30,69.2
10,30,2009, 21,41,HST, 76.0,74,4.0,6.0,307,0,5.36,,6,50,13.20,67.1
10,30,2009, 22,41,HST, 77.0,81,3.0,4.0,346,0,5.36,,4,358,13.20,70.7
10,30,2009, 23,41,HST, 78.0,76,6.0,9.0,92,0,5.36,,9,96,13.20,69.8
10,31,2009, 0,41,HST, 78.0,71,5.0,8.0,70,2,5.36,,8,93,13.20,67.8
10,31,2009, 1,41,HST, 78.0,73,6.0,9.0,77,2,5.36,,9,60,13.20,68.6
10,31,2009, 2,41,HST, 77.0,74,5.0,9.0,42,2,5.36,,9,90,13.20,68.1
10,31,2009, 3,41,HST, 77.0,71,7.0,10.0,58,0,5.36,,10,85,13.10,66.9
10,31,2009, 4,41,HST, 75.0,74,5.0,10.0,27,0,5.36,,10,48,13.10,66.1
10,31,2009, 5,41,HST, 74.0,75,3.0,7.0,353,0,5.36,,7,31,13.10,65.6
10,31,2009, 6,41,HST, 72.0,80,3.0,6.0,310,0,5.36,,6,341,13.10,65.5
10,31,2009, 7,41,HST, 78.0,77,2.0,5.0,343,0,5.36,,5,47,13.40,70.2
10,31,2009, 8,41,HST, 81.0,64,5.0,8.0,19,0,5.36,,8,28,14.00,67.6
10,31,2009, 9,41,HST, 83.0,60,7.0,14.0,75,0,5.36,,14,53,14.00,67.7
10,31,2009, 10,41,HST, 84.0,57,8.0,15.0,52,0,5.36,,15,89,13.90,67.1
10,31,2009, 11,41,HST, 84.0,56,10.0,16.0,77,0,5.36,,16,84,13.90,66.6
10,31,2009, 12,41,HST, 85.0,55,9.0,16.0,81,0,5.36,,16,65,13.90,67.0
10,31,2009, 13,41,HST, 86.0,53,8.0,14.0,80,0,5.36,,14,73,13.80,66.8
10,31,2009, 14,41,HST, 85.0,53,9.0,15.0,57,0,5.36,,15,81,13.80,65.9
10,31,2009, 15,41,HST, 84.0,51,9.0,15.0,61,0,5.36,,15,67,13.90,63.9
10,31,2009, 16,41,HST, 83.0,57,11.0,17.0,82,0,5.36,,17,85,13.90,66.2
10,31,2009, 17,41,HST, 80.0,61,7.0,15.0,69,0,5.36,,15,66,13.40,65.3
10,31,2009, 18,41,HST, 79.0,67,7.0,12.0,69,0,5.36,,12,37,13.30,67.1
10,31,2009, 19,41,HST, 79.0,68,6.0,12.0,51,0,5.36,,12,90,13.30,67.5
10,31,2009, 20,41,HST, 78.0,70,7.0,11.0,84,0,5.36,,11,79,13.30,67.4
10,31,2009, 21,41,HST, 78.0,69,3.0,8.0,68,0,5.36,,8,73,13.20,67.0
10,31,2009, 22,41,HST, 74.0,72,2.0,6.0,253,0,5.36,,6,52,13.20,64.4
10,31,2009, 23,41,HST, 73.0,79,3.0,5.0,302,0,5.36,,5,331,13.20,66.1
11,1,2009, 0,41,HST, 74.0,73,6.0,9.0,335,2,5.36,,9,333,13.20,64.8
11,1,2009, 1,41,HST, 77.0,75,4.0,9.0,13,0,5.36,,9,51,13.20,68.5
11,1,2009, 2,41,HST, 75.0,76,3.0,8.0,332,2,5.36,,8,331,13.10,66.9
11,1,2009, 3,41,HST, 75.0,77,4.0,8.0,333,2,5.36,,8,327,13.10,67.3
11,1,2009, 4,41,HST, 74.0,81,3.0,7.0,326,2,5.36,,7,340,13.10,67.8
11,1,2009, 5,41,HST, 74.0,80,3.0,7.0,327,2,5.36,,7,357,13.10,67.4
11,1,2009, 6,41,HST, 74.0,79,4.0,8.0,340,2,5.36,,8,346,13.10,67.1
11,1,2009, 7,41,HST, 78.0,76,3.0,8.0,344,0,5.36,,8,339,13.40,69.8
11,1,2009, 8,41,HST, 81.0,69,6.0,9.0,43,0,5.36,,9,38,14.00,69.8
11,1,2009, 9,41,HST, 82.0,65,10.0,17.0,83,0,5.36,,17,76,13.90,69.0
11,1,2009, 10,41,HST, 84.0,59,8.0,15.0,69,0,5.36,,15,84,13.90,68.1
11,1,2009, 11,41,HST, 84.0,62,11.0,17.0,52,0,5.36,,17,53,13.90,69.6
11,1,2009, 12,41,HST, 84.0,62,10.0,16.0,63,0,5.36,,16,85,13.90,69.6
11,1,2009, 13,41,HST, 85.0,61,9.0,18.0,68,0,5.36,,18,80,13.90,70.0
11,1,2009, 14,41,HST, 84.0,59,11.0,17.0,73,0,5.36,,17,49,13.90,68.1
11,1,2009, 15,41,HST, 82.0,64,10.0,17.0,48,0,5.36,,17,88,13.90,68.6
11,1,2009, 16,41,HST, 82.0,64,9.0,16.0,52,0,5.36,,16,58,13.90,68.6
11,1,2009, 17,41,HST, 80.0,68,7.0,14.0,67,0,5.36,,14,90,13.50,68.5
11,1,2009, 18,41,HST, 79.0,69,12.0,16.0,81,0,5.36,,16,88,13.30,67.9
11,1,2009, 19,41,HST, 79.0,71,8.0,21.0,67,0,5.36,,21,87,13.30,68.8
