MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,PREC,SINT,FT,FM,PEAK,PDIR,VOLT,DWPF
10,21,2009, 12,51,HST, 81.0,0,3.0,8.0,76,1,287.0,87.54,,85.0,18,8,78,13.40,
10,21,2009, 13,51,HST, 80.0,0,2.0,7.0,64,1,188.0,87.54,,84.0,16,7,90,13.40,
10,21,2009, 14,51,HST, 80.0,0,1.0,6.0,47,1,164.0,87.54,,84.0,13,6,83,13.30,
10,21,2009, 15,51,HST, 78.0,0,1.0,5.0,257,1,115.0,87.54,,80.0,13,5,175,13.20,
10,21,2009, 16,51,HST, 76.0,0,1.0,6.0,229,2,74.0,87.54,,78.0,15,6,267,13.20,
10,21,2009, 17,51,HST, 76.0,0,0.0,2.0,359,2,66.0,87.54,,77.0,14,2,246,13.10,
10,21,2009, 18,51,HST, 74.0,4,1.0,4.0,56,2,1.0,87.54,,74.0,17,4,80,13.10,-5.8
10,21,2009, 19,51,HST, 73.0,6,0.0,2.0,24,2,0.0,87.54,,73.0,19,2,76,13.00,2.0
10,21,2009, 20,51,HST, 72.0,7,1.0,3.0,20,2,0.0,87.54,,71.0,19,3,26,13.00,4.6
10,21,2009, 21,51,HST, 70.0,8,0.0,2.0,103,1,0.0,87.54,,69.0,20,2,2,13.00,6.0
10,21,2009, 22,51,HST, 69.0,9,0.0,2.0,26,1,0.0,87.54,,68.0,21,2,87,12.90,7.8
10,21,2009, 23,51,HST, 69.0,10,0.0,0.0,,1,0.0,87.54,,67.0,22,0,0,12.90,10.2
10,22,2009, 0,51,HST, 68.0,10,1.0,5.0,357,1,0.0,87.54,,67.0,22,5,109,12.90,9.4
10,22,2009, 1,51,HST, 70.0,8,2.0,7.0,52,1,0.0,87.54,,67.0,22,7,105,12.90,6.0
10,22,2009, 2,51,HST, 68.0,7,1.0,6.0,42,1,0.0,87.54,,66.0,22,6,91,12.90,1.6
10,22,2009, 3,51,HST, 67.0,10,0.0,5.0,33,1,0.0,87.54,,65.0,22,5,94,12.90,8.7
10,22,2009, 4,51,HST, 68.0,10,0.0,0.0,,1,0.0,87.54,,67.0,23,0,0,12.90,9.4
10,22,2009, 5,51,HST, 69.0,5,1.0,5.0,293,1,0.0,87.54,,68.0,22,5,112,12.90,-4.7
10,22,2009, 6,51,HST, 69.0,8,1.0,5.0,5,1,4.0,87.54,,68.0,23,5,342,12.90,5.3
10,22,2009, 7,51,HST, 72.0,7,2.0,6.0,19,1,51.0,87.54,,71.0,22,6,81,12.90,4.6
10,22,2009, 8,51,HST, 75.0,5,2.0,6.0,30,1,107.0,87.54,,74.0,21,6,116,12.90,-0.5
10,22,2009, 9,51,HST, 75.0,0,2.0,8.0,56,1,192.0,87.55,,76.0,19,8,219,13.10,
10,22,2009, 10,51,HST, 77.0,0,2.0,6.0,20,1,314.0,87.55,,81.0,19,6,97,13.50,
10,22,2009, 11,51,HST, 80.0,0,2.0,8.0,6,1,463.0,87.55,,86.0,13,8,98,13.50,
10,22,2009, 12,51,HST, 78.0,0,2.0,10.0,62,1,379.0,87.55,,86.0,11,10,113,13.40,
10,22,2009, 13,51,HST, 79.0,0,1.0,5.0,4,1,242.0,87.55,,85.0,11,5,112,13.50,
10,22,2009, 14,51,HST, 78.0,0,1.0,6.0,52,1,296.0,87.55,,85.0,10,6,79,13.30,
10,22,2009, 15,51,HST, 82.0,0,2.0,7.0,71,2,453.0,87.55,,94.0,8,7,86,13.40,
10,22,2009, 16,51,HST, 76.0,0,2.0,6.0,59,2,50.0,87.55,,78.0,10,6,100,13.20,
10,22,2009, 17,51,HST, 74.0,0,1.0,6.0,34,2,29.0,87.55,,74.0,11,6,97,13.10,
10,22,2009, 18,51,HST, 70.0,0,1.0,2.0,230,2,1.0,87.55,,70.0,13,2,92,13.10,
10,22,2009, 19,51,HST, 70.0,4,0.0,3.0,228,2,0.0,87.55,,69.0,16,3,238,13.10,-8.6
10,22,2009, 20,51,HST, 70.0,6,1.0,4.0,70,2,0.0,87.55,,69.0,18,4,52,13.10,-0.2
10,22,2009, 21,51,HST, 71.0,1,2.0,6.0,93,2,0.0,87.55,,69.0,19,6,81,13.00,-34.2
10,22,2009, 22,51,HST, 69.0,5,0.0,2.0,183,2,0.0,87.55,,67.0,20,2,214,13.00,-4.7
10,22,2009, 23,51,HST, 69.0,8,0.0,0.0,,2,0.0,87.55,,67.0,21,0,0,13.00,5.3
10,23,2009, 0,51,HST, 70.0,10,1.0,5.0,108,2,0.0,87.55,,69.0,22,5,104,13.00,10.9
10,23,2009, 1,51,HST, 70.0,8,0.0,4.0,235,2,0.0,87.55,,69.0,22,4,66,13.00,6.0
10,23,2009, 2,51,HST, 69.0,7,1.0,1.0,215,2,0.0,87.55,,67.0,22,1,208,12.90,2.4
10,23,2009, 3,51,HST, 69.0,5,1.0,5.0,178,2,0.0,87.55,,67.0,22,5,94,12.90,-4.7
10,23,2009, 4,51,HST, 68.0,4,0.0,0.0,,2,0.0,87.55,,66.0,22,0,0,12.90,-10.0
10,23,2009, 5,51,HST, 68.0,7,0.0,4.0,244,2,0.0,87.55,,66.0,23,4,97,12.90,1.6
10,23,2009, 6,51,HST, 68.0,12,0.0,0.0,,2,2.0,87.55,,67.0,23,0,0,12.90,13.5
10,23,2009, 7,51,HST, 70.0,10,0.0,4.0,262,2,33.0,87.55,,68.0,23,4,95,12.90,10.9
10,23,2009, 8,51,HST, 75.0,0,2.0,6.0,19,2,64.0,87.55,,72.0,22,6,356,12.90,
10,23,2009, 9,51,HST, 79.0,0,3.0,6.0,50,2,124.0,87.55,,78.0,20,6,97,13.00,
10,23,2009, 10,51,HST, 80.0,0,3.0,9.0,44,2,200.0,87.55,,82.0,15,9,96,13.20,
10,23,2009, 11,51,HST, 83.0,0,3.0,11.0,50,2,443.0,87.55,,93.0,12,11,96,13.60,
10,23,2009, 12,51,HST, 82.0,0,3.0,10.0,62,2,507.0,87.55,,94.0,9,10,76,13.50,
10,23,2009, 13,51,HST, 80.0,0,3.0,9.0,58,2,261.0,87.55,,86.0,9,9,66,13.40,
10,23,2009, 14,51,HST, 81.0,0,4.0,8.0,58,2,248.0,87.55,,91.0,9,8,69,13.50,
10,23,2009, 15,51,HST, 79.0,0,4.0,14.0,57,2,401.0,87.55,,90.0,9,14,84,13.70,
10,23,2009, 16,51,HST, 76.0,0,4.0,12.0,49,2,161.0,87.55,,78.0,10,12,84,13.30,
10,23,2009, 17,51,HST, 74.0,0,2.0,9.0,60,2,37.0,87.55,,74.0,11,9,86,13.10,
10,23,2009, 18,51,HST, 73.0,0,0.0,7.0,203,2,2.0,87.55,,72.0,12,7,90,13.10,
10,23,2009, 19,51,HST, 71.0,0,0.0,0.0,,2,0.0,87.55,,70.0,14,0,0,13.10,
10,23,2009, 20,51,HST, 72.0,0,0.0,3.0,153,2,0.0,87.55,,71.0,15,3,270,13.10,
10,23,2009, 21,51,HST, 72.0,0,2.0,5.0,67,2,0.0,87.55,,71.0,17,5,65,13.10,
10,23,2009, 22,51,HST, 71.0,0,1.0,6.0,175,2,0.0,87.55,,70.0,17,6,72,13.00,
10,23,2009, 23,51,HST, 69.0,4,0.0,1.0,204,2,0.0,87.55,,69.0,19,1,242,13.00,-9.3
10,24,2009, 0,51,HST, 69.0,5,1.0,3.0,209,2,0.0,87.55,,67.0,20,3,81,13.00,-4.7
10,24,2009, 1,51,HST, 69.0,7,0.0,2.0,196,2,0.0,87.55,,67.0,21,2,33,13.00,2.4
10,24,2009, 2,51,HST, 69.0,9,0.0,0.0,,2,0.0,87.55,,68.0,21,0,0,13.00,7.8
10,24,2009, 3,51,HST, 69.0,10,0.0,0.0,,2,0.0,87.55,,67.0,22,0,0,13.00,10.2
10,24,2009, 4,51,HST, 69.0,10,0.0,0.0,,2,0.0,87.55,,69.0,22,0,0,12.90,10.2
10,24,2009, 5,51,HST, 70.0,4,0.0,0.0,,2,0.0,87.55,,69.0,22,0,0,12.90,-8.6
10,24,2009, 6,51,HST, 70.0,8,0.0,6.0,84,2,1.0,87.55,,69.0,22,6,101,12.90,6.0
10,24,2009, 7,51,HST, 71.0,11,0.0,6.0,179,2,46.0,87.56,,72.0,23,6,240,12.90,13.9
10,24,2009, 8,51,HST, 74.0,1,0.0,4.0,149,2,107.0,87.56,,73.0,22,4,98,12.90,-32.4
10,24,2009, 9,51,HST, 76.0,0,1.0,5.0,21,2,145.0,87.56,,75.0,21,5,174,13.00,
10,24,2009, 10,51,HST, 81.0,0,2.0,5.0,74,2,164.0,87.56,,80.0,19,5,281,13.30,
10,24,2009, 11,51,HST, 83.0,0,2.0,7.0,206,2,396.0,87.56,,89.0,11,7,286,13.50,
10,24,2009, 12,51,HST, 80.0,0,2.0,7.0,70,2,192.0,87.56,,82.0,11,7,77,13.30,
10,24,2009, 13,51,HST, 79.0,0,1.0,6.0,280,2,114.0,87.56,,82.0,11,6,256,13.20,
10,24,2009, 14,51,HST, 79.0,0,1.0,5.0,11,2,158.0,87.56,,82.0,11,5,201,13.20,
10,24,2009, 15,51,HST, 76.0,0,1.0,4.0,229,2,57.0,87.56,,78.0,13,4,88,13.10,
10,24,2009, 16,51,HST, 75.0,0,1.0,4.0,92,2,43.0,87.56,,76.0,14,4,93,13.10,
10,24,2009, 17,51,HST, 74.0,0,0.0,2.0,89,2,13.0,87.56,,74.0,15,2,102,13.00,
10,24,2009, 18,51,HST, 73.0,4,0.0,2.0,143,2,1.0,87.56,,73.0,16,2,145,13.00,-6.5
10,24,2009, 19,51,HST, 71.0,9,0.0,0.0,,2,0.0,87.56,,71.0,19,0,0,13.00,9.4
10,24,2009, 20,51,HST, 70.0,9,0.0,0.0,,2,0.0,87.56,,69.0,21,0,0,12.90,8.6
10,24,2009, 21,51,HST, 68.0,8,0.0,0.0,,2,0.0,87.56,,67.0,22,0,0,12.90,4.5
10,24,2009, 22,51,HST, 70.0,7,0.0,0.0,,2,0.0,87.56,,69.0,22,0,0,12.90,3.1
10,24,2009, 23,51,HST, 70.0,7,0.0,0.0,,2,0.0,87.56,,69.0,22,0,0,12.90,3.1
10,25,2009, 0,51,HST, 69.0,10,0.0,0.0,,2,0.0,87.56,,68.0,22,0,0,12.90,10.2
10,25,2009, 1,51,HST, 69.0,10,0.0,0.0,,2,0.0,87.56,,67.0,23,0,0,12.90,10.2
10,25,2009, 2,51,HST, 68.0,10,0.0,0.0,,2,0.0,87.56,,67.0,23,0,0,12.90,9.4
10,25,2009, 3,51,HST, 68.0,11,0.0,3.0,197,2,0.0,87.56,,66.0,23,3,31,12.90,11.5
10,25,2009, 4,51,HST, 67.0,11,0.0,0.0,,2,0.0,87.56,,65.0,23,0,0,12.90,10.8
10,25,2009, 5,51,HST, 67.0,12,0.0,0.0,,2,0.0,87.56,,65.0,23,0,0,12.90,12.7
10,25,2009, 6,51,HST, 67.0,13,0.0,0.0,,2,2.0,87.56,,66.0,24,0,0,12.90,14.5
10,25,2009, 7,51,HST, 70.0,13,1.0,5.0,353,2,31.0,87.56,,69.0,24,5,283,12.90,16.9
10,25,2009, 8,51,HST, 74.0,4,2.0,5.0,27,2,57.0,87.56,,71.0,23,5,329,12.90,-5.8
10,25,2009, 9,51,HST, 78.0,0,3.0,7.0,53,2,117.0,87.56,,76.0,21,7,112,13.00,
10,25,2009, 10,51,HST, 80.0,0,4.0,9.0,60,2,193.0,87.56,,81.0,17,9,81,13.30,
10,25,2009, 11,51,HST, 80.0,0,3.0,9.0,62,2,424.0,87.56,,87.0,13,9,84,13.90,
10,25,2009, 12,51,HST, 81.0,0,3.0,9.0,82,2,282.0,87.56,,87.0,10,9,118,13.40,
10,25,2009, 13,51,HST, 77.0,0,1.0,7.0,336,2,53.0,87.56,,78.0,10,7,78,13.20,
10,25,2009, 14,51,HST, 74.0,0,1.0,4.0,198,2,51.0,87.58,,74.0,15,4,234,13.10,
10,25,2009, 15,51,HST, 70.0,11,1.0,6.0,180,2,15.0,89.24,,70.0,23,6,84,13.10,13.1
10,25,2009, 16,51,HST, 69.0,13,1.0,4.0,66,2,17.0,89.84,,70.0,23,4,345,13.10,16.1
10,25,2009, 17,51,HST, 69.0,14,0.0,3.0,98,2,13.0,89.91,,69.0,24,3,348,13.00,17.8
10,25,2009, 18,51,HST, 68.0,14,0.0,0.0,,2,0.0,89.91,,67.0,23,0,0,13.00,17.0
10,25,2009, 19,51,HST, 67.0,14,0.0,3.0,131,2,0.0,89.91,,66.0,24,3,339,13.00,16.2
10,25,2009, 20,51,HST, 67.0,14,0.0,0.0,,2,0.0,89.91,,66.0,24,0,0,12.90,16.2
10,25,2009, 21,51,HST, 67.0,14,0.0,3.0,241,2,0.0,89.91,,66.0,24,3,89,12.90,16.2
10,25,2009, 22,51,HST, 66.0,15,0.0,0.0,,2,0.0,89.91,,65.0,24,0,0,12.90,17.0
10,25,2009, 23,51,HST, 66.0,15,0.0,5.0,315,2,0.0,89.92,,65.0,24,5,320,12.90,17.0
10,26,2009, 0,51,HST, 67.0,15,1.0,5.0,35,2,0.0,89.92,,65.0,24,5,97,12.90,17.8
10,26,2009, 1,51,HST, 67.0,15,1.0,7.0,32,2,0.0,89.92,,66.0,24,7,68,12.90,17.8
10,26,2009, 2,51,HST, 67.0,12,0.0,7.0,231,2,0.0,89.92,,65.0,24,7,92,12.90,12.7
10,26,2009, 3,51,HST, 67.0,14,0.0,3.0,196,2,0.0,89.92,,65.0,24,3,132,12.90,16.2
10,26,2009, 4,51,HST, 66.0,15,0.0,0.0,,2,0.0,89.92,,64.0,24,0,0,12.90,17.0
10,26,2009, 5,51,HST, 66.0,13,0.0,0.0,,2,0.0,89.92,,64.0,24,0,0,12.90,13.8
10,26,2009, 6,51,HST, 68.0,12,1.0,4.0,155,2,2.0,89.92,,65.0,24,4,63,12.90,13.5
10,26,2009, 7,51,HST, 69.0,11,0.0,4.0,5,2,26.0,89.92,,67.0,24,4,79,12.90,12.3
10,26,2009, 8,51,HST, 72.0,4,2.0,5.0,40,2,52.0,89.92,,69.0,23,5,54,12.90,-7.2
10,26,2009, 9,51,HST, 75.0,0,3.0,6.0,46,2,125.0,89.92,,71.0,23,6,357,12.90,
10,26,2009, 10,51,HST, 77.0,0,3.0,7.0,35,2,110.0,89.92,,72.0,22,7,353,13.00,
10,26,2009, 11,51,HST, 81.0,0,2.0,6.0,68,2,528.0,89.92,,80.0,18,6,21,14.20,
10,26,2009, 12,51,HST, 80.0,0,2.0,7.0,226,2,586.0,89.92,,83.0,18,7,109,13.50,
10,26,2009, 13,51,HST, 81.0,0,1.0,4.0,73,2,278.0,89.92,,89.0,21,4,176,13.50,
10,26,2009, 14,51,HST, 77.0,0,1.0,7.0,87,2,158.0,89.92,,79.0,18,7,104,13.90,
10,26,2009, 15,51,HST, 75.0,0,2.0,5.0,55,2,94.0,89.92,,75.0,16,5,74,13.20,
10,26,2009, 16,51,HST, 76.0,0,1.0,6.0,68,2,82.0,89.92,,76.0,15,6,48,13.20,
10,26,2009, 17,51,HST, 72.0,0,0.0,6.0,325,2,26.0,89.92,,71.0,16,6,97,13.10,
10,26,2009, 18,51,HST, 69.0,0,0.0,0.0,,2,1.0,89.92,,68.0,18,0,0,13.10,
10,26,2009, 19,51,HST, 68.0,5,0.0,0.0,,2,0.0,89.92,,67.0,20,0,0,13.10,-5.4
10,26,2009, 20,51,HST, 68.0,5,0.0,0.0,,2,0.0,89.92,,66.0,21,0,0,13.10,-5.4
10,26,2009, 21,51,HST, 68.0,5,0.0,5.0,240,2,0.0,89.92,,67.0,21,5,49,13.00,-5.4
10,26,2009, 22,51,HST, 69.0,9,0.0,0.0,,2,0.0,89.92,,68.0,21,0,0,13.00,7.8
10,26,2009, 23,51,HST, 68.0,9,0.0,0.0,,2,0.0,89.92,,66.0,22,0,0,13.00,7.1
10,27,2009, 0,51,HST, 68.0,9,0.0,3.0,180,2,0.0,89.92,,67.0,22,3,349,13.00,7.1
10,27,2009, 1,51,HST, 68.0,9,0.0,2.0,193,2,0.0,89.92,,67.0,23,2,215,13.00,7.1
10,27,2009, 2,51,HST, 67.0,11,0.0,0.0,,2,0.0,89.92,,66.0,23,0,0,12.90,10.8
10,27,2009, 3,51,HST, 67.0,11,0.0,0.0,,2,0.0,89.92,,65.0,23,0,0,12.90,10.8
10,27,2009, 4,51,HST, 67.0,12,0.0,2.0,291,2,0.0,89.92,,65.0,23,2,328,12.90,12.7
10,27,2009, 5,51,HST, 67.0,13,0.0,0.0,,2,0.0,89.92,,65.0,24,0,0,12.90,14.5
10,27,2009, 6,51,HST, 67.0,14,0.0,0.0,,2,2.0,89.92,,66.0,23,0,0,12.90,16.2
10,27,2009, 7,51,HST, 69.0,14,0.0,0.0,,2,30.0,89.92,,67.0,24,0,0,12.90,17.8
10,27,2009, 8,51,HST, 73.0,10,1.0,4.0,76,2,79.0,89.92,,71.0,24,4,89,12.90,13.2
10,27,2009, 9,51,HST, 77.0,0,2.0,5.0,66,2,198.0,89.92,,75.0,21,5,79,13.10,
10,27,2009, 10,51,HST, 79.0,0,2.0,6.0,40,2,176.0,89.92,,80.0,18,6,108,13.30,
10,27,2009, 11,51,HST, 81.0,0,2.0,6.0,73,2,472.0,89.92,,90.0,10,6,95,13.50,
10,27,2009, 12,51,HST, 80.0,0,2.0,7.0,64,2,352.0,89.92,,89.0,10,7,106,13.50,
10,27,2009, 13,51,HST, 79.0,0,2.0,6.0,60,2,224.0,89.92,,86.0,11,6,84,13.70,
10,27,2009, 14,51,HST, 77.0,0,2.0,7.0,59,2,142.0,89.92,,80.0,11,7,101,13.30,
10,27,2009, 15,51,HST, 76.0,0,2.0,7.0,70,2,172.0,89.92,,79.0,11,7,103,13.30,
10,27,2009, 16,51,HST, 75.0,0,1.0,5.0,59,2,61.0,89.92,,75.0,12,5,109,13.20,
10,27,2009, 17,51,HST, 73.0,0,1.0,7.0,73,2,19.0,89.92,,72.0,13,7,106,13.10,
10,27,2009, 18,51,HST, 70.0,0,0.0,3.0,197,2,1.0,89.92,,69.0,15,3,196,13.10,
10,27,2009, 19,51,HST, 69.0,0,0.0,2.0,202,2,0.0,89.92,,68.0,17,2,174,13.10,
10,27,2009, 20,51,HST, 68.0,6,0.0,0.0,,2,0.0,89.92,,67.0,19,0,0,13.10,-1.6
10,27,2009, 21,51,HST, 68.0,8,0.0,0.0,,2,0.0,89.92,,66.0,20,0,0,13.00,4.5
10,27,2009, 22,51,HST, 68.0,11,1.0,2.0,190,2,0.0,89.92,,67.0,21,2,289,13.00,11.5
10,27,2009, 23,51,HST, 67.0,11,0.0,0.0,,2,0.0,89.92,,66.0,22,0,0,13.00,10.8
10,28,2009, 0,51,HST, 67.0,12,0.0,0.0,,2,0.0,89.92,,65.0,22,0,0,13.00,12.7
10,28,2009, 1,51,HST, 66.0,12,0.0,0.0,,2,0.0,89.92,,65.0,23,0,0,13.00,12.0
10,28,2009, 2,51,HST, 67.0,12,0.0,4.0,185,2,0.0,89.92,,65.0,23,4,227,12.90,12.7
10,28,2009, 3,51,HST, 67.0,10,0.0,0.0,,2,0.0,89.92,,65.0,23,0,0,12.90,8.7
10,28,2009, 4,51,HST, 67.0,11,0.0,0.0,,2,0.0,89.92,,65.0,23,0,0,12.90,10.8
10,28,2009, 5,51,HST, 67.0,11,0.0,1.0,197,2,0.0,89.92,,65.0,23,1,192,12.90,10.8
10,28,2009, 6,51,HST, 67.0,5,1.0,3.0,189,1,2.0,89.92,,65.0,24,3,172,12.90,-6.1
10,28,2009, 7,51,HST, 69.0,6,0.0,2.0,157,1,27.0,89.92,,67.0,23,2,192,12.90,-0.9
10,28,2009, 8,51,HST, 73.0,0,1.0,4.0,328,1,69.0,89.92,,69.0,23,4,276,12.90,
10,28,2009, 9,51,HST, 77.0,0,1.0,5.0,92,1,134.0,89.92,,74.0,21,5,264,13.00,
10,28,2009, 10,51,HST, 77.0,0,2.0,6.0,298,1,155.0,89.92,,78.0,18,6,247,13.10,
10,28,2009, 11,51,HST, 80.0,0,1.0,6.0,85,1,268.0,89.92,,84.0,15,6,179,13.40,
10,28,2009, 12,51,HST, 78.0,0,2.0,6.0,14,1,182.0,89.92,,81.0,13,6,288,13.30,
10,28,2009, 13,51,HST, 79.0,0,3.0,11.0,271,1,263.0,89.92,,86.0,11,11,243,13.50,
10,28,2009, 14,51,HST, 76.0,0,3.0,9.0,268,2,193.0,89.92,,79.0,12,9,249,13.30,
10,28,2009, 15,51,HST, 76.0,0,2.0,9.0,240,2,85.0,89.92,,77.0,12,9,280,13.20,
10,28,2009, 16,51,HST, 75.0,0,2.0,7.0,250,2,74.0,89.92,,76.0,13,7,290,13.10,
10,28,2009, 17,51,HST, 73.0,0,1.0,5.0,242,2,21.0,89.92,,73.0,15,5,261,13.10,
10,28,2009, 18,51,HST, 72.0,5,1.0,5.0,229,2,1.0,89.92,,71.0,17,5,206,13.00,-2.6
10,28,2009, 19,51,HST, 72.0,9,2.0,5.0,264,1,0.0,89.92,,71.0,19,5,278,13.00,10.1
10,28,2009, 20,51,HST, 72.0,10,2.0,7.0,279,1,0.0,89.92,,71.0,20,7,177,13.00,12.5
10,28,2009, 21,51,HST, 71.0,10,1.0,5.0,234,1,0.0,89.92,,70.0,21,5,242,12.90,11.7
10,28,2009, 22,51,HST, 71.0,11,2.0,5.0,263,1,0.0,89.92,,70.0,21,5,280,12.90,13.9
10,28,2009, 23,51,HST, 71.0,12,2.0,6.0,276,1,0.0,89.92,,69.0,22,6,161,12.90,15.8
10,29,2009, 0,51,HST, 70.0,12,1.0,6.0,187,1,0.0,89.92,,69.0,22,6,153,12.90,15.1
10,29,2009, 1,51,HST, 69.0,13,0.0,2.0,163,1,0.0,89.92,,67.0,23,2,176,12.90,16.1
10,29,2009, 2,51,HST, 68.0,13,0.0,2.0,199,1,0.0,89.92,,66.0,23,2,138,12.90,15.3
10,29,2009, 3,51,HST, 67.0,13,0.0,0.0,,1,0.0,89.92,,66.0,23,0,0,12.90,14.5
10,29,2009, 4,51,HST, 67.0,13,0.0,0.0,,1,0.0,89.92,,66.0,23,0,0,12.90,14.5
10,29,2009, 5,51,HST, 67.0,12,0.0,0.0,,1,0.0,89.92,,66.0,23,0,0,12.90,12.7
10,29,2009, 6,51,HST, 67.0,11,0.0,0.0,,1,2.0,89.92,,65.0,24,0,0,12.90,10.8
10,29,2009, 7,51,HST, 70.0,12,1.0,4.0,158,1,30.0,89.92,,68.0,24,4,153,12.90,15.1
10,29,2009, 8,51,HST, 73.0,0,2.0,5.0,184,1,92.0,89.92,,70.0,23,5,294,12.90,
10,29,2009, 9,51,HST, 75.0,0,2.0,5.0,254,1,86.0,89.92,,72.0,21,5,269,12.90,
10,29,2009, 10,51,HST, 80.0,0,2.0,6.0,247,1,131.0,89.92,,79.0,20,6,201,13.10,
10,29,2009, 11,51,HST, 77.0,0,1.0,7.0,256,1,199.0,89.92,,80.0,16,7,179,13.10,
10,29,2009, 12,51,HST, 77.0,0,1.0,6.0,264,1,222.0,89.92,,80.0,13,6,185,13.20,
10,29,2009, 13,51,HST, 82.0,0,2.0,5.0,256,1,455.0,89.92,,93.0,10,5,240,13.50,
10,29,2009, 14,51,HST, 77.0,0,1.0,5.0,198,2,112.0,89.92,,80.0,11,5,283,13.20,
10,29,2009, 15,51,HST, 76.0,0,1.0,5.0,259,2,103.0,89.92,,78.0,12,5,271,13.20,
10,29,2009, 16,51,HST, 74.0,0,1.0,4.0,51,2,26.0,89.92,,75.0,15,4,227,13.10,
10,29,2009, 17,51,HST, 72.0,0,0.0,2.0,110,2,23.0,89.92,,73.0,15,2,132,13.10,
10,29,2009, 18,51,HST, 71.0,6,0.0,0.0,,2,1.0,89.92,,70.0,17,0,0,13.00,0.5
10,29,2009, 19,51,HST, 70.0,7,0.0,0.0,,2,0.0,89.92,,69.0,19,0,0,13.00,3.1
10,29,2009, 20,51,HST, 69.0,8,0.0,0.0,,2,0.0,89.92,,68.0,20,0,0,13.00,5.3
10,29,2009, 21,51,HST, 69.0,7,0.0,0.0,,1,0.0,89.92,,67.0,21,0,0,12.90,2.4
10,29,2009, 22,51,HST, 68.0,7,0.0,0.0,,1,0.0,89.92,,66.0,22,0,0,12.90,1.6
10,29,2009, 23,51,HST, 68.0,5,0.0,0.0,,1,0.0,89.92,,67.0,22,0,0,12.90,-5.4
10,30,2009, 0,51,HST, 69.0,2,0.0,0.0,,1,0.0,89.92,,67.0,22,0,0,12.90,-22.8
10,30,2009, 1,51,HST, 69.0,4,0.0,0.0,,1,0.0,89.92,,68.0,22,0,0,12.90,-9.3
10,30,2009, 2,51,HST, 69.0,4,0.0,0.0,,0,0.0,89.92,,67.0,22,0,0,12.90,-9.3
10,30,2009, 3,51,HST, 69.0,7,0.0,2.0,192,0,0.0,89.92,,67.0,22,2,264,12.90,2.4
10,30,2009, 4,51,HST, 68.0,8,0.0,0.0,,0,0.0,89.92,,66.0,23,0,0,12.90,4.5
10,30,2009, 5,51,HST, 68.0,8,0.0,0.0,,0,0.0,89.92,,66.0,23,0,0,12.90,4.5
10,30,2009, 6,51,HST, 69.0,7,0.0,0.0,,1,2.0,89.92,,67.0,23,0,0,12.90,2.4
10,30,2009, 7,51,HST, 72.0,5,1.0,4.0,6,1,39.0,89.92,,70.0,22,4,348,12.90,-2.6
10,30,2009, 8,51,HST, 74.0,0,2.0,5.0,1,0,71.0,89.92,,72.0,20,5,0,12.90,
10,30,2009, 9,51,HST, 77.0,0,2.0,6.0,59,0,88.0,89.92,,75.0,18,6,81,12.90,
10,30,2009, 10,51,HST, 79.0,0,3.0,6.0,60,1,79.0,89.92,,78.0,16,6,101,13.00,
10,30,2009, 11,51,HST, 82.0,0,3.0,6.0,252,1,426.0,89.92,,88.0,16,6,84,13.70,
10,30,2009, 12,51,HST, 83.0,0,3.0,7.0,258,1,638.0,89.92,,96.0,10,7,291,14.20,
10,30,2009, 13,51,HST, 83.0,0,3.0,8.0,204,1,745.0,89.92,,98.0,8,8,277,13.60,
10,30,2009, 14,51,HST, 80.0,0,3.0,8.0,244,1,478.0,89.92,,90.0,8,8,165,13.50,
10,30,2009, 15,51,HST, 75.0,0,2.0,6.0,243,1,59.0,89.92,,78.0,10,6,231,13.20,
10,30,2009, 16,51,HST, 75.0,0,1.0,7.0,221,1,69.0,89.92,,76.0,12,7,244,13.10,
10,30,2009, 17,51,HST, 74.0,0,1.0,4.0,59,1,25.0,89.92,,74.0,13,4,94,13.10,
10,30,2009, 18,51,HST, 70.0,0,0.0,4.0,280,1,0.0,89.92,,70.0,15,4,111,13.10,
10,30,2009, 19,51,HST, 69.0,5,0.0,0.0,,2,0.0,89.92,,68.0,17,0,0,13.10,-4.7
10,30,2009, 20,51,HST, 68.0,6,0.0,0.0,,2,0.0,89.92,,67.0,19,0,0,13.10,-1.6
10,30,2009, 21,51,HST, 68.0,6,1.0,4.0,76,0,0.0,89.92,,67.0,20,4,105,13.10,-1.6
10,30,2009, 22,51,HST, 68.0,7,1.0,4.0,37,0,0.0,89.92,,67.0,21,4,354,13.00,1.6
10,30,2009, 23,51,HST, 68.0,6,1.0,4.0,72,0,0.0,89.92,,66.0,22,4,12,13.00,-1.6
10,31,2009, 0,51,HST, 67.0,9,0.0,4.0,22,2,0.0,89.92,,65.0,22,4,0,13.00,6.3
10,31,2009, 1,51,HST, 67.0,10,2.0,4.0,14,2,0.0,89.92,,65.0,22,4,2,13.00,8.7
10,31,2009, 2,51,HST, 67.0,6,1.0,5.0,18,2,0.0,89.92,,66.0,22,5,347,13.00,-2.4
10,31,2009, 3,51,HST, 66.0,10,2.0,5.0,28,0,0.0,89.92,,64.0,23,5,340,13.00,7.9
10,31,2009, 4,51,HST, 64.0,10,1.0,4.0,14,0,0.0,89.92,,63.0,22,4,36,13.00,6.4
