MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,TLKE,PREC,SINT,FT,FM,PEAK,PDIR,VOLT,DWPF
3,16,2011, 22,45,HST, 75.0,77,0.0,0.0,,1,0.0,,9.12,,74.0,16,0,0,12.90,67.3
3,16,2011, 23,45,HST, 74.0,78,0.0,0.0,,1,0.0,,9.12,,73.0,16,0,0,12.80,66.7
3,17,2011, 0,45,HST, 74.0,79,0.0,0.0,,1,0.0,,9.12,,73.0,16,0,0,12.80,67.1
3,17,2011, 2,45,HST, 74.0,77,0.0,0.0,,1,0.0,,9.12,,73.0,17,0,0,12.80,66.3
3,17,2011, 3,45,HST, 74.0,80,0.0,0.0,,1,0.0,,9.12,,73.0,17,0,0,12.80,67.4
3,17,2011, 4,45,HST, 74.0,79,0.0,0.0,,1,0.0,,9.12,,74.0,17,0,0,12.80,67.1
3,17,2011, 5,45,HST, 74.0,81,0.0,0.0,,1,0.0,,9.12,,74.0,17,0,0,12.80,67.8
3,17,2011, 6,45,HST, 74.0,78,0.0,0.0,,1,1.0,,9.12,,74.0,17,0,0,12.70,66.7
3,17,2011, 7,45,HST, 75.0,76,0.0,0.0,,1,60.0,,9.12,,76.0,16,0,0,13.00,66.9
3,17,2011, 9,45,HST, 77.0,74,0.0,0.0,,1,530.0,,9.12,,82.0,14,0,0,13.70,68.1
3,17,2011, 10,45,HST, 77.0,74,0.0,0.0,,1,559.0,,9.12,,84.0,13,0,0,13.60,68.1
3,17,2011, 11,45,HST, 78.0,71,0.0,0.0,,1,797.0,,9.12,,85.0,11,0,0,13.70,67.8
3,17,2011, 12,45,HST, 79.0,70,0.0,0.0,,1,865.0,,9.12,,89.0,10,0,0,14.00,68.4
3,17,2011, 13,45,HST, 79.0,72,0.0,0.0,,1,932.0,,9.12,,89.0,10,0,0,13.50,69.2
3,17,2011, 14,45,HST, 78.0,70,0.0,0.0,,1,807.0,,9.12,,83.0,10,0,0,13.60,67.4
3,17,2011, 15,45,HST, 77.0,70,0.0,0.0,,1,640.0,,9.12,,80.0,11,0,0,13.60,66.4
3,17,2011, 16,45,HST, 77.0,73,0.0,0.0,,1,321.0,,9.12,,80.0,11,0,0,13.90,67.7
3,17,2011, 17,45,HST, 76.0,77,0.0,0.0,,1,171.0,,9.12,,76.0,12,0,0,14.00,68.3
3,17,2011, 18,45,HST, 75.0,78,0.0,0.0,,1,27.0,,9.12,,75.0,14,0,0,13.30,67.7
3,17,2011, 19,45,HST, 74.0,81,0.0,0.0,,1,0.0,,9.12,,73.0,15,0,0,13.10,67.8
3,17,2011, 20,45,HST, 74.0,83,0.0,0.0,,1,0.0,,9.12,,74.0,17,0,0,12.90,68.5
3,17,2011, 21,45,HST, 74.0,78,0.0,0.0,,1,0.0,,9.12,,74.0,17,0,0,12.90,66.7
3,17,2011, 22,45,HST, 73.0,80,0.0,0.0,,1,0.0,,9.12,,71.0,18,0,0,12.90,66.5
3,17,2011, 23,45,HST, 74.0,82,0.0,0.0,,1,0.0,,9.12,,72.0,21,0,0,12.80,68.1
3,18,2011, 0,45,HST, 74.0,83,0.0,0.0,,1,0.0,,9.12,,71.0,21,0,0,12.80,68.5
3,18,2011, 1,45,HST, 74.0,85,0.0,0.0,,1,0.0,,9.12,,72.0,21,0,0,12.80,69.2
3,18,2011, 2,45,HST, 74.0,84,0.0,0.0,,1,0.0,,9.12,,72.0,20,0,0,12.80,68.8
3,18,2011, 3,45,HST, 74.0,81,0.0,0.0,,1,0.0,,9.12,,73.0,19,0,0,12.80,67.8
3,18,2011, 4,45,HST, 73.0,82,0.0,0.0,,1,0.0,,9.12,,72.0,20,0,0,12.80,67.2
3,18,2011, 5,45,HST, 73.0,81,0.0,0.0,,1,0.0,,9.12,,72.0,19,0,0,12.80,66.8
3,18,2011, 6,45,HST, 71.0,80,0.0,0.0,,1,0.0,,9.16,,71.0,18,0,0,12.80,64.5
3,18,2011, 7,45,HST, 71.0,85,0.0,0.0,,1,41.0,,9.16,,69.0,24,0,0,13.00,66.3
3,18,2011, 10,45,HST, 74.0,88,0.0,0.0,,1,502.0,,9.17,,79.0,22,0,0,13.80,70.2
3,18,2011, 11,45,HST, 77.0,77,0.0,0.0,,1,876.0,,9.17,,87.0,14,0,0,13.60,69.2
3,18,2011, 12,45,HST, 75.0,86,0.0,0.0,,1,732.0,,9.18,,79.0,17,0,0,13.60,70.5
3,18,2011, 13,45,HST, 78.0,76,0.0,0.0,,1,942.0,,9.18,,87.0,14,0,0,14.00,69.8
3,18,2011, 14,45,HST, 77.0,73,0.0,0.0,,1,819.0,,9.18,,83.0,11,0,0,13.70,67.7
3,18,2011, 15,45,HST, 76.0,78,0.0,0.0,,1,505.0,,9.18,,78.0,13,0,0,13.60,68.6
3,18,2011, 16,45,HST, 77.0,78,0.0,0.0,,1,495.0,,9.18,,80.0,14,0,0,13.90,69.6
3,18,2011, 17,45,HST, 76.0,80,0.0,0.0,,1,243.0,,9.18,,77.0,14,0,0,13.60,69.4
3,18,2011, 18,45,HST, 74.0,79,0.0,0.0,,1,68.0,,9.18,,74.0,15,0,0,13.40,67.1
3,18,2011, 19,45,HST, 74.0,79,0.0,0.0,,1,1.0,,9.18,,73.0,16,0,0,13.10,67.1
3,18,2011, 20,45,HST, 74.0,82,0.0,0.0,,1,0.0,,9.18,,73.0,17,0,0,13.00,68.1
3,18,2011, 21,45,HST, 74.0,82,0.0,0.0,,1,0.0,,9.18,,73.0,18,0,0,12.90,68.1
3,18,2011, 22,45,HST, 74.0,84,0.0,0.0,,1,0.0,,9.18,,73.0,19,0,0,12.90,68.8
3,18,2011, 23,45,HST, 74.0,84,0.0,0.0,,1,0.0,,9.18,,72.0,20,0,0,12.80,68.8
3,19,2011, 0,45,HST, 72.0,85,0.0,0.0,,1,0.0,,9.18,,71.0,21,0,0,12.80,67.2
3,19,2011, 1,45,HST, 73.0,84,0.0,0.0,,1,0.0,,9.18,,72.0,20,0,0,12.80,67.9
3,19,2011, 2,45,HST, 73.0,82,0.0,0.0,,1,0.0,,9.18,,71.0,20,0,0,12.80,67.2
3,19,2011, 3,45,HST, 74.0,80,0.0,0.0,,1,0.0,,9.18,,72.0,20,0,0,12.80,67.4
3,19,2011, 4,45,HST, 74.0,76,0.0,0.0,,1,0.0,,9.18,,73.0,18,0,0,12.80,65.9
3,19,2011, 5,45,HST, 74.0,82,0.0,0.0,,1,0.0,,9.20,,70.0,21,0,0,12.80,68.1
3,19,2011, 6,45,HST, 72.0,80,0.0,0.0,,1,1.0,,9.20,,70.0,23,0,0,12.70,65.5
3,19,2011, 7,45,HST, 74.0,81,0.0,0.0,,1,38.0,,9.20,,73.0,22,0,0,12.90,67.8
3,19,2011, 8,45,HST, 74.0,78,0.0,0.0,,1,214.0,,9.21,,75.0,18,0,0,13.60,66.7
3,19,2011, 9,45,HST, 75.0,77,0.0,0.0,,1,443.0,,9.21,,78.0,17,0,0,13.70,67.3
3,19,2011, 10,45,HST, 73.0,82,0.0,0.0,,1,433.0,,9.27,,71.0,19,0,0,13.80,67.2
3,19,2011, 11,45,HST, 74.0,80,0.0,0.0,,1,488.0,,9.29,,76.0,23,0,0,13.60,67.4
3,19,2011, 12,45,HST, 76.0,85,0.0,0.0,,1,581.0,,9.30,,79.0,24,0,0,13.80,71.2
3,19,2011, 13,45,HST, 77.0,78,0.0,0.0,,1,884.0,,9.30,,84.0,18,0,0,13.80,69.6
3,19,2011, 14,45,HST, 76.0,77,0.0,0.0,,1,611.0,,9.30,,78.0,15,0,0,13.90,68.3
3,19,2011, 15,45,HST, 76.0,79,0.0,0.0,,1,556.0,,9.31,,75.0,20,0,0,13.60,69.0
3,19,2011, 16,45,HST, 75.0,80,0.0,0.0,,1,378.0,,9.31,,77.0,18,0,0,13.50,68.4
3,19,2011, 17,45,HST, 74.0,75,0.0,0.0,,1,247.0,,9.31,,75.0,16,0,0,13.70,65.6
3,19,2011, 18,45,HST, 73.0,81,0.0,0.0,,1,47.0,,9.31,,73.0,17,0,0,13.40,66.8
3,19,2011, 19,45,HST, 74.0,82,0.0,0.0,,1,0.0,,9.31,,73.0,18,0,0,13.10,68.1
3,19,2011, 20,45,HST, 74.0,82,0.0,0.0,,1,0.0,,9.31,,72.0,20,0,0,13.00,68.1
3,19,2011, 21,45,HST, 74.0,77,0.0,0.0,,1,0.0,,9.31,,73.0,19,0,0,12.90,66.3
3,19,2011, 22,45,HST, 74.0,77,0.0,0.0,,1,0.0,,9.31,,73.0,18,0,0,12.90,66.3
3,19,2011, 23,45,HST, 74.0,76,0.0,0.0,,1,0.0,,9.31,,73.0,17,0,0,12.80,65.9
3,20,2011, 0,45,HST, 74.0,77,0.0,0.0,,1,0.0,,9.31,,73.0,17,0,0,12.80,66.3
3,20,2011, 1,45,HST, 73.0,80,0.0,0.0,,1,0.0,,9.31,,72.0,18,0,0,12.80,66.5
3,20,2011, 2,45,HST, 74.0,81,0.0,0.0,,1,0.0,,9.31,,72.0,19,0,0,12.80,67.8
3,20,2011, 3,45,HST, 74.0,76,0.0,0.0,,1,0.0,,9.31,,73.0,17,0,0,12.80,65.9
3,20,2011, 4,45,HST, 74.0,79,0.0,0.0,,1,0.0,,9.31,,73.0,17,0,0,12.80,67.1
3,20,2011, 5,45,HST, 74.0,81,0.0,0.0,,1,0.0,,9.31,,73.0,17,0,0,12.70,67.8
3,20,2011, 6,45,HST, 73.0,80,0.0,0.0,,1,0.0,,9.31,,73.0,17,0,0,12.70,66.5
3,20,2011, 7,45,HST, 74.0,72,0.0,0.0,,1,53.0,,9.31,,74.0,16,0,0,13.00,64.4
3,20,2011, 8,45,HST, 76.0,69,0.0,0.0,,1,261.0,,9.31,,79.0,14,0,0,14.00,65.1
3,20,2011, 9,45,HST, 76.0,64,0.0,0.0,,1,452.0,,9.31,,81.0,13,0,0,13.70,62.9
3,20,2011, 10,45,HST, 77.0,62,0.0,0.0,,1,776.0,,9.31,,85.0,11,0,0,13.70,63.0
3,20,2011, 11,45,HST, 76.0,63,0.0,0.0,,1,781.0,,9.31,,83.0,10,0,0,13.80,62.5
3,20,2011, 12,45,HST, 78.0,63,0.0,0.0,,1,951.0,,9.31,,88.0,10,0,0,13.60,64.4
3,20,2011, 13,45,HST, 78.0,60,0.0,0.0,,1,930.0,,9.31,,88.0,9,0,0,13.60,63.0
3,20,2011, 14,45,HST, 78.0,64,0.0,0.0,,1,859.0,,9.31,,82.0,10,0,0,13.50,64.8
3,20,2011, 15,45,HST, 77.0,62,0.0,0.0,,1,650.0,,9.31,,80.0,10,0,0,13.90,63.0
3,20,2011, 16,45,HST, 76.0,66,0.0,0.0,,1,502.0,,9.31,,79.0,10,0,0,13.80,63.8
3,20,2011, 17,45,HST, 75.0,67,0.0,0.0,,1,203.0,,9.31,,76.0,11,0,0,14.10,63.3
3,20,2011, 18,45,HST, 74.0,70,0.0,0.0,,1,49.0,,9.31,,74.0,12,0,0,13.30,63.6
3,20,2011, 19,45,HST, 74.0,70,0.0,0.0,,1,0.0,,9.31,,73.0,12,0,0,13.10,63.6
3,20,2011, 20,45,HST, 74.0,70,0.0,0.0,,1,0.0,,9.31,,73.0,13,0,0,13.00,63.6
3,20,2011, 21,45,HST, 74.0,72,0.0,0.0,,1,0.0,,9.31,,72.0,13,0,0,12.90,64.4
3,20,2011, 22,45,HST, 74.0,72,0.0,0.0,,1,0.0,,9.31,,73.0,14,0,0,12.90,64.4
3,20,2011, 23,45,HST, 74.0,70,0.0,0.0,,1,0.0,,9.31,,72.0,14,0,0,12.80,63.6
3,21,2011, 0,45,HST, 74.0,69,0.0,0.0,,1,0.0,,9.31,,73.0,14,0,0,12.80,63.2
3,21,2011, 1,45,HST, 73.0,66,0.0,0.0,,1,0.0,,9.31,,72.0,14,0,0,12.80,61.0
3,21,2011, 2,45,HST, 73.0,63,0.0,0.0,,1,0.0,,9.31,,72.0,14,0,0,12.80,59.6
3,21,2011, 3,45,HST, 73.0,66,0.0,0.0,,1,0.0,,9.31,,72.0,14,0,0,12.80,61.0
3,21,2011, 4,45,HST, 73.0,67,0.0,0.0,,1,0.0,,9.31,,71.0,14,0,0,12.80,61.4
3,21,2011, 5,45,HST, 73.0,68,0.0,0.0,,1,0.0,,9.31,,71.0,14,0,0,12.80,61.8
3,21,2011, 6,45,HST, 73.0,73,0.0,0.0,,1,1.0,,9.31,,72.0,15,0,0,12.80,63.8
3,21,2011, 7,45,HST, 74.0,73,0.0,0.0,,1,66.0,,9.31,,74.0,15,0,0,13.10,64.8
3,21,2011, 8,45,HST, 76.0,65,0.0,0.0,,1,193.0,,9.31,,77.0,13,0,0,13.90,63.4
3,21,2011, 9,45,HST, 77.0,65,0.0,0.0,,1,443.0,,9.31,,81.0,12,0,0,13.90,64.3
3,21,2011, 10,45,HST, 77.0,70,0.0,0.0,,1,557.0,,9.31,,84.0,11,0,0,13.60,66.4
3,21,2011, 11,45,HST, 78.0,67,0.0,0.0,,1,810.0,,9.31,,89.0,10,0,0,13.70,66.1
3,21,2011, 12,45,HST, 78.0,67,0.0,0.0,,1,915.0,,9.31,,89.0,10,0,0,13.60,66.1
3,21,2011, 13,45,HST, 79.0,72,0.0,0.0,,1,658.0,,9.31,,90.0,10,0,0,13.90,69.2
3,21,2011, 14,45,HST, 78.0,72,0.0,0.0,,1,752.0,,9.31,,84.0,10,0,0,13.60,68.2
3,21,2011, 15,45,HST, 76.0,81,0.0,0.0,,1,394.0,,9.31,,78.0,11,0,0,13.60,69.7
3,21,2011, 16,45,HST, 76.0,78,0.0,0.0,,1,260.0,,9.31,,78.0,12,0,0,13.60,68.6
3,21,2011, 17,45,HST, 75.0,80,0.0,0.0,,1,190.0,,9.31,,76.0,13,0,0,14.00,68.4
3,21,2011, 18,45,HST, 74.0,82,0.0,0.0,,1,50.0,,9.31,,74.0,14,0,0,13.30,68.1
3,21,2011, 19,45,HST, 73.0,88,0.0,0.0,,1,0.0,,9.32,,71.0,17,0,0,13.10,69.2
3,21,2011, 20,45,HST, 74.0,87,0.0,0.0,,1,0.0,,9.32,,71.0,21,0,0,13.00,69.9
3,21,2011, 21,45,HST, 74.0,87,0.0,0.0,,1,0.0,,9.32,,71.0,24,0,0,12.90,69.9
3,21,2011, 22,45,HST, 74.0,80,0.0,0.0,,1,0.0,,9.32,,72.0,24,0,0,12.90,67.4
3,21,2011, 23,45,HST, 74.0,81,0.0,0.0,,1,0.0,,9.32,,72.0,23,0,0,12.80,67.8
3,22,2011, 0,45,HST, 73.0,82,0.0,0.0,,1,0.0,,9.32,,72.0,20,0,0,12.80,67.2
3,22,2011, 1,45,HST, 74.0,81,0.0,0.0,,1,0.0,,9.32,,72.0,19,0,0,12.80,67.8
3,23,2011, 6,45,HST, 73.0,79,0.0,0.0,,1,1.0,,9.34,,73.0,17,0,0,12.70,66.1
3,23,2011, 7,45,HST, 72.0,84,0.0,0.0,,1,63.0,,9.36,,71.0,20,0,0,13.00,66.9
3,23,2011, 8,45,HST, 73.0,76,0.0,0.0,,1,222.0,,9.36,,74.0,21,0,0,13.70,65.0
3,23,2011, 9,45,HST, 73.0,80,0.0,0.0,,1,334.0,,9.36,,72.0,20,0,0,13.70,66.5
3,23,2011, 10,45,HST, 75.0,82,0.0,0.0,,1,620.0,,9.37,,78.0,22,0,0,13.80,69.1
3,23,2011, 11,45,HST, 77.0,73,0.0,0.0,,1,649.0,,9.37,,83.0,15,0,0,13.60,67.7
3,23,2011, 12,45,HST, 78.0,71,0.0,0.0,,1,957.0,,9.37,,87.0,12,0,0,13.60,67.8
3,23,2011, 13,45,HST, 77.0,74,0.0,0.0,,1,920.0,,9.37,,86.0,11,0,0,13.60,68.1
3,23,2011, 14,45,HST, 76.0,79,0.0,0.0,,1,721.0,,9.37,,80.0,11,0,0,13.60,69.0
3,23,2011, 15,45,HST, 74.0,86,0.0,0.0,,1,415.0,,9.39,,74.0,18,0,0,13.60,69.5
3,23,2011, 16,45,HST, 72.0,90,0.0,0.0,,1,210.0,,9.42,,71.0,23,0,0,13.60,68.9
3,23,2011, 17,45,HST, 72.0,91,0.0,0.0,,1,108.0,,9.43,,71.0,25,0,0,14.20,69.2
3,23,2011, 18,45,HST, 74.0,83,0.0,0.0,,1,31.0,,9.43,,71.0,25,0,0,13.30,68.5
3,23,2011, 19,45,HST, 74.0,77,0.0,0.0,,1,0.0,,9.43,,72.0,23,0,0,13.10,66.3
3,23,2011, 20,45,HST, 74.0,79,0.0,0.0,,1,0.0,,9.43,,72.0,21,0,0,13.00,67.1
3,23,2011, 21,45,HST, 73.0,81,0.0,0.0,,1,0.0,,9.43,,72.0,19,0,0,12.90,66.8
3,23,2011, 22,45,HST, 73.0,81,0.0,0.0,,1,0.0,,9.43,,72.0,19,0,0,12.90,66.8
3,23,2011, 23,45,HST, 73.0,82,0.0,0.0,,1,0.0,,9.43,,72.0,19,0,0,12.80,67.2
3,24,2011, 0,45,HST, 73.0,85,0.0,0.0,,1,0.0,,9.43,,72.0,19,0,0,12.80,68.2
3,24,2011, 1,45,HST, 73.0,81,0.0,0.0,,1,0.0,,9.43,,72.0,19,0,0,12.80,66.8
3,24,2011, 2,45,HST, 73.0,77,0.0,0.0,,1,0.0,,9.43,,72.0,18,0,0,12.80,65.4
3,24,2011, 3,45,HST, 73.0,79,0.0,0.0,,1,0.0,,9.43,,72.0,17,0,0,12.80,66.1
3,24,2011, 4,45,HST, 73.0,71,0.0,0.0,,1,0.0,,9.43,,71.0,16,0,0,12.70,63.0
3,24,2011, 5,45,HST, 72.0,71,0.0,0.0,,1,0.0,,9.43,,71.0,16,0,0,12.70,62.1
3,24,2011, 6,45,HST, 73.0,69,0.0,0.0,,1,2.0,,9.43,,71.0,16,0,0,12.70,62.2
3,24,2011, 7,45,HST, 74.0,65,0.0,0.0,,1,105.0,,9.43,,74.0,14,0,0,13.10,61.5
3,24,2011, 8,45,HST, 75.0,64,0.0,0.0,,1,334.0,,9.43,,78.0,13,0,0,13.90,62.0
3,24,2011, 9,45,HST, 75.0,64,0.0,0.0,,1,503.0,,9.43,,78.0,12,0,0,13.80,62.0
3,24,2011, 10,45,HST, 76.0,69,0.0,0.0,,1,529.0,,9.43,,82.0,12,0,0,13.80,65.1
3,24,2011, 11,45,HST, 76.0,65,0.0,0.0,,1,542.0,,9.43,,82.0,12,0,0,13.60,63.4
3,24,2011, 12,45,HST, 77.0,62,0.0,0.0,,1,937.0,,9.43,,86.0,10,0,0,13.60,63.0
3,24,2011, 13,45,HST, 77.0,64,0.0,0.0,,1,881.0,,9.43,,85.0,10,0,0,13.70,63.9
3,24,2011, 14,45,HST, 77.0,69,0.0,0.0,,1,854.0,,9.43,,80.0,10,0,0,13.50,66.0
3,24,2011, 15,45,HST, 76.0,68,0.0,0.0,,1,697.0,,9.43,,78.0,11,0,0,13.70,64.7
3,24,2011, 16,45,HST, 76.0,70,0.0,0.0,,1,475.0,,9.43,,79.0,11,0,0,13.80,65.5
3,24,2011, 17,45,HST, 74.0,71,0.0,0.0,,1,211.0,,9.43,,75.0,12,0,0,14.00,64.0
3,24,2011, 18,45,HST, 74.0,73,0.0,0.0,,1,45.0,,9.43,,73.0,13,0,0,13.40,64.8
3,24,2011, 19,45,HST, 74.0,71,0.0,0.0,,1,0.0,,9.43,,73.0,14,0,0,13.10,64.0
3,24,2011, 20,45,HST, 73.0,77,0.0,0.0,,1,0.0,,9.43,,72.0,14,0,0,13.00,65.4
3,24,2011, 21,45,HST, 73.0,73,0.0,0.0,,1,0.0,,9.43,,72.0,15,0,0,12.90,63.8
3,24,2011, 22,45,HST, 73.0,75,0.0,0.0,,1,0.0,,9.43,,72.0,15,0,0,12.90,64.6
3,24,2011, 23,45,HST, 72.0,80,0.0,0.0,,1,0.0,,9.43,,72.0,16,0,0,12.80,65.5
3,25,2011, 0,45,HST, 73.0,75,0.0,0.0,,1,0.0,,9.43,,71.0,17,0,0,12.80,64.6
3,25,2011, 1,45,HST, 72.0,76,0.0,0.0,,1,0.0,,9.43,,71.0,16,0,0,12.80,64.0
3,25,2011, 2,45,HST, 70.0,83,0.0,0.0,,1,0.0,,9.43,,69.0,17,0,0,12.80,64.6
3,25,2011, 3,45,HST, 72.0,81,0.0,0.0,,1,0.0,,9.44,,69.0,20,0,0,12.80,65.8
3,25,2011, 4,45,HST, 72.0,77,0.0,0.0,,1,0.0,,9.44,,69.0,22,0,0,12.80,64.4
3,25,2011, 5,45,HST, 72.0,75,0.0,0.0,,1,0.0,,9.44,,70.0,21,0,0,12.80,63.6
3,25,2011, 6,45,HST, 72.0,77,0.0,0.0,,1,2.0,,9.44,,71.0,20,0,0,12.70,64.4
3,25,2011, 7,45,HST, 73.0,72,0.0,0.0,,1,89.0,,9.44,,74.0,17,0,0,13.00,63.4
3,25,2011, 8,45,HST, 75.0,74,0.0,0.0,,1,343.0,,9.44,,78.0,16,0,0,13.80,66.1
3,25,2011, 9,45,HST, 76.0,73,0.0,0.0,,1,553.0,,9.44,,79.0,14,0,0,13.70,66.7
3,25,2011, 10,45,HST, 77.0,69,0.0,0.0,,1,736.0,,9.44,,86.0,12,0,0,13.60,66.0
3,25,2011, 11,45,HST, 76.0,72,0.0,0.0,,1,886.0,,9.44,,85.0,11,0,0,13.60,66.3
3,25,2011, 12,45,HST, 77.0,74,0.0,0.0,,1,888.0,,9.44,,86.0,10,0,0,13.60,68.1
3,25,2011, 13,45,HST, 77.0,72,0.0,0.0,,1,856.0,,9.44,,84.0,10,0,0,13.60,67.3
3,25,2011, 14,45,HST, 77.0,74,0.0,0.0,,1,757.0,,9.44,,81.0,10,0,0,13.60,68.1
3,25,2011, 15,45,HST, 77.0,74,0.0,0.0,,1,636.0,,9.44,,79.0,12,0,0,13.60,68.1
3,25,2011, 16,45,HST, 75.0,77,0.0,0.0,,1,321.0,,9.44,,77.0,14,0,0,13.60,67.3
3,25,2011, 17,45,HST, 73.0,80,0.0,0.0,,1,154.0,,9.45,,71.0,14,0,0,13.50,66.5
3,25,2011, 18,45,HST, 72.0,85,0.0,0.0,,1,21.0,,9.45,,71.0,19,0,0,13.30,67.2
3,25,2011, 19,45,HST, 72.0,83,0.0,0.0,,1,0.0,,9.51,,70.0,23,0,0,13.10,66.5
3,25,2011, 20,45,HST, 72.0,85,0.0,0.0,,1,0.0,,9.51,,71.0,24,0,0,12.90,67.2
3,25,2011, 21,45,HST, 73.0,83,0.0,0.0,,1,0.0,,9.51,,71.0,23,0,0,12.90,67.5
3,25,2011, 22,45,HST, 73.0,81,0.0,0.0,,1,0.0,,9.51,,72.0,21,0,0,12.90,66.8
3,25,2011, 23,45,HST, 73.0,83,0.0,0.0,,1,0.0,,9.52,,70.0,24,0,0,12.80,67.5
3,26,2011, 0,45,HST, 72.0,83,0.0,0.0,,1,0.0,,9.52,,71.0,24,0,0,12.80,66.5
3,26,2011, 1,45,HST, 72.0,79,0.0,0.0,,1,0.0,,9.52,,71.0,21,0,0,12.80,65.1
3,26,2011, 2,45,HST, 72.0,84,0.0,0.0,,1,0.0,,9.52,,71.0,21,0,0,12.80,66.9
3,26,2011, 3,45,HST, 71.0,85,0.0,0.0,,1,0.0,,9.55,,68.0,24,0,0,12.80,66.3
3,26,2011, 4,45,HST, 72.0,81,0.0,0.0,,1,0.0,,9.55,,69.0,25,0,0,12.80,65.8
3,26,2011, 5,45,HST, 72.0,81,0.0,0.0,,1,0.0,,9.55,,70.0,25,0,0,12.70,65.8
3,26,2011, 6,45,HST, 72.0,78,0.0,0.0,,1,2.0,,9.55,,71.0,23,0,0,12.70,64.8
3,26,2011, 7,45,HST, 73.0,76,0.0,0.0,,1,124.0,,9.55,,74.0,19,0,0,13.20,65.0
3,26,2011, 8,45,HST, 74.0,77,0.0,0.0,,1,317.0,,9.55,,77.0,17,0,0,14.10,66.3
3,26,2011, 9,45,HST, 74.0,73,0.0,0.0,,1,429.0,,9.55,,77.0,15,0,0,14.20,64.8
3,26,2011, 10,45,HST, 74.0,73,0.0,0.0,,1,559.0,,9.55,,80.0,14,0,0,13.60,64.8
3,26,2011, 11,45,HST, 75.0,71,0.0,0.0,,1,665.0,,9.55,,80.0,13,0,0,14.10,64.9
3,26,2011, 12,45,HST, 74.0,82,0.0,0.0,,1,502.0,,9.55,,79.0,13,0,0,13.70,68.1
3,26,2011, 13,45,HST, 76.0,74,0.0,0.0,,1,837.0,,9.55,,84.0,11,0,0,14.10,67.1
3,26,2011, 14,45,HST, 74.0,74,0.0,0.0,,1,570.0,,9.55,,78.0,11,0,0,13.70,65.2
3,26,2011, 15,45,HST, 74.0,74,0.0,0.0,,1,411.0,,9.55,,78.0,12,0,0,13.60,65.2
3,26,2011, 16,45,HST, 74.0,70,0.0,0.0,,1,208.0,,9.55,,76.0,12,0,0,13.60,63.6
3,26,2011, 17,45,HST, 74.0,73,0.0,0.0,,1,106.0,,9.55,,74.0,13,0,0,13.50,64.8
3,26,2011, 18,45,HST, 74.0,69,0.0,0.0,,1,24.0,,9.55,,74.0,13,0,0,13.30,63.2
3,26,2011, 19,45,HST, 74.0,71,0.0,0.0,,1,0.0,,9.55,,73.0,14,0,0,13.10,64.0
3,26,2011, 20,45,HST, 74.0,70,0.0,0.0,,1,0.0,,9.55,,73.0,14,0,0,12.90,63.6
3,26,2011, 21,45,HST, 74.0,71,0.0,0.0,,1,0.0,,9.55,,73.0,14,0,0,12.90,64.0
3,26,2011, 22,45,HST, 73.0,69,0.0,0.0,,1,0.0,,9.55,,73.0,14,0,0,12.90,62.2
3,26,2011, 23,45,HST, 73.0,70,0.0,0.0,,1,0.0,,9.55,,72.0,14,0,0,12.80,62.6
3,27,2011, 0,45,HST, 73.0,69,0.0,0.0,,1,0.0,,9.55,,72.0,14,0,0,12.80,62.2
3,27,2011, 1,45,HST, 73.0,70,0.0,0.0,,1,0.0,,9.55,,72.0,14,0,0,12.80,62.6
3,27,2011, 2,45,HST, 72.0,74,0.0,0.0,,1,0.0,,9.55,,70.0,16,0,0,12.80,63.2
3,27,2011, 3,45,HST, 72.0,70,0.0,0.0,,1,0.0,,9.55,,71.0,16,0,0,12.80,61.7
3,27,2011, 4,45,HST, 72.0,70,0.0,0.0,,1,0.0,,9.55,,71.0,16,0,0,12.80,61.7
3,27,2011, 5,45,HST, 72.0,73,0.0,0.0,,1,0.0,,9.55,,71.0,16,0,0,12.70,62.9
3,27,2011, 6,45,HST, 72.0,70,0.0,0.0,,1,2.0,,9.55,,71.0,15,0,0,12.80,61.7
3,27,2011, 7,45,HST, 73.0,69,0.0,0.0,,1,82.0,,9.55,,74.0,15,0,0,13.10,62.2
3,27,2011, 8,45,HST, 74.0,70,0.0,0.0,,1,222.0,,9.55,,76.0,14,0,0,13.90,63.6
3,27,2011, 9,45,HST, 75.0,68,0.0,0.0,,1,494.0,,9.55,,79.0,12,0,0,13.70,63.7
3,27,2011, 10,45,HST, 75.0,71,0.0,0.0,,1,521.0,,9.55,,79.0,12,0,0,13.60,64.9
3,27,2011, 11,45,HST, 75.0,72,0.0,0.0,,1,460.0,,9.55,,80.0,12,0,0,13.70,65.3
3,27,2011, 12,45,HST, 75.0,68,0.0,0.0,,1,491.0,,9.55,,80.0,11,0,0,13.60,63.7
3,27,2011, 13,45,HST, 75.0,75,0.0,0.0,,1,464.0,,9.55,,79.0,12,0,0,13.70,66.5
3,27,2011, 14,45,HST, 76.0,74,0.0,0.0,,1,578.0,,9.55,,80.0,12,0,0,14.10,67.1
3,27,2011, 15,45,HST, 76.0,72,0.0,0.0,,1,480.0,,9.55,,79.0,11,0,0,13.70,66.3
3,27,2011, 16,45,HST, 75.0,70,0.0,0.0,,1,335.0,,9.55,,78.0,12,0,0,13.60,64.5
