MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,TLKE,PREC,SINT,FT,FM,PEAK,PDIR,VOLT,DWPF
6,24,2010, 12,45,HST, 80.0,66,19.0,26.0,71,9,983.0,,7.23,,85.0,10,26,80,13.00,67.6
6,24,2010, 13,45,HST, 80.0,65,19.0,24.0,73,9,999.0,,7.23,,84.0,10,24,82,13.00,67.2
6,24,2010, 14,45,HST, 79.0,64,18.0,26.0,78,9,956.0,,7.23,,83.0,10,26,78,13.00,65.8
6,24,2010, 15,45,HST, 80.0,64,20.0,25.0,70,9,799.0,,7.23,,82.0,10,25,70,13.00,66.7
6,24,2010, 16,45,HST, 79.0,65,18.0,25.0,71,9,618.0,,7.23,,81.0,10,25,71,13.00,66.2
6,24,2010, 17,45,HST, 78.0,69,19.0,24.0,72,9,388.0,,7.23,,80.0,11,24,67,13.00,67.0
6,24,2010, 18,45,HST, 76.0,77,19.0,26.0,75,9,84.0,,7.23,,76.0,12,26,82,13.00,68.3
6,24,2010, 19,45,HST, 76.0,78,20.0,29.0,83,9,11.0,,7.23,,76.0,13,29,81,13.00,68.6
6,24,2010, 20,45,HST, 76.0,79,21.0,28.0,76,9,0.0,,7.23,,75.0,14,28,85,13.00,69.0
6,24,2010, 21,45,HST, 76.0,81,22.0,28.0,79,9,0.0,,7.23,,75.0,15,28,79,13.00,69.7
6,24,2010, 22,45,HST, 76.0,81,21.0,27.0,76,9,0.0,,7.23,,75.0,16,27,75,13.00,69.7
6,24,2010, 23,45,HST, 75.0,79,21.0,26.0,73,9,0.0,,7.23,,75.0,16,26,79,13.00,68.0
6,25,2010, 0,45,HST, 75.0,81,20.0,27.0,75,9,0.0,,7.23,,74.0,16,27,78,13.00,68.8
6,25,2010, 1,45,HST, 75.0,86,19.0,25.0,70,9,0.0,,7.23,,74.0,17,25,70,13.00,70.5
6,25,2010, 2,45,HST, 75.0,85,19.0,24.0,73,9,0.0,,7.23,,75.0,18,24,70,13.00,70.2
6,25,2010, 3,45,HST, 75.0,87,18.0,30.0,69,9,0.0,,7.23,,73.0,19,30,65,13.00,70.9
6,25,2010, 4,45,HST, 75.0,83,19.0,26.0,78,9,0.0,,7.23,,74.0,18,26,67,13.00,69.5
6,25,2010, 5,45,HST, 73.0,87,17.0,28.0,104,9,0.0,,7.23,,72.0,19,28,79,13.00,68.9
6,25,2010, 6,45,HST, 74.0,91,15.0,24.0,91,9,35.0,,7.23,,74.0,20,24,93,12.90,71.2
6,25,2010, 7,45,HST, 74.0,89,19.0,26.0,94,9,190.0,,7.23,,76.0,20,26,97,12.90,70.5
6,25,2010, 8,45,HST, 77.0,83,16.0,20.0,90,9,428.0,,7.23,,85.0,15,20,90,13.00,71.4
6,25,2010, 9,45,HST, 79.0,77,16.0,22.0,89,9,616.0,,7.23,,85.0,13,22,74,13.00,71.2
6,25,2010, 10,45,HST, 79.0,75,15.0,20.0,90,9,700.0,,7.23,,88.0,10,20,79,13.00,70.4
6,25,2010, 11,45,HST, 78.0,79,15.0,19.0,83,9,651.0,,7.23,,83.0,10,19,75,13.00,70.9
6,25,2010, 12,45,HST, 79.0,79,14.0,18.0,85,9,828.0,,7.23,,87.0,11,18,62,13.00,71.9
6,25,2010, 13,45,HST, 79.0,77,15.0,19.0,82,9,974.0,,7.23,,84.0,11,19,85,13.00,71.2
6,25,2010, 14,45,HST, 80.0,75,14.0,19.0,73,9,847.0,,7.23,,86.0,12,19,83,13.00,71.3
6,25,2010, 15,45,HST, 78.0,87,14.0,19.0,71,9,556.0,,7.24,,78.0,16,19,76,13.00,73.8
6,25,2010, 16,45,HST, 78.0,79,14.0,17.0,71,9,573.0,,7.24,,80.0,17,17,75,13.00,70.9
6,25,2010, 17,45,HST, 78.0,82,12.0,17.0,67,9,339.0,,7.24,,80.0,15,17,69,13.00,72.0
6,25,2010, 18,45,HST, 76.0,83,13.0,17.0,66,9,70.0,,7.24,,78.0,16,17,73,13.00,70.5
6,25,2010, 19,45,HST, 76.0,85,13.0,18.0,66,9,14.0,,7.24,,76.0,17,18,95,13.00,71.2
6,25,2010, 20,45,HST, 74.0,94,8.0,20.0,100,9,0.0,,7.24,,74.0,20,20,98,13.00,72.2
6,25,2010, 21,45,HST, 75.0,88,15.0,18.0,59,9,0.0,,7.24,,74.0,19,18,66,13.00,71.2
6,25,2010, 22,45,HST, 75.0,90,15.0,19.0,70,9,0.0,,7.24,,74.0,20,19,74,13.00,71.9
6,25,2010, 23,45,HST, 75.0,92,14.0,21.0,91,9,0.0,,7.24,,74.0,20,21,63,12.90,72.5
6,26,2010, 0,45,HST, 74.0,93,10.0,18.0,124,9,0.0,,7.24,,74.0,20,18,117,12.90,71.8
6,26,2010, 1,45,HST, 72.0,94,13.0,20.0,109,9,0.0,,7.25,,72.0,23,20,89,12.90,70.2
6,26,2010, 2,45,HST, 73.0,96,11.0,15.0,111,9,0.0,,7.25,,72.0,24,15,119,12.90,71.8
6,26,2010, 3,45,HST, 74.0,92,8.0,16.0,108,9,0.0,,7.25,,72.0,24,16,96,12.90,71.5
6,26,2010, 4,45,HST, 72.0,95,6.0,9.0,133,9,0.0,,7.28,,71.0,26,9,143,12.90,70.5
6,26,2010, 5,45,HST, 72.0,98,8.0,10.0,70,9,0.0,,7.30,,71.0,26,10,64,12.90,71.4
6,26,2010, 6,45,HST, 74.0,96,9.0,15.0,84,9,79.0,,7.31,,74.0,26,15,79,12.90,72.8
6,26,2010, 7,45,HST, 74.0,93,11.0,16.0,86,9,167.0,,7.31,,74.0,26,16,82,12.90,71.8
6,26,2010, 8,45,HST, 75.0,91,10.0,14.0,83,9,328.0,,7.31,,78.0,24,14,93,12.90,72.2
6,26,2010, 9,45,HST, 77.0,85,8.0,11.0,75,9,577.0,,7.31,,82.0,25,11,81,12.90,72.1
6,26,2010, 10,45,HST, 78.0,85,9.0,11.0,74,9,762.0,,7.31,,88.0,22,11,85,12.90,73.1
6,26,2010, 11,45,HST, 79.0,78,11.0,14.0,99,9,947.0,,7.31,,91.0,20,14,108,13.00,71.5
6,26,2010, 12,45,HST, 79.0,79,12.0,14.0,87,9,925.0,,7.31,,87.0,13,14,85,13.00,71.9
6,26,2010, 13,45,HST, 79.0,81,13.0,15.0,78,9,959.0,,7.31,,84.0,12,15,80,13.00,72.7
6,26,2010, 14,45,HST, 79.0,83,11.0,15.0,72,9,839.0,,7.31,,85.0,12,15,55,13.00,73.4
6,26,2010, 15,45,HST, 79.0,80,13.0,16.0,87,9,604.0,,7.31,,83.0,13,16,79,13.00,72.3
6,26,2010, 16,45,HST, 79.0,81,13.0,16.0,90,9,541.0,,7.31,,82.0,13,16,87,13.00,72.7
6,26,2010, 17,45,HST, 75.0,84,11.0,19.0,140,9,226.0,,7.31,,76.0,13,19,141,13.00,69.8
6,26,2010, 18,45,HST, 77.0,82,13.0,17.0,94,9,59.0,,7.31,,77.0,16,17,101,13.00,71.1
6,26,2010, 19,45,HST, 76.0,85,13.0,17.0,90,9,10.0,,7.31,,75.0,18,17,92,12.90,71.2
6,26,2010, 20,45,HST, 76.0,86,13.0,17.0,90,9,0.0,,7.31,,75.0,18,17,78,12.90,71.5
6,26,2010, 21,45,HST, 76.0,85,13.0,17.0,97,9,0.0,,7.31,,74.0,18,17,94,12.90,71.2
6,26,2010, 22,45,HST, 76.0,87,14.0,16.0,93,9,0.0,,7.31,,75.0,19,16,90,12.90,71.8
6,26,2010, 23,45,HST, 76.0,84,12.0,17.0,101,9,0.0,,7.31,,74.0,19,17,90,12.90,70.8
6,27,2010, 0,45,HST, 75.0,86,12.0,17.0,96,9,0.0,,7.31,,74.0,18,17,98,12.90,70.5
6,27,2010, 1,45,HST, 75.0,84,11.0,16.0,107,9,0.0,,7.31,,74.0,19,16,105,12.90,69.8
6,27,2010, 2,45,HST, 75.0,86,12.0,16.0,89,9,0.0,,7.31,,74.0,19,16,91,12.90,70.5
6,27,2010, 3,45,HST, 75.0,86,12.0,15.0,94,9,0.0,,7.31,,74.0,19,15,93,12.90,70.5
6,27,2010, 4,45,HST, 75.0,84,12.0,16.0,92,9,0.0,,7.31,,74.0,19,16,96,12.90,69.8
6,27,2010, 5,45,HST, 75.0,82,11.0,16.0,105,9,0.0,,7.31,,73.0,19,16,92,12.90,69.1
6,27,2010, 6,45,HST, 76.0,82,13.0,16.0,93,9,58.0,,7.31,,78.0,17,16,89,12.90,70.1
6,27,2010, 7,45,HST, 78.0,77,14.0,19.0,94,9,233.0,,7.31,,83.0,14,19,92,12.90,70.2
6,27,2010, 8,45,HST, 78.0,75,13.0,17.0,100,9,390.0,,7.31,,84.0,12,17,113,12.90,69.4
6,27,2010, 9,45,HST, 79.0,74,14.0,18.0,99,9,599.0,,7.31,,85.0,11,18,95,12.90,70.0
6,27,2010, 10,45,HST, 80.0,72,14.0,17.0,98,9,807.0,,7.31,,91.0,11,17,96,12.90,70.1
6,27,2010, 11,45,HST, 79.0,73,14.0,18.0,101,9,876.0,,7.31,,89.0,10,18,91,12.90,69.6
6,27,2010, 12,45,HST, 80.0,73,13.0,17.0,94,9,894.0,,7.31,,87.0,10,17,96,12.90,70.5
6,27,2010, 13,45,HST, 80.0,71,13.0,17.0,88,9,968.0,,7.31,,85.0,10,17,89,12.90,69.7
6,27,2010, 14,45,HST, 80.0,75,12.0,15.0,88,9,907.0,,7.31,,84.0,10,15,88,12.90,71.3
6,27,2010, 15,45,HST, 80.0,75,12.0,16.0,83,9,780.0,,7.31,,83.0,11,16,81,12.90,71.3
6,27,2010, 16,45,HST, 79.0,76,12.0,15.0,86,9,634.0,,7.31,,84.0,12,15,86,12.90,70.8
6,27,2010, 17,45,HST, 78.0,77,12.0,15.0,81,9,427.0,,7.31,,82.0,12,15,79,12.90,70.2
6,27,2010, 18,45,HST, 77.0,76,13.0,16.0,80,9,106.0,,7.31,,78.0,12,16,73,12.90,68.8
6,27,2010, 19,45,HST, 76.0,78,12.0,15.0,81,9,14.0,,7.31,,75.0,13,15,82,12.90,68.6
6,27,2010, 20,45,HST, 76.0,79,11.0,15.0,79,9,0.0,,7.31,,75.0,15,15,83,12.90,69.0
6,27,2010, 21,45,HST, 76.0,80,12.0,14.0,79,9,0.0,,7.31,,75.0,15,14,78,12.90,69.4
6,27,2010, 22,45,HST, 75.0,80,11.0,14.0,73,9,0.0,,7.31,,74.0,16,14,83,12.90,68.4
6,27,2010, 23,45,HST, 74.0,89,6.0,15.0,151,9,0.0,,7.31,,73.0,18,15,76,12.90,70.5
6,28,2010, 0,45,HST, 73.0,86,8.0,14.0,164,9,0.0,,7.31,,73.0,18,14,120,13.00,68.6
6,28,2010, 1,45,HST, 73.0,88,3.0,9.0,101,9,0.0,,7.31,,72.0,19,9,186,13.00,69.2
6,28,2010, 2,45,HST, 75.0,84,11.0,15.0,64,0,0.0,,7.31,,74.0,19,15,69,12.90,69.8
6,28,2010, 3,45,HST, 75.0,85,9.0,14.0,77,9,0.0,,7.31,,74.0,18,14,67,12.90,70.2
6,28,2010, 4,45,HST, 75.0,84,10.0,13.0,69,9,0.0,,7.31,,74.0,18,13,63,12.90,69.8
6,28,2010, 5,45,HST, 75.0,85,9.0,14.0,82,9,0.0,,7.31,,74.0,19,14,74,12.90,70.2
6,28,2010, 6,45,HST, 75.0,85,9.0,13.0,93,9,17.0,,7.31,,75.0,19,13,97,12.90,70.2
6,28,2010, 7,45,HST, 76.0,84,11.0,15.0,88,9,76.0,,7.31,,77.0,17,15,78,12.90,70.8
6,28,2010, 8,45,HST, 77.0,85,13.0,17.0,75,9,190.0,,7.31,,79.0,17,17,73,12.90,72.1
6,28,2010, 9,45,HST, 78.0,83,16.0,20.0,94,9,471.0,,7.31,,85.0,14,20,101,12.90,72.4
6,28,2010, 10,45,HST, 77.0,82,16.0,22.0,129,9,493.0,,7.31,,83.0,14,22,117,12.90,71.1
6,28,2010, 11,45,HST, 76.0,87,8.0,21.0,122,9,380.0,,7.32,,78.0,17,21,133,12.90,71.8
6,28,2010, 12,45,HST, 81.0,73,16.0,19.0,95,9,1049.0,,7.32,,91.0,13,19,111,12.90,71.5
6,28,2010, 13,45,HST, 80.0,72,16.0,20.0,93,9,907.0,,7.32,,86.0,12,20,96,12.90,70.1
6,28,2010, 14,45,HST, 80.0,72,14.0,19.0,92,9,867.0,,7.32,,86.0,11,19,96,12.90,70.1
6,28,2010, 15,45,HST, 80.0,73,12.0,17.0,103,9,716.0,,7.32,,85.0,11,17,104,12.90,70.5
6,28,2010, 16,45,HST, 80.0,73,13.0,17.0,98,9,558.0,,7.32,,84.0,11,17,94,12.90,70.5
6,28,2010, 17,45,HST, 78.0,75,11.0,16.0,107,9,247.0,,7.32,,81.0,11,16,103,12.90,69.4
6,28,2010, 18,45,HST, 77.0,76,12.0,15.0,99,9,103.0,,7.32,,78.0,12,15,101,12.90,68.8
6,28,2010, 19,45,HST, 76.0,80,11.0,15.0,94,9,15.0,,7.32,,75.0,14,15,105,12.90,69.4
6,28,2010, 20,45,HST, 76.0,80,11.0,14.0,106,9,0.0,,7.32,,75.0,15,14,95,12.90,69.4
6,28,2010, 21,45,HST, 76.0,81,11.0,15.0,92,9,0.0,,7.32,,75.0,16,15,99,12.90,69.7
6,28,2010, 22,45,HST, 75.0,82,13.0,18.0,72,9,0.0,,7.32,,75.0,16,18,63,12.90,69.1
6,28,2010, 23,45,HST, 76.0,84,16.0,21.0,95,9,0.0,,7.32,,74.0,18,21,94,12.90,70.8
6,29,2010, 0,45,HST, 76.0,81,14.0,19.0,96,9,0.0,,7.32,,75.0,18,19,95,12.90,69.7
6,29,2010, 1,45,HST, 76.0,79,14.0,18.0,94,9,0.0,,7.32,,74.0,17,18,101,12.90,69.0
6,29,2010, 2,45,HST, 75.0,79,12.0,17.0,92,9,0.0,,7.32,,74.0,17,17,94,12.90,68.0
6,29,2010, 3,45,HST, 75.0,79,13.0,18.0,98,9,0.0,,7.32,,74.0,17,18,89,12.90,68.0
6,29,2010, 4,45,HST, 75.0,79,12.0,15.0,94,9,0.0,,7.32,,74.0,17,15,88,12.90,68.0
6,29,2010, 5,45,HST, 75.0,79,11.0,15.0,97,9,0.0,,7.32,,74.0,17,15,102,12.90,68.0
6,29,2010, 6,45,HST, 76.0,82,13.0,16.0,89,9,44.0,,7.32,,77.0,17,16,78,12.90,70.1
6,29,2010, 7,45,HST, 77.0,78,13.0,18.0,92,9,206.0,,7.32,,81.0,14,18,93,12.90,69.6
6,29,2010, 8,45,HST, 76.0,78,16.0,22.0,89,9,240.0,,7.32,,79.0,12,22,89,12.90,68.6
6,29,2010, 9,45,HST, 74.0,96,20.0,24.0,80,9,331.0,,7.38,,76.0,24,24,78,12.90,72.8
6,29,2010, 10,45,HST, 74.0,98,20.0,24.0,80,9,377.0,,7.45,,76.0,26,24,78,12.90,73.4
6,29,2010, 11,45,HST, 74.0,95,18.0,29.0,80,9,607.0,,7.45,,75.0,26,29,78,12.90,72.5
6,29,2010, 12,45,HST, 74.0,97,14.0,26.0,116,9,488.0,,7.48,,76.0,26,26,101,12.90,73.1
6,29,2010, 13,45,HST, 76.0,89,17.0,21.0,86,9,675.0,,7.48,,77.0,25,21,78,12.90,72.5
6,29,2010, 14,45,HST, 78.0,83,18.0,23.0,95,0,462.0,,7.48,,79.0,25,23,95,12.90,72.4
6,29,2010, 15,45,HST, 79.0,76,18.0,25.0,101,9,612.0,,7.48,,80.0,26,25,94,12.90,70.8
6,29,2010, 16,45,HST, 79.0,75,19.0,24.0,96,9,524.0,,7.48,,80.0,23,24,102,12.90,70.4
6,29,2010, 17,45,HST, 78.0,76,19.0,24.0,103,9,397.0,,7.48,,80.0,20,24,102,12.90,69.8
6,29,2010, 18,45,HST, 77.0,76,15.0,22.0,102,9,114.0,,7.48,,77.0,17,22,108,12.90,68.8
6,29,2010, 19,45,HST, 76.0,79,18.0,22.0,93,9,15.0,,7.48,,75.0,16,22,95,12.90,69.0
6,29,2010, 20,45,HST, 76.0,79,18.0,23.0,93,9,0.0,,7.48,,75.0,17,23,100,12.90,69.0
6,29,2010, 21,45,HST, 76.0,77,18.0,26.0,92,9,0.0,,7.48,,75.0,16,26,89,12.90,68.3
6,29,2010, 22,45,HST, 76.0,78,20.0,24.0,92,9,0.0,,7.48,,74.0,16,24,84,12.90,68.6
6,29,2010, 23,45,HST, 76.0,78,18.0,22.0,94,9,0.0,,7.48,,74.0,16,22,82,12.90,68.6
6,30,2010, 0,45,HST, 75.0,79,18.0,22.0,88,9,0.0,,7.48,,74.0,16,22,91,12.90,68.0
6,30,2010, 1,45,HST, 75.0,77,15.0,22.0,100,9,0.0,,7.48,,73.0,16,22,80,12.90,67.3
6,30,2010, 2,45,HST, 75.0,77,15.0,22.0,91,9,0.0,,7.48,,74.0,16,22,76,12.90,67.3
6,30,2010, 3,45,HST, 75.0,80,17.0,22.0,94,9,0.0,,7.48,,74.0,17,22,91,12.90,68.4
6,30,2010, 4,45,HST, 75.0,80,16.0,24.0,91,9,0.0,,7.48,,73.0,16,24,94,12.90,68.4
6,30,2010, 5,45,HST, 75.0,79,17.0,22.0,93,9,0.0,,7.48,,74.0,17,22,90,12.90,68.0
6,30,2010, 6,45,HST, 76.0,78,17.0,22.0,94,9,42.0,,7.48,,77.0,17,22,94,12.90,68.6
6,30,2010, 7,45,HST, 77.0,75,18.0,23.0,96,9,237.0,,7.48,,81.0,14,23,95,12.90,68.5
6,30,2010, 8,45,HST, 78.0,74,19.0,23.0,95,9,432.0,,7.48,,85.0,12,23,93,12.90,69.0
6,30,2010, 9,45,HST, 79.0,74,19.0,23.0,89,9,613.0,,7.48,,84.0,11,23,91,12.90,70.0
6,30,2010, 10,45,HST, 80.0,74,18.0,23.0,96,9,820.0,,7.48,,90.0,11,23,85,12.90,70.9
6,30,2010, 11,45,HST, 80.0,74,19.0,24.0,91,9,924.0,,7.48,,89.0,10,24,97,12.90,70.9
6,30,2010, 12,45,HST, 80.0,75,19.0,25.0,89,9,994.0,,7.48,,86.0,10,25,91,12.90,71.3
6,30,2010, 13,45,HST, 80.0,76,19.0,24.0,90,9,934.0,,7.48,,86.0,11,24,83,12.90,71.7
6,30,2010, 14,45,HST, 80.0,76,21.0,25.0,87,9,901.0,,7.48,,84.0,11,25,93,12.90,71.7
6,30,2010, 15,45,HST, 80.0,75,20.0,26.0,88,9,804.0,,7.48,,83.0,12,26,85,12.90,71.3
6,30,2010, 16,45,HST, 80.0,76,18.0,24.0,89,9,595.0,,7.48,,82.0,12,24,102,12.90,71.7
6,30,2010, 17,45,HST, 79.0,79,18.0,24.0,92,9,379.0,,7.48,,81.0,13,24,94,12.90,71.9
6,30,2010, 18,45,HST, 78.0,80,17.0,23.0,91,9,94.0,,7.48,,78.0,13,23,87,12.90,71.3
6,30,2010, 19,45,HST, 77.0,81,17.0,22.0,91,9,14.0,,7.48,,76.0,15,22,90,12.90,70.7
6,30,2010, 20,45,HST, 76.0,83,18.0,23.0,87,9,0.0,,7.48,,76.0,16,23,82,12.90,70.5
6,30,2010, 21,45,HST, 76.0,85,18.0,23.0,93,9,0.0,,7.48,,75.0,16,23,88,12.90,71.2
6,30,2010, 22,45,HST, 76.0,83,20.0,25.0,84,9,0.0,,7.48,,75.0,17,25,75,12.90,70.5
6,30,2010, 23,45,HST, 76.0,82,18.0,24.0,98,9,0.0,,7.48,,74.0,17,24,89,12.90,70.1
7,1,2010, 0,45,HST, 76.0,82,17.0,23.0,94,9,0.0,,7.48,,74.0,18,23,90,12.90,70.1
7,1,2010, 1,45,HST, 75.0,82,16.0,22.0,90,9,0.0,,7.48,,74.0,17,22,90,12.90,69.1
7,1,2010, 2,45,HST, 75.0,83,14.0,19.0,89,9,0.0,,7.48,,74.0,18,19,89,12.90,69.5
7,1,2010, 3,45,HST, 75.0,86,15.0,19.0,84,9,0.0,,7.48,,74.0,19,19,78,12.90,70.5
7,1,2010, 4,45,HST, 75.0,86,13.0,18.0,79,9,0.0,,7.48,,74.0,19,18,74,12.90,70.5
7,1,2010, 5,45,HST, 75.0,88,13.0,17.0,74,9,0.0,,7.48,,74.0,19,17,77,12.90,71.2
7,1,2010, 6,45,HST, 74.0,90,17.0,25.0,84,9,22.0,,7.48,,74.0,20,25,78,12.90,70.9
7,1,2010, 7,45,HST, 74.0,96,17.0,27.0,100,9,116.0,,7.48,,74.0,22,27,103,12.90,72.8
7,1,2010, 8,45,HST, 76.0,83,22.0,28.0,89,9,346.0,,7.48,,81.0,15,28,85,12.90,70.5
7,1,2010, 9,45,HST, 79.0,77,21.0,26.0,93,9,592.0,,7.48,,85.0,14,26,98,12.90,71.2
7,1,2010, 10,45,HST, 80.0,76,20.0,27.0,93,9,798.0,,7.48,,88.0,12,27,85,12.90,71.7
7,1,2010, 11,45,HST, 80.0,74,21.0,27.0,88,9,959.0,,7.48,,89.0,11,27,87,12.90,70.9
7,1,2010, 12,45,HST, 80.0,73,21.0,27.0,92,9,979.0,,7.48,,86.0,10,27,97,12.90,70.5
7,1,2010, 13,45,HST, 81.0,73,19.0,25.0,93,9,916.0,,7.48,,85.0,11,25,100,12.90,71.5
7,1,2010, 14,45,HST, 80.0,75,20.0,26.0,91,9,891.0,,7.48,,84.0,11,26,97,12.90,71.3
7,1,2010, 15,45,HST, 80.0,76,21.0,26.0,93,9,749.0,,7.48,,83.0,12,26,88,12.90,71.7
7,1,2010, 16,45,HST, 79.0,76,20.0,27.0,89,9,601.0,,7.48,,82.0,12,27,102,12.90,70.8
7,1,2010, 17,45,HST, 79.0,78,19.0,25.0,87,9,361.0,,7.48,,81.0,12,25,94,12.90,71.5
7,1,2010, 18,45,HST, 77.0,81,21.0,27.0,83,9,112.0,,7.48,,77.0,14,27,74,12.90,70.7
7,1,2010, 19,45,HST, 75.0,89,20.0,31.0,96,9,16.0,,7.48,,75.0,16,31,91,12.90,71.5
7,1,2010, 20,45,HST, 76.0,86,21.0,26.0,93,9,0.0,,7.48,,75.0,18,26,91,12.90,71.5
7,1,2010, 21,45,HST, 76.0,85,19.0,28.0,93,9,0.0,,7.48,,75.0,18,28,96,12.90,71.2
7,1,2010, 22,45,HST, 76.0,84,19.0,25.0,93,9,0.0,,7.48,,75.0,18,25,97,12.90,70.8
7,1,2010, 23,45,HST, 76.0,84,19.0,25.0,78,9,0.0,,7.48,,75.0,18,25,81,12.90,70.8
7,2,2010, 0,45,HST, 76.0,79,19.0,25.0,83,9,0.0,,7.48,,75.0,17,25,80,12.90,69.0
7,2,2010, 1,45,HST, 76.0,80,19.0,25.0,84,9,0.0,,7.48,,74.0,17,25,74,12.90,69.4
7,2,2010, 2,45,HST, 75.0,79,17.0,22.0,86,9,0.0,,7.48,,74.0,17,22,83,12.90,68.0
7,2,2010, 3,45,HST, 75.0,82,15.0,20.0,77,9,0.0,,7.48,,75.0,17,20,82,12.90,69.1
7,2,2010, 4,45,HST, 76.0,82,16.0,21.0,71,9,0.0,,7.48,,75.0,18,21,76,12.90,70.1
7,2,2010, 5,45,HST, 76.0,83,16.0,21.0,73,9,0.0,,7.48,,76.0,18,21,63,12.90,70.5
7,2,2010, 6,45,HST, 73.0,96,13.0,24.0,87,9,17.0,,7.51,,71.0,25,24,106,12.90,71.8
7,2,2010, 7,45,HST, 76.0,82,17.0,23.0,73,9,147.0,,7.51,,74.0,24,23,76,12.90,70.1
7,2,2010, 8,45,HST, 74.0,90,15.0,26.0,116,9,248.0,,7.52,,74.0,26,26,95,12.90,70.9
7,2,2010, 9,45,HST, 78.0,84,13.0,19.0,87,9,543.0,,7.52,,81.0,23,19,98,12.90,72.8
7,2,2010, 10,45,HST, 79.0,78,18.0,21.0,76,9,790.0,,7.52,,87.0,19,21,78,12.90,71.5
7,2,2010, 11,45,HST, 80.0,75,16.0,21.0,71,9,926.0,,7.52,,87.0,16,21,75,12.90,71.3
7,2,2010, 12,45,HST, 80.0,72,18.0,22.0,83,9,995.0,,7.52,,85.0,12,22,73,12.90,70.1
7,2,2010, 13,45,HST, 80.0,74,17.0,23.0,83,9,893.0,,7.52,,86.0,12,23,82,12.90,70.9
7,2,2010, 14,45,HST, 78.0,83,18.0,28.0,73,9,600.0,,7.52,,82.0,14,28,85,12.90,72.4
7,2,2010, 15,45,HST, 76.0,88,16.0,28.0,80,9,548.0,,7.54,,77.0,18,28,102,12.90,72.2
7,2,2010, 16,45,HST, 79.0,82,19.0,24.0,71,9,622.0,,7.54,,79.0,21,24,77,12.90,73.0
7,2,2010, 17,45,HST, 77.0,82,19.0,25.0,75,9,369.0,,7.54,,79.0,18,25,77,12.90,71.1
7,2,2010, 18,45,HST, 75.0,87,18.0,27.0,97,9,85.0,,7.54,,75.0,20,27,75,12.90,70.9
7,2,2010, 19,45,HST, 76.0,85,19.0,24.0,75,9,17.0,,7.54,,75.0,19,24,76,12.90,71.2
7,2,2010, 20,45,HST, 76.0,85,19.0,25.0,84,9,0.0,,7.54,,75.0,19,25,81,12.90,71.2
7,2,2010, 21,45,HST, 76.0,85,17.0,27.0,89,9,0.0,,7.54,,75.0,19,27,74,12.90,71.2
7,2,2010, 22,45,HST, 76.0,86,15.0,22.0,84,9,0.0,,7.54,,75.0,19,22,79,12.90,71.5
7,2,2010, 23,45,HST, 74.0,96,16.0,29.0,78,9,0.0,,7.59,,72.0,26,29,80,12.90,72.8
7,3,2010, 0,45,HST, 73.0,91,17.0,24.0,97,9,0.0,,7.64,,71.0,26,24,98,12.90,70.2
7,3,2010, 1,45,HST, 74.0,95,14.0,27.0,95,9,0.0,,7.64,,72.0,26,27,102,12.90,72.5
7,3,2010, 2,45,HST, 72.0,96,13.0,26.0,94,9,0.0,,7.65,,71.0,26,26,105,12.90,70.8
7,3,2010, 3,45,HST, 74.0,90,16.0,24.0,91,9,0.0,,7.67,,72.0,26,24,80,12.90,70.9
7,3,2010, 4,45,HST, 74.0,94,14.0,28.0,89,9,0.0,,7.70,,71.0,26,28,74,12.90,72.2
7,3,2010, 5,45,HST, 75.0,88,18.0,23.0,79,0,0.0,,7.70,,72.0,26,23,74,12.90,71.2
7,3,2010, 6,45,HST, 75.0,90,18.0,30.0,93,0,27.0,,7.71,,71.0,26,30,84,12.90,71.9
7,3,2010, 7,45,HST, 76.0,85,17.0,24.0,63,9,176.0,,7.71,,74.0,26,24,89,12.90,71.2
7,3,2010, 8,45,HST, 76.0,85,16.0,25.0,81,9,370.0,,7.71,,76.0,26,25,84,12.90,71.2
7,3,2010, 9,45,HST, 76.0,84,16.0,24.0,65,9,404.0,,7.71,,76.0,26,24,75,12.90,70.8
7,3,2010, 10,45,HST, 77.0,84,14.0,25.0,50,9,619.0,,7.71,,83.0,25,25,65,12.90,71.8
7,3,2010, 11,45,HST, 75.0,85,15.0,24.0,71,9,453.0,,7.71,,80.0,25,24,66,12.90,70.2
7,3,2010, 12,45,HST, 76.0,83,18.0,26.0,59,9,793.0,,7.71,,84.0,17,26,61,12.90,70.5
7,3,2010, 13,45,HST, 74.0,87,16.0,27.0,92,9,499.0,,7.71,,77.0,18,27,94,12.90,69.9
7,3,2010, 14,45,HST, 78.0,86,10.0,13.0,65,9,676.0,,7.71,,84.0,15,13,66,12.90,73.5
7,3,2010, 15,45,HST, 77.0,79,19.0,23.0,76,9,463.0,,7.71,,81.0,13,23,80,12.90,70.0
7,3,2010, 16,45,HST, 77.0,78,17.0,20.0,78,9,351.0,,7.71,,80.0,14,20,81,12.90,69.6
7,3,2010, 17,45,HST, 77.0,81,14.0,23.0,72,9,192.0,,7.71,,79.0,14,23,91,12.90,70.7
7,3,2010, 18,45,HST, 76.0,82,16.0,20.0,78,9,78.0,,7.71,,77.0,15,20,83,12.90,70.1
7,3,2010, 19,45,HST, 76.0,81,16.0,21.0,74,9,8.0,,7.71,,76.0,16,21,80,12.90,69.7
