MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,PMSL,VSBY,TLRW,PLDR,PLSP,WPER,WHGT,PSWD,PSWP,PSWH,SSWD,SSWP,TIDN,DWPF
4,27,2010, 20,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,27,2010, 20,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,27,2010, 21,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,27,2010, 21,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,27,2010, 22,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,27,2010, 22,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,27,2010, 23,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,27,2010, 23,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 0,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 0,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 1,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 1,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 2,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 2,42,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 3,12,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 3,42,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 4,12,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 4,42,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 5,12,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 5,42,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 6,12,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 6,42,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 7,12,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 7,42,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 8,12,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 8,42,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 9,12,HST, ,,,,,9,,,74.9,,,,,,,,,,,
4,28,2010, 9,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 10,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 10,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 11,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 11,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 12,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 12,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 13,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 14,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 14,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 15,12,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,28,2010, 15,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 16,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 16,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 17,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 17,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 18,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 18,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 19,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 19,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 20,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 20,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 21,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 21,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,28,2010, 22,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 22,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 23,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,28,2010, 23,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 0,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 0,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 1,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 1,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 2,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 2,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 3,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 3,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 4,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 4,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 5,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 5,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 6,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 6,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 7,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 7,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 8,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 8,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 9,12,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 9,42,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 10,13,HST, ,,,,,9,,,75.0,,,,,,,,,,,
4,29,2010, 10,44,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 11,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 11,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 12,25,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 12,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 13,14,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,29,2010, 14,14,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,29,2010, 15,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,29,2010, 15,54,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 16,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 16,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 17,14,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 17,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 18,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 18,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 19,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 19,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 20,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,29,2010, 20,45,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,29,2010, 21,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,29,2010, 21,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,29,2010, 22,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 22,54,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 23,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,29,2010, 23,44,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 0,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 0,44,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 1,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 1,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 2,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 2,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 3,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 3,55,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 4,14,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 4,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 5,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 5,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 6,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 6,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 7,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 7,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 8,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,30,2010, 9,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,30,2010, 9,54,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,30,2010, 10,15,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 10,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 11,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 11,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 13,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 14,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 14,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 15,24,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 15,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 16,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 16,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 17,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 17,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
4,30,2010, 18,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,30,2010, 18,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,30,2010, 19,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,30,2010, 19,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,30,2010, 20,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,30,2010, 21,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
4,30,2010, 21,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 22,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 22,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 23,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
4,30,2010, 23,56,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,1,2010, 0,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,1,2010, 0,45,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 0,57,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 1,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 1,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 2,14,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,1,2010, 2,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,1,2010, 3,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 3,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,1,2010, 4,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 4,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,1,2010, 5,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,1,2010, 5,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,1,2010, 6,24,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,1,2010, 6,44,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 7,14,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 7,44,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 8,14,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 8,45,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,1,2010, 9,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,1,2010, 9,43,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 10,13,HST, ,,,,,9,,,-11.7,,,,,,,,,,,
5,1,2010, 10,43,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 11,14,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 11,54,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,1,2010, 12,13,HST, ,,,,,9,,,76.5,,,,,,,,,,,
5,1,2010, 12,43,HST, ,,,,,9,,,76.8,,,,,,,,,,,
5,1,2010, 13,13,HST, ,,,,,9,,,76.8,,,,,,,,,,,
5,1,2010, 14,13,HST, ,,,,,9,,,76.7,,,,,,,,,,,
5,1,2010, 14,43,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,1,2010, 15,26,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,1,2010, 15,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,1,2010, 16,14,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,1,2010, 16,43,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 17,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,1,2010, 17,43,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 18,13,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 18,56,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 19,13,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 19,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,1,2010, 20,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,1,2010, 20,43,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 21,13,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 21,44,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 22,13,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 22,43,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,1,2010, 23,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,1,2010, 23,44,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,1,2010, 23,57,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 0,14,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 0,54,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 1,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 1,58,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 2,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 2,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 3,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 3,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 4,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,2,2010, 4,44,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,2,2010, 5,24,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 5,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 5,55,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 6,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 6,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 7,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 7,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 8,15,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 8,44,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 9,14,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 9,44,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 10,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 10,44,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 11,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 11,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 12,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 12,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 13,15,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 14,13,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,2,2010, 14,43,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,2,2010, 15,13,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,2,2010, 15,56,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,2,2010, 16,13,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,2,2010, 16,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 17,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 17,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 18,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 18,44,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 19,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 19,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 20,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 20,44,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 21,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 21,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 22,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 22,54,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,2,2010, 23,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,2,2010, 23,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,3,2010, 0,26,HST, ,,,,,9,,,75.0,,,,,,,,,,,
5,3,2010, 0,43,HST, ,,,,,9,,,75.0,,,,,,,,,,,
5,3,2010, 1,13,HST, ,,,,,9,,,74.9,,,,,,,,,,,
5,3,2010, 1,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,3,2010, 2,24,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,3,2010, 2,43,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,3,2010, 3,13,HST, ,,,,,9,,,74.9,,,,,,,,,,,
5,3,2010, 3,43,HST, ,,,,,9,,,75.0,,,,,,,,,,,
5,3,2010, 4,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,3,2010, 4,45,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,3,2010, 5,13,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,3,2010, 5,44,HST, ,,,,,9,,,75.0,,,,,,,,,,,
5,3,2010, 6,13,HST, ,,,,,9,,,75.0,,,,,,,,,,,
5,3,2010, 6,25,HST, ,,,,,9,,,75.0,,,,,,,,,,,
5,3,2010, 6,43,HST, ,,,,,9,,,74.9,,,,,,,,,,,
5,3,2010, 7,27,HST, ,,,,,9,,,75.0,,,,,,,,,,,
5,3,2010, 7,45,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,3,2010, 8,15,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,3,2010, 8,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,3,2010, 10,13,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,3,2010, 10,43,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,3,2010, 11,13,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,3,2010, 11,43,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,3,2010, 12,13,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,3,2010, 12,43,HST, ,,,,,9,,,76.3,,,,,,,,,,,
5,3,2010, 13,13,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,3,2010, 14,13,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,3,2010, 14,43,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,3,2010, 15,13,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,3,2010, 15,43,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,3,2010, 16,13,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,3,2010, 16,44,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,3,2010, 17,13,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,3,2010, 17,27,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,3,2010, 17,43,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,3,2010, 18,13,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,3,2010, 19,43,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,3,2010, 20,13,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,3,2010, 20,43,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,3,2010, 21,13,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,3,2010, 21,43,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,3,2010, 22,13,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,3,2010, 22,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,3,2010, 23,25,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,3,2010, 23,57,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 0,13,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 0,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 1,15,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 1,27,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 1,43,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 2,14,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 2,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 3,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 3,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 4,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 4,54,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 5,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 5,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 6,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 6,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 7,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 7,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 8,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 8,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 9,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 9,43,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 10,13,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,4,2010, 10,42,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 11,12,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 11,42,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,4,2010, 12,12,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,4,2010, 12,42,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,4,2010, 13,12,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,4,2010, 14,12,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,4,2010, 14,42,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,4,2010, 15,12,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,4,2010, 15,42,HST, ,,,,,9,,,76.1,,,,,,,,,,,
5,4,2010, 16,12,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,4,2010, 16,42,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,4,2010, 17,12,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,4,2010, 17,42,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,4,2010, 18,12,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,4,2010, 18,42,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,4,2010, 19,12,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,4,2010, 19,42,HST, ,,,,,9,,,75.9,,,,,,,,,,,
5,4,2010, 20,12,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,4,2010, 20,42,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,4,2010, 21,12,HST, ,,,,,9,,,75.8,,,,,,,,,,,
5,4,2010, 21,42,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 22,12,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 22,42,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 23,12,HST, ,,,,,9,,,75.6,,,,,,,,,,,
5,4,2010, 23,42,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,5,2010, 0,12,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,5,2010, 0,42,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,5,2010, 1,12,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,5,2010, 1,42,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,5,2010, 2,12,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,5,2010, 2,42,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,5,2010, 3,12,HST, ,,,,,9,,,75.4,,,,,,,,,,,
5,5,2010, 3,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,5,2010, 4,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,5,2010, 4,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,5,2010, 5,12,HST, ,,,,,9,,,75.2,,,,,,,,,,,
5,5,2010, 5,42,HST, ,,,,,9,,,75.2,,,,,,,,,,,
