MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,TLKE,PREC,FT,FM,PEAK,HI24,LO24,PDIR,VOLT,DWPF
11,27,2011, 7,58,HST, 72.0,61,5.0,25.0,128,2,0.0,,0.20,69.0,16,25,,,130,12.50,57.8
11,27,2011, 8,58,HST, 73.0,57,11.0,22.0,125,2,0.0,,0.20,73.0,16,22,,,122,12.90,56.9
11,27,2011, 9,58,HST, 73.0,55,9.0,24.0,90,2,48.0,,0.20,76.0,16,24,,,111,13.30,55.9
11,27,2011, 10,58,HST, 75.0,52,10.0,37.0,98,2,156.0,,0.20,79.0,15,37,,,120,13.60,56.2
11,27,2011, 11,58,HST, 76.0,51,11.0,29.0,121,2,355.0,,0.20,80.0,14,29,,,85,13.70,56.5
11,27,2011, 12,58,HST, 79.0,46,11.0,32.0,115,2,378.0,,0.20,89.0,14,32,,,111,13.90,56.4
11,27,2011, 13,58,HST, 79.0,53,10.0,33.0,36,2,748.0,,0.20,84.0,13,33,,,77,13.50,60.4
11,27,2011, 14,58,HST, 78.0,49,13.0,31.0,58,2,800.0,,0.20,82.0,13,31,83.0,69.0,51,13.50,57.3
11,27,2011, 15,58,HST, 79.0,43,13.0,36.0,84,2,461.0,,0.20,86.0,12,36,,,83,13.90,54.6
11,27,2011, 16,58,HST, 78.0,48,8.0,34.0,83,2,641.0,,0.20,81.0,12,34,,,55,13.40,56.7
11,27,2011, 17,58,HST, 76.0,51,13.0,28.0,99,2,513.0,,0.20,75.0,12,28,,,138,13.40,56.5
11,27,2011, 18,58,HST, 73.0,54,7.0,29.0,126,2,144.0,,0.20,72.0,12,29,,,135,13.00,55.4
11,27,2011, 19,58,HST, 74.0,56,8.0,28.0,246,2,29.0,,0.20,73.0,12,28,,,101,12.60,57.3
11,27,2011, 20,58,HST, 72.0,55,9.0,25.0,87,2,0.0,,0.20,71.0,12,25,,,125,12.70,54.9
11,27,2011, 21,58,HST, 74.0,54,11.0,28.0,95,2,0.0,,0.20,73.0,12,28,,,109,12.70,56.3
11,27,2011, 22,58,HST, 74.0,58,7.0,29.0,83,2,0.0,,0.20,73.0,12,29,,,102,12.70,58.3
11,27,2011, 23,58,HST, 73.0,59,7.0,39.0,80,2,0.0,,0.20,72.0,12,39,,,109,12.70,57.8
11,28,2011, 0,58,HST, 73.0,55,8.0,34.0,212,2,0.0,,0.20,71.0,12,34,,,128,12.70,55.9
11,28,2011, 1,58,HST, 73.0,57,6.0,32.0,62,2,0.0,,0.20,72.0,12,32,,,127,12.60,56.9
11,28,2011, 2,58,HST, 73.0,56,7.0,23.0,60,2,0.0,,0.20,72.0,12,23,,,116,12.60,56.4
11,28,2011, 3,58,HST, 73.0,54,5.0,22.0,74,2,0.0,,0.20,72.0,12,22,,,99,12.60,55.4
11,28,2011, 4,58,HST, 73.0,57,5.0,31.0,26,2,0.0,,0.20,71.0,12,31,,,135,12.60,56.9
11,28,2011, 5,58,HST, 71.0,59,5.0,21.0,83,2,0.0,,0.20,70.0,13,21,,,149,12.60,55.9
11,28,2011, 6,58,HST, 72.0,61,5.0,18.0,116,2,0.0,,0.20,70.0,13,18,,,128,12.60,57.8
11,28,2011, 7,58,HST, 72.0,63,2.0,18.0,121,2,0.0,,0.20,70.0,13,18,,,122,12.50,58.7
11,28,2011, 8,58,HST, 72.0,68,8.0,22.0,92,2,0.0,,0.20,71.0,14,22,,,57,12.70,60.8
11,28,2011, 9,58,HST, 75.0,56,6.0,20.0,95,2,42.0,,0.20,79.0,13,20,,,133,13.90,58.2
11,28,2011, 10,58,HST, 77.0,51,9.0,26.0,108,2,158.0,,0.20,82.0,12,26,,,101,13.90,57.5
11,28,2011, 11,58,HST, 78.0,51,12.0,24.0,118,2,356.0,,0.20,83.0,12,24,,,101,13.70,58.4
11,28,2011, 12,58,HST, 78.0,48,9.0,28.0,71,2,460.0,,0.20,89.0,11,28,,,90,13.90,56.7
11,28,2011, 13,58,HST, 79.0,48,8.0,32.0,323,2,584.0,,0.20,90.0,11,32,,,46,13.90,57.6
11,28,2011, 14,58,HST, 82.0,44,12.0,36.0,93,2,668.0,,0.20,91.0,11,36,83.0,70.0,114,13.90,57.9
11,28,2011, 15,58,HST, 81.0,47,12.0,32.0,64,2,844.0,,0.20,88.0,10,32,,,67,13.90,58.8
11,28,2011, 16,58,HST, 80.0,46,13.0,40.0,65,2,782.0,,0.20,84.0,10,40,,,36,13.90,57.3
11,28,2011, 17,58,HST, 76.0,49,8.0,32.0,85,2,511.0,,0.20,78.0,10,32,,,78,13.40,55.4
11,28,2011, 18,58,HST, 74.0,59,8.0,30.0,64,2,270.0,,0.20,71.0,11,30,,,20,13.00,58.7
11,28,2011, 19,58,HST, 72.0,56,4.0,22.0,61,2,23.0,,0.20,70.0,11,22,,,41,12.60,55.4
11,28,2011, 20,58,HST, 72.0,56,4.0,21.0,329,2,0.0,,0.20,71.0,11,21,,,121,12.60,55.4
11,28,2011, 21,58,HST, 73.0,66,4.0,20.0,119,2,0.0,,0.20,71.0,13,20,,,40,12.70,61.0
11,28,2011, 22,58,HST, 71.0,59,9.0,16.0,72,2,0.0,,0.20,70.0,12,16,,,136,12.70,55.9
11,28,2011, 23,58,HST, 71.0,64,4.0,20.0,324,2,0.0,,0.20,70.0,13,20,,,9,12.60,58.2
11,29,2011, 0,58,HST, 71.0,65,6.0,17.0,22,2,0.0,,0.20,72.0,13,17,,,140,12.60,58.6
11,29,2011, 1,58,HST, 70.0,63,3.0,14.0,213,2,0.0,,0.20,67.0,13,14,,,143,12.60,56.8
11,29,2011, 2,58,HST, 71.0,61,9.0,20.0,119,2,0.0,,0.20,69.0,13,20,,,105,12.60,56.9
11,29,2011, 3,58,HST, 71.0,56,6.0,24.0,106,2,0.0,,0.20,66.0,13,24,,,143,12.60,54.5
11,29,2011, 4,58,HST, 71.0,58,7.0,21.0,119,2,0.0,,0.20,71.0,12,21,,,122,12.60,55.5
11,29,2011, 5,58,HST, 72.0,63,3.0,16.0,76,2,0.0,,0.20,71.0,13,16,,,141,12.60,58.7
11,29,2011, 6,58,HST, 72.0,63,2.0,12.0,216,2,0.0,,0.20,69.0,13,12,,,149,12.50,58.7
11,29,2011, 7,58,HST, 65.0,71,2.0,7.0,244,2,0.0,,0.20,63.0,14,7,,,34,12.50,55.4
11,29,2011, 8,58,HST, 71.0,62,4.0,10.0,75,2,1.0,,0.20,71.0,14,10,,,51,12.60,57.3
11,29,2011, 9,58,HST, 75.0,60,8.0,18.0,196,2,27.0,,0.20,77.0,13,18,,,129,13.50,60.2
11,29,2011, 10,58,HST, 80.0,54,11.0,24.0,59,2,154.0,,0.20,92.0,12,24,,,118,13.90,61.8
11,29,2011, 11,58,HST, 79.0,51,11.0,21.0,86,2,583.0,,0.20,82.0,11,21,,,34,13.90,59.3
11,29,2011, 12,58,HST, 84.0,44,7.0,20.0,117,2,430.0,,0.20,97.0,11,20,,,54,13.90,59.7
11,29,2011, 13,58,HST, 81.0,54,10.0,24.0,49,2,606.0,,0.20,86.0,11,24,,,230,13.80,62.8
11,29,2011, 14,58,HST, 79.0,58,11.0,24.0,75,2,543.0,,0.20,83.0,11,24,85.0,64.0,87,13.50,62.9
11,29,2011, 15,58,HST, 79.0,60,12.0,22.0,63,2,434.0,,0.20,84.0,11,22,,,31,13.50,63.9
11,29,2011, 16,58,HST, 78.0,63,13.0,23.0,56,2,279.0,,0.20,80.0,11,23,,,73,13.40,64.4
11,29,2011, 17,58,HST, 74.0,67,9.0,23.0,57,2,286.0,,0.20,76.0,12,23,,,30,13.40,62.3
11,29,2011, 18,58,HST, 73.0,76,8.0,19.0,65,2,183.0,,0.20,72.0,14,19,,,57,13.00,65.0
11,29,2011, 19,58,HST, 71.0,76,7.0,14.0,61,2,39.0,,0.20,69.0,14,14,,,57,12.70,63.0
11,29,2011, 20,58,HST, 71.0,76,6.0,13.0,68,2,5.0,,0.20,71.0,15,13,,,71,12.70,63.0
11,29,2011, 21,58,HST, 72.0,80,4.0,12.0,88,2,5.0,,0.20,70.0,15,12,,,115,12.70,65.5
11,29,2011, 22,58,HST, 72.0,86,5.0,13.0,78,2,5.0,,0.20,71.0,16,13,,,100,12.60,67.6
11,29,2011, 23,58,HST, 69.0,91,4.0,10.0,97,2,6.0,,0.20,69.0,33,10,,,53,12.60,66.3
11,30,2011, 0,58,HST, 70.0,89,4.0,8.0,74,2,11.0,,0.20,66.0,23,8,,,100,12.60,66.6
11,30,2011, 1,58,HST, 69.0,88,5.0,8.0,64,2,14.0,,0.20,69.0,22,8,,,51,12.60,65.3
11,30,2011, 2,58,HST, 68.0,90,6.0,9.0,107,2,14.0,,0.20,64.0,22,9,,,54,12.60,65.0
11,30,2011, 3,58,HST, 67.0,91,5.0,9.0,99,2,14.0,,0.20,65.0,23,9,,,102,12.60,64.3
11,30,2011, 4,58,HST, 65.0,91,4.0,9.0,119,2,13.0,,0.20,63.0,24,9,,,98,12.50,62.3
11,30,2011, 5,58,HST, 67.0,88,6.0,8.0,90,2,13.0,,0.20,67.0,23,8,,,104,12.50,63.3
11,30,2011, 6,58,HST, 66.0,86,6.0,9.0,136,2,14.0,,0.20,65.0,22,9,,,100,12.50,61.7
11,30,2011, 7,58,HST, 66.0,86,5.0,11.0,91,2,14.0,,0.20,64.0,22,11,,,96,12.50,61.7
11,30,2011, 8,58,HST, 69.0,80,4.0,9.0,88,2,17.0,,0.20,68.0,21,9,,,87,12.70,62.6
11,30,2011, 9,58,HST, 79.0,59,5.0,10.0,102,2,48.0,,0.20,86.0,16,10,,,97,13.90,63.4
11,30,2011, 10,58,HST, 79.0,66,6.0,12.0,211,2,306.0,,0.20,94.0,15,12,,,61,13.90,66.6
11,30,2011, 11,58,HST, 78.0,63,2.0,9.0,348,2,577.0,,0.20,84.0,14,9,,,219,13.70,64.4
11,30,2011, 12,58,HST, 80.0,61,11.0,19.0,56,2,376.0,,0.20,85.0,14,19,,,27,13.90,65.3
11,30,2011, 13,58,HST, 79.0,64,12.0,21.0,26,2,465.0,,0.20,87.0,13,21,,,48,13.50,65.8
11,30,2011, 14,58,HST, 80.0,61,12.0,23.0,68,2,621.0,,0.20,88.0,13,23,82.0,65.0,88,13.90,65.3
11,30,2011, 15,58,HST, 82.0,59,8.0,23.0,38,2,439.0,,0.20,90.0,13,23,,,68,13.90,66.2
11,30,2011, 16,58,HST, 78.0,64,9.0,24.0,57,2,798.0,,0.20,86.0,13,24,,,76,13.90,64.8
11,30,2011, 17,58,HST, 78.0,69,13.0,21.0,54,2,601.0,,0.20,80.0,13,21,,,76,13.40,67.0
11,30,2011, 18,58,HST, 75.0,73,10.0,23.0,59,2,327.0,,0.20,73.0,14,23,,,46,12.90,65.7
11,30,2011, 19,58,HST, 74.0,78,10.0,29.0,55,2,25.0,,0.20,71.0,15,29,,,42,12.70,66.7
11,30,2011, 20,58,HST, 73.0,78,7.0,26.0,55,2,7.0,,0.20,70.0,17,26,,,59,12.70,65.7
11,30,2011, 21,58,HST, 72.0,76,6.0,22.0,203,2,24.0,,0.20,72.0,16,22,,,38,12.70,64.0
11,30,2011, 22,58,HST, 72.0,76,8.0,15.0,62,2,24.0,,0.20,70.0,16,15,,,28,12.70,64.0
11,30,2011, 23,58,HST, 73.0,78,4.0,15.0,58,2,22.0,,0.20,71.0,17,15,,,143,12.60,65.7
12,1,2011, 0,58,HST, 71.0,77,4.0,15.0,71,2,25.0,,0.20,70.0,17,15,,,75,12.60,63.4
12,1,2011, 1,58,HST, 73.0,77,5.0,9.0,75,2,26.0,,0.20,70.0,17,9,,,55,12.60,65.4
12,1,2011, 2,58,HST, 74.0,77,4.0,15.0,50,2,26.0,,0.20,71.0,17,15,,,41,12.60,66.3
12,1,2011, 3,58,HST, 74.0,76,8.0,18.0,63,2,24.0,,0.20,71.0,17,18,,,118,12.60,65.9
12,1,2011, 4,58,HST, 74.0,76,6.0,15.0,76,2,25.0,,0.20,73.0,17,15,,,84,12.60,65.9
12,1,2011, 5,58,HST, 74.0,76,5.0,19.0,63,2,24.0,,0.20,73.0,17,19,,,105,12.60,65.9
12,1,2011, 6,58,HST, 74.0,78,9.0,19.0,101,2,24.0,,0.20,71.0,17,19,,,72,12.50,66.7
12,1,2011, 7,58,HST, 73.0,76,8.0,23.0,90,2,25.0,,0.20,72.0,17,23,,,97,12.50,65.0
12,1,2011, 8,58,HST, 75.0,76,7.0,21.0,68,2,26.0,,0.20,75.0,17,21,,,114,12.70,66.9
12,1,2011, 9,58,HST, 75.0,74,4.0,29.0,232,2,60.0,,0.20,77.0,16,29,,,90,13.00,66.1
12,1,2011, 10,58,HST, 76.0,79,11.0,32.0,90,2,137.0,,0.21,75.0,18,32,,,87,13.20,69.0
12,1,2011, 11,58,HST, 77.0,71,12.0,29.0,75,2,212.0,,0.21,84.0,16,29,,,121,13.60,66.9
12,1,2011, 12,58,HST, 77.0,72,11.0,31.0,74,2,366.0,,0.21,82.0,16,31,,,87,13.50,67.3
12,1,2011, 13,58,HST, 78.0,71,15.0,32.0,79,2,347.0,,0.21,81.0,15,32,,,96,13.60,67.8
12,1,2011, 14,58,HST, 77.0,70,14.0,32.0,67,2,365.0,,0.21,82.0,15,32,82.0,70.0,47,13.50,66.4
12,1,2011, 15,58,HST, 74.0,81,13.0,31.0,61,2,396.0,,0.22,75.0,27,31,,,88,13.50,67.8
12,1,2011, 16,58,HST, 75.0,78,17.0,32.0,74,2,362.0,,0.24,75.0,26,32,,,70,13.50,67.7
12,1,2011, 17,58,HST, 74.0,76,15.0,29.0,67,2,264.0,,0.24,74.0,21,29,,,46,13.40,65.9
12,1,2011, 18,58,HST, 73.0,82,15.0,31.0,68,2,165.0,,0.25,69.0,34,31,,,68,12.90,67.2
12,1,2011, 19,58,HST, 73.0,88,12.0,35.0,73,2,41.0,,0.29,69.0,55,35,,,77,12.60,69.2
12,1,2011, 20,58,HST, 72.0,82,14.0,32.0,61,2,10.0,,0.35,69.0,55,32,,,67,12.60,66.2
12,1,2011, 21,58,HST, 74.0,82,9.0,35.0,55,2,2.0,,0.35,70.0,55,35,,,66,12.60,68.1
12,1,2011, 22,58,HST, 75.0,81,11.0,30.0,148,2,0.0,,0.35,72.0,29,30,,,97,12.60,68.8
12,1,2011, 23,58,HST, 71.0,88,11.0,32.0,93,2,0.0,,0.44,70.0,55,32,,,87,12.60,67.3
12,2,2011, 0,58,HST, 73.0,91,13.0,34.0,76,2,2.0,,0.47,69.0,55,34,,,112,12.60,70.2
12,2,2011, 1,58,HST, 72.0,93,11.0,32.0,82,2,0.0,,0.54,70.0,55,32,,,89,12.60,69.9
12,2,2011, 2,58,HST, 72.0,91,11.0,28.0,70,2,1.0,,0.65,69.0,55,28,,,80,12.60,69.2
12,2,2011, 3,58,HST, 72.0,92,5.0,27.0,85,2,0.0,,0.75,69.0,55,27,,,89,12.60,69.5
12,2,2011, 4,58,HST, 72.0,93,5.0,21.0,344,2,0.0,,0.81,69.0,55,21,,,63,12.60,69.9
12,2,2011, 5,58,HST, 70.0,98,1.0,15.0,345,2,0.0,,0.92,70.0,55,15,,,134,12.50,69.4
12,2,2011, 6,58,HST, 70.0,100,4.0,5.0,116,2,0.0,,0.96,68.0,55,5,,,90,12.50,70.0
12,2,2011, 7,58,HST, 67.0,100,6.0,7.0,96,2,0.0,,0.96,67.0,55,7,,,98,12.50,67.0
12,2,2011, 8,58,HST, 67.0,100,4.0,8.0,121,2,1.0,,0.96,67.0,55,8,,,91,12.50,67.0
12,2,2011, 9,58,HST, 78.0,74,2.0,6.0,77,2,19.0,,0.96,79.0,55,6,,,141,13.80,69.0
12,2,2011, 10,58,HST, 79.0,71,4.0,15.0,47,2,312.0,,0.96,86.0,34,15,,,42,13.80,68.8
12,2,2011, 11,58,HST, 78.0,75,4.0,13.0,227,2,534.0,,0.96,85.0,24,13,,,214,13.60,69.4
12,2,2011, 12,58,HST, 80.0,68,5.0,9.0,244,2,499.0,,0.96,91.0,21,9,,,249,13.90,68.5
12,2,2011, 13,58,HST, 81.0,65,4.0,11.0,239,2,611.0,,0.96,92.0,19,11,,,224,13.90,68.1
12,2,2011, 14,58,HST, 83.0,67,5.0,11.0,237,2,765.0,,0.96,93.0,17,11,83.0,67.0,210,13.90,70.9
12,2,2011, 15,58,HST, 78.0,73,8.0,13.0,215,2,678.0,,0.96,83.0,16,13,,,220,13.60,68.6
12,2,2011, 16,58,HST, 78.0,68,4.0,13.0,222,2,471.0,,0.96,80.0,16,13,,,219,13.40,66.6
12,2,2011, 17,58,HST, 78.0,74,3.0,10.0,240,2,322.0,,0.96,78.0,16,10,,,204,13.30,69.0
12,2,2011, 18,58,HST, 73.0,84,4.0,6.0,116,2,168.0,,0.96,70.0,16,6,,,250,12.80,67.9
12,2,2011, 19,58,HST, 69.0,87,3.0,7.0,129,2,31.0,,0.96,68.0,17,7,,,122,12.60,65.0
12,2,2011, 20,58,HST, 68.0,90,5.0,7.0,131,2,0.0,,0.96,67.0,18,7,,,92,12.60,65.0
12,2,2011, 21,58,HST, 69.0,91,5.0,9.0,93,2,0.0,,0.96,65.0,18,9,,,103,12.60,66.3
12,2,2011, 22,58,HST, 67.0,90,4.0,11.0,112,2,0.0,,0.96,66.0,19,11,,,98,12.60,64.0
12,2,2011, 23,58,HST, 67.0,88,6.0,10.0,99,2,0.0,,0.96,65.0,19,10,,,112,12.60,63.3
12,3,2011, 0,58,HST, 66.0,87,7.0,9.0,100,2,0.0,,0.96,66.0,19,9,,,89,12.60,62.0
12,3,2011, 1,58,HST, 68.0,86,5.0,10.0,90,2,0.0,,0.96,66.0,19,10,,,90,12.60,63.6
12,3,2011, 2,58,HST, 67.0,86,6.0,10.0,94,2,0.0,,0.96,66.0,19,10,,,110,12.60,62.7
12,3,2011, 3,58,HST, 68.0,88,6.0,10.0,97,2,0.0,,0.96,65.0,19,10,,,107,12.60,64.3
12,3,2011, 4,58,HST, 68.0,88,7.0,11.0,92,2,0.0,,0.96,64.0,19,11,,,98,12.60,64.3
12,3,2011, 5,58,HST, 67.0,87,4.0,11.0,103,2,0.0,,0.96,65.0,19,11,,,101,12.50,63.0
12,3,2011, 6,58,HST, 68.0,91,3.0,8.0,10,2,0.0,,0.96,64.0,20,8,,,105,12.50,65.3
12,3,2011, 7,58,HST, 69.0,90,4.0,7.0,97,2,0.0,,0.96,65.0,20,7,,,129,12.50,65.9
12,3,2011, 8,58,HST, 72.0,87,4.0,8.0,133,2,0.0,,0.96,70.0,20,8,,,112,12.90,67.9
12,3,2011, 9,58,HST, 79.0,66,2.0,6.0,262,2,47.0,,0.96,86.0,18,6,,,141,13.90,66.6
12,3,2011, 10,58,HST, 79.0,69,3.0,6.0,243,2,217.0,,0.96,87.0,17,6,,,262,13.80,67.9
12,3,2011, 11,58,HST, 82.0,68,5.0,7.0,253,2,372.0,,0.96,93.0,16,7,,,250,13.90,70.4
12,3,2011, 12,58,HST, 82.0,68,4.0,10.0,232,2,522.0,,0.96,86.0,15,10,,,205,13.70,70.4
12,3,2011, 13,58,HST, 82.0,70,5.0,8.0,253,2,494.0,,0.96,91.0,15,8,,,245,13.90,71.2
12,3,2011, 14,58,HST, 81.0,70,4.0,8.0,251,2,474.0,,0.96,87.0,14,8,83.0,66.0,242,13.40,70.3
12,3,2011, 15,58,HST, 80.0,72,4.0,8.0,261,2,420.0,,0.96,88.0,14,8,,,274,13.40,70.1
12,3,2011, 16,58,HST, 80.0,71,4.0,7.0,175,2,384.0,,0.96,81.0,14,7,,,257,13.40,69.7
12,3,2011, 17,58,HST, 78.0,64,8.0,18.0,93,2,192.0,,0.96,78.0,14,18,,,100,13.30,64.8
12,3,2011, 18,58,HST, 76.0,69,6.0,14.0,98,2,139.0,,0.96,74.0,14,14,,,96,12.70,65.1
12,3,2011, 19,58,HST, 76.0,69,6.0,13.0,80,2,24.0,,0.96,74.0,14,13,,,101,12.70,65.1
12,3,2011, 20,58,HST, 75.0,67,6.0,13.0,96,2,0.0,,0.96,71.0,14,13,,,98,12.70,63.3
12,3,2011, 21,58,HST, 76.0,66,8.0,14.0,114,2,0.0,,0.96,72.0,14,14,,,101,12.70,63.8
12,3,2011, 22,58,HST, 76.0,65,8.0,16.0,93,2,0.0,,0.96,74.0,14,16,,,75,12.70,63.4
12,3,2011, 23,58,HST, 76.0,67,8.0,17.0,115,2,0.0,,0.96,72.0,14,17,,,77,12.70,64.2
12,4,2011, 0,58,HST, 74.0,65,8.0,19.0,96,2,0.0,,0.96,72.0,14,19,,,94,12.70,61.5
12,4,2011, 1,58,HST, 73.0,67,6.0,17.0,81,2,0.0,,0.96,70.0,14,17,,,95,12.60,61.4
12,4,2011, 2,58,HST, 72.0,68,5.0,10.0,97,2,0.0,,0.96,69.0,15,10,,,101,12.60,60.8
12,4,2011, 3,58,HST, 75.0,68,4.0,15.0,82,2,0.0,,0.96,71.0,15,15,,,93,12.60,63.7
12,4,2011, 4,58,HST, 71.0,73,3.0,12.0,109,2,0.0,,0.96,71.0,15,12,,,90,12.60,61.9
12,4,2011, 5,58,HST, 74.0,70,6.0,12.0,84,2,0.0,,0.96,72.0,15,12,,,83,12.60,63.6
12,4,2011, 6,58,HST, 73.0,68,9.0,15.0,95,2,0.0,,0.96,71.0,15,15,,,71,12.50,61.8
12,4,2011, 7,58,HST, 73.0,70,8.0,18.0,89,2,0.0,,0.96,71.0,15,18,,,113,12.50,62.6
12,4,2011, 8,58,HST, 75.0,64,8.0,15.0,112,2,1.0,,0.96,74.0,15,15,,,127,12.60,62.0
12,4,2011, 9,58,HST, 77.0,61,7.0,16.0,84,2,24.0,,0.96,77.0,14,16,,,95,13.10,62.5
12,4,2011, 10,58,HST, 79.0,63,4.0,14.0,265,2,113.0,,0.96,88.0,14,14,,,85,13.90,65.3
12,4,2011, 11,58,HST, 79.0,66,5.0,11.0,252,2,344.0,,0.96,81.0,14,11,,,257,13.50,66.6
12,4,2011, 12,58,HST, 81.0,61,5.0,10.0,271,2,447.0,,0.96,92.0,13,10,,,242,13.70,66.3
12,4,2011, 13,58,HST, 79.0,61,4.0,13.0,293,2,531.0,,0.96,90.0,13,13,,,232,13.90,64.4
12,4,2011, 14,58,HST, 80.0,64,8.0,14.0,249,2,754.0,,0.96,93.0,12,14,84.0,71.0,245,13.90,66.7
12,4,2011, 15,58,HST, 80.0,67,7.0,12.0,247,2,799.0,,0.96,91.0,12,12,,,255,13.90,68.0
12,4,2011, 16,58,HST, 79.0,69,4.0,11.0,251,2,690.0,,0.96,80.0,12,11,,,256,13.30,67.9
12,4,2011, 17,58,HST, 80.0,68,3.0,8.0,244,2,299.0,,0.96,80.0,13,8,,,241,13.40,68.5
12,4,2011, 18,58,HST, 73.0,77,4.0,7.0,106,2,154.0,,0.96,73.0,13,7,,,97,12.90,65.4
12,4,2011, 19,58,HST, 72.0,75,4.0,10.0,84,2,26.0,,0.96,69.0,14,10,,,89,12.60,63.6
12,4,2011, 20,58,HST, 68.0,76,6.0,8.0,85,2,0.0,,0.96,66.0,14,8,,,89,12.60,60.1
12,4,2011, 21,58,HST, 71.0,75,6.0,12.0,81,2,0.0,,0.96,68.0,15,12,,,73,12.60,62.7
12,4,2011, 22,58,HST, 68.0,78,6.0,11.0,94,2,0.0,,0.96,65.0,15,11,,,90,12.60,60.9
12,4,2011, 23,58,HST, 68.0,82,5.0,9.0,115,2,0.0,,0.96,65.0,15,9,,,75,12.60,62.3
12,5,2011, 0,58,HST, 68.0,82,4.0,8.0,137,2,0.0,,0.96,66.0,15,8,,,138,12.60,62.3
12,5,2011, 1,58,HST, 71.0,79,5.0,9.0,96,2,0.0,,0.96,68.0,16,9,,,104,12.60,64.1
12,5,2011, 2,58,HST, 69.0,77,4.0,12.0,112,2,0.0,,0.96,67.0,16,12,,,134,12.60,61.5
12,5,2011, 3,58,HST, 68.0,80,5.0,8.0,111,2,0.0,,0.96,64.0,16,8,,,141,12.60,61.6
12,5,2011, 4,58,HST, 66.0,84,5.0,7.0,129,2,0.0,,0.96,64.0,16,7,,,109,12.60,61.0
12,5,2011, 5,58,HST, 67.0,84,5.0,8.0,79,2,0.0,,0.96,66.0,17,8,,,131,12.60,62.0
12,5,2011, 6,58,HST, 69.0,81,6.0,13.0,113,2,0.0,,0.96,67.0,17,13,,,80,12.50,62.9
12,5,2011, 7,58,HST, 70.0,76,3.0,8.0,26,2,0.0,,0.96,68.0,17,8,,,94,12.50,62.1
12,5,2011, 8,58,HST, 74.0,68,7.0,17.0,122,2,2.0,,0.96,75.0,16,17,,,93,13.00,62.8
12,5,2011, 9,58,HST, 80.0,65,5.0,21.0,194,2,68.0,,0.96,85.0,15,21,,,137,13.80,67.2
12,5,2011, 10,58,HST, 80.0,56,11.0,20.0,102,2,211.0,,0.96,89.0,14,20,,,105,13.90,62.9
12,5,2011, 11,58,HST, 83.0,50,6.0,21.0,100,2,393.0,,0.96,95.0,14,21,,,98,13.90,62.4
12,5,2011, 12,58,HST, 83.0,54,14.0,18.0,51,2,686.0,,0.96,97.0,13,18,,,99,13.90,64.6
12,5,2011, 13,58,HST, 81.0,56,12.0,27.0,67,2,871.0,,0.96,83.0,12,27,,,33,13.50,63.8
12,5,2011, 14,58,HST, 84.0,50,15.0,28.0,104,2,690.0,,0.96,92.0,12,28,85.0,66.0,97,13.90,63.3
12,5,2011, 15,58,HST, 82.0,52,9.0,30.0,73,2,601.0,,0.96,90.0,12,30,,,56,13.90,62.6
12,5,2011, 16,58,HST, 82.0,52,7.0,23.0,65,2,653.0,,0.96,85.0,12,23,,,35,13.90,62.6
12,5,2011, 17,58,HST, 80.0,57,7.0,25.0,61,2,509.0,,0.96,79.0,11,25,,,63,13.40,63.4
12,5,2011, 18,58,HST, 74.0,65,8.0,20.0,103,2,262.0,,0.96,72.0,12,20,,,33,13.00,61.5
12,5,2011, 19,58,HST, 73.0,67,7.0,19.0,68,2,31.0,,0.96,69.0,13,19,,,104,12.60,61.4
12,5,2011, 20,58,HST, 70.0,73,3.0,16.0,39,2,0.0,,0.96,68.0,13,16,,,56,12.60,60.9
12,5,2011, 21,58,HST, 68.0,74,5.0,8.0,49,2,0.0,,0.96,66.0,14,8,,,124,12.60,59.4
12,5,2011, 22,58,HST, 67.0,77,4.0,9.0,87,2,0.0,,0.96,64.0,14,9,,,51,12.60,59.5
12,5,2011, 23,58,HST, 68.0,78,5.0,11.0,91,2,0.0,,0.96,65.0,15,11,,,35,12.60,60.9
12,6,2011, 0,58,HST, 72.0,73,5.0,10.0,64,2,0.0,,0.96,69.0,15,10,,,42,12.60,62.9
12,6,2011, 1,58,HST, 68.0,79,7.0,12.0,93,2,0.0,,0.96,64.0,15,12,,,91,12.60,61.2
12,6,2011, 2,58,HST, 68.0,77,3.0,11.0,98,2,0.0,,0.96,66.0,15,11,,,114,12.60,60.5
12,6,2011, 3,58,HST, 68.0,79,3.0,13.0,83,2,0.0,,0.96,67.0,15,13,,,119,12.60,61.2
12,6,2011, 4,58,HST, 71.0,73,4.0,8.0,56,2,0.0,,0.96,68.0,15,8,,,43,12.60,61.9
12,6,2011, 5,58,HST, 72.0,74,7.0,14.0,77,2,0.0,,0.96,69.0,15,14,,,73,12.60,63.2
12,6,2011, 6,58,HST, 70.0,72,2.0,14.0,70,2,0.0,,0.96,67.0,15,14,,,100,12.50,60.5
12,6,2011, 7,58,HST, 70.0,75,2.0,7.0,317,2,0.0,,0.96,66.0,15,7,,,71,12.50,61.7
12,6,2011, 8,58,HST, 72.0,71,8.0,20.0,92,2,1.0,,0.96,72.0,15,20,,,91,12.60,62.1
12,6,2011, 9,58,HST, 74.0,65,11.0,19.0,96,2,41.0,,0.96,77.0,15,19,,,96,13.30,61.5
