MON,DAY,YEAR,HR,MIN,TMZN,TMPF,RELH,SKNT,GUST,DRCT,QFLG,SOLR,TLKE,PREC,FT,FM,PEAK,HI24,LO24,PDIR,VOLT,DWPF
10,26,2009, 11,58,HST, ,,,,,0,,,,,,,,,,,
10,26,2009, 12,58,HST, 61.0,24,3.0,,344,0,,,0.00,72.0,16,,,,,12.50,24.0
10,26,2009, 13,58,HST, 62.0,26,3.0,,350,0,,,0.00,72.0,16,,,,,12.40,26.7
10,26,2009, 14,58,HST, 61.0,27,3.0,,350,0,,,0.00,72.0,16,,,,,12.40,26.8
10,26,2009, 15,58,HST, 50.0,69,3.0,,351,0,,,0.00,72.0,16,,,,,12.40,40.2
10,26,2009, 16,58,HST, 42.0,89,3.0,,352,0,,,0.00,72.0,16,,,,,12.40,39.0
10,26,2009, 17,58,HST, 43.0,81,3.0,,353,0,,,0.00,72.0,16,,,,,12.30,37.6
10,26,2009, 18,58,HST, 42.0,85,3.0,,353,0,,,0.00,72.0,16,,,,,12.30,37.8
10,26,2009, 19,58,HST, 41.0,90,3.0,,353,0,,,0.00,72.0,16,,,,,12.30,38.3
10,26,2009, 20,58,HST, 40.0,85,3.0,,353,0,,,0.00,72.0,16,,,,,12.30,35.9
10,26,2009, 21,58,HST, 41.0,77,3.0,,353,0,,,0.00,72.0,16,,,,,12.30,34.4
10,26,2009, 22,58,HST, 41.0,70,3.0,,352,0,,,0.00,72.0,16,,,,,12.30,32.0
10,26,2009, 23,58,HST, 40.0,76,3.0,,352,0,,,0.00,72.0,16,,,,,12.30,33.1
10,27,2009, 0,58,HST, 39.0,69,3.0,,352,0,,,0.00,72.0,16,,,,,12.30,29.7
10,27,2009, 1,58,HST, 38.0,69,3.0,,352,0,,,0.00,72.0,16,,,,,12.30,28.7
10,27,2009, 2,58,HST, 38.0,63,3.0,,353,0,,,0.00,72.0,16,,,,,12.30,26.5
10,27,2009, 3,58,HST, 36.0,61,3.0,,350,0,,,0.00,72.0,16,,,,,12.30,23.9
10,27,2009, 4,58,HST, 37.0,64,0.0,,,0,,,0.05,72.0,16,,,,,12.30,26.0
10,27,2009, 5,58,HST, 35.0,64,,,,0,,,0.10,72.0,16,,,,,12.30,24.1
10,27,2009, 6,58,HST, 38.0,59,,,,0,,,0.10,72.0,16,,,,,12.40,25.0
10,27,2009, 7,58,HST, 38.0,55,0.0,,,0,,,0.10,72.0,16,,,,,12.50,23.3
11,6,2009, 11,22,HST, ,,,,,0,,,,,,,,,,,
11,12,2009, 12,30,HST, ,,,,,0,,,,,,,,,,,
11,12,2009, 12,58,HST, ,,,,,0,,,,,,,,,,,
11,12,2009, 13,58,HST, 84.0,58,8.0,,270,9,,,0.00,92.0,13,,,,,13.30,67.6
11,12,2009, 14,58,HST, 81.0,64,8.0,,276,2,,,0.00,86.0,13,,,,,12.90,67.6
11,12,2009, 15,58,HST, 81.0,65,6.0,,275,2,,,0.00,84.0,13,,,,,12.90,68.1
11,12,2009, 16,58,HST, 79.0,69,5.0,,281,2,,,0.00,80.0,14,,,,,12.80,67.9
11,12,2009, 17,58,HST, 80.0,67,4.0,,281,2,,,0.00,79.0,14,,,,,12.80,68.0
11,12,2009, 18,58,HST, 76.0,75,3.0,,43,2,,,0.00,77.0,14,,,,,12.70,67.5
11,12,2009, 19,58,HST, 75.0,77,5.0,,70,2,,,0.00,74.0,14,,,,,12.70,67.3
11,12,2009, 20,58,HST, 74.0,84,7.0,,45,2,,,0.00,73.0,33,,,,,12.60,68.8
11,12,2009, 21,58,HST, 73.0,86,3.0,,27,2,,,0.01,72.0,18,,,,,12.60,68.6
11,12,2009, 22,58,HST, 72.0,87,5.0,,44,2,,,0.01,69.0,18,,,,,12.60,67.9
11,12,2009, 23,58,HST, 70.0,84,7.0,,58,2,,,0.01,69.0,18,,,,,12.60,64.9
11,13,2009, 0,58,HST, 72.0,73,8.0,,52,2,,,0.01,72.0,17,,,,,12.60,62.9
11,13,2009, 1,58,HST, 76.0,58,9.0,,57,2,,,0.01,73.0,16,,,,,12.60,60.1
11,13,2009, 2,58,HST, 76.0,64,14.0,,38,2,,,0.01,74.0,15,,,,,12.60,62.9
11,13,2009, 3,58,HST, 76.0,73,13.0,,47,2,,,0.01,73.0,16,,,,,12.60,66.7
11,13,2009, 4,58,HST, 76.0,74,12.0,,48,2,,,0.01,73.0,16,,,,,12.60,67.1
11,13,2009, 5,58,HST, 75.0,63,11.0,,55,2,,,0.01,75.0,16,,,,,12.60,61.5
11,13,2009, 6,58,HST, 76.0,64,12.0,,51,2,,,0.01,76.0,15,,,,,12.60,62.9
11,13,2009, 7,58,HST, 74.0,68,2.0,,358,2,,,0.01,72.0,15,,,,,12.60,62.8
11,13,2009, 8,58,HST, 77.0,64,3.0,,22,2,,,0.01,81.0,16,,,,,12.80,63.9
11,13,2009, 9,58,HST, 86.0,54,3.0,,182,2,,,0.01,95.0,15,,,,,13.20,67.4
11,13,2009, 10,58,HST, 86.0,55,5.0,,204,2,,,0.01,96.0,14,,,,,13.30,67.9
11,13,2009, 11,58,HST, 86.0,56,5.0,,233,2,,,0.01,96.0,13,,,,,13.30,68.4
11,13,2009, 12,58,HST, 88.0,58,7.0,,269,2,,,0.01,98.0,13,,,,,13.30,71.3
11,13,2009, 13,58,HST, 84.0,63,9.0,,224,2,,,0.01,94.0,13,,,,,12.90,70.0
11,13,2009, 14,58,HST, 86.0,60,6.0,,199,2,,,0.01,93.0,13,,,,,13.30,70.5
11,13,2009, 15,58,HST, 83.0,64,5.0,,217,2,,,0.01,92.0,13,,,,,12.90,69.5
11,13,2009, 16,58,HST, 84.0,66,5.0,,211,2,,,0.01,88.0,13,,,,,12.90,71.4
11,13,2009, 17,58,HST, 82.0,69,3.0,,201,2,,,0.01,82.0,13,,,,,12.80,70.8
11,13,2009, 18,58,HST, 79.0,79,4.0,,72,2,,,0.01,77.0,13,,,,,12.80,71.9
11,13,2009, 19,58,HST, 75.0,72,5.0,,76,2,,,0.01,74.0,14,,,,,12.70,65.3
11,13,2009, 20,58,HST, 77.0,65,6.0,,30,2,,,0.01,76.0,14,,,,,12.70,64.3
11,13,2009, 21,58,HST, 78.0,70,5.0,,52,2,,,0.01,75.0,14,,,,,12.70,67.4
11,13,2009, 22,58,HST, 74.0,76,4.0,,60,2,,,0.01,74.0,14,,,,,12.70,65.9
11,13,2009, 23,58,HST, 74.0,79,6.0,,65,2,,,0.01,73.0,15,,,,,12.70,67.1
11,14,2009, 0,58,HST, 73.0,78,7.0,,59,2,,,0.01,72.0,15,,,,,12.60,65.7
11,14,2009, 1,58,HST, 74.0,80,5.0,,99,2,,,0.01,73.0,15,,,,,12.60,67.4
11,14,2009, 2,58,HST, 73.0,78,7.0,,78,2,,,0.01,73.0,15,,,,,12.60,65.7
11,14,2009, 3,58,HST, 76.0,73,4.0,,64,2,,,0.01,76.0,15,,,,,12.60,66.7
11,14,2009, 4,58,HST, 77.0,74,3.0,,100,2,,,0.01,74.0,15,,,,,12.60,68.1
11,14,2009, 5,58,HST, 78.0,72,3.0,,79,2,,,0.01,75.0,15,,,,,12.60,68.2
11,14,2009, 6,58,HST, 73.0,80,3.0,,29,2,,,0.01,74.0,15,,,,,12.60,66.5
11,14,2009, 7,58,HST, 74.0,80,4.0,,59,2,,,0.01,75.0,15,,,,,12.60,67.4
11,14,2009, 8,58,HST, 77.0,76,2.0,,58,2,,,0.01,77.0,15,,,,,12.60,68.8
11,14,2009, 9,58,HST, 82.0,64,3.0,,151,2,,,0.01,84.0,15,,,,,12.70,68.6
11,14,2009, 10,58,HST, 82.0,65,5.0,,284,2,,,0.01,88.0,15,,,,,13.00,69.0
11,14,2009, 11,58,HST, 83.0,67,5.0,,259,2,,,0.01,84.0,14,,,,,12.90,70.9
11,14,2009, 12,58,HST, 85.0,67,5.0,,225,2,,,0.01,90.0,14,,,,,13.00,72.8
11,14,2009, 13,58,HST, 83.0,66,4.0,,261,2,,,0.01,89.0,14,,,,,13.00,70.4
11,14,2009, 19,58,HST, 77.0,66,15.0,,57,0,,,0.35,77.0,16,,,,,12.70,64.8
11,14,2009, 20,58,HST, 77.0,63,9.0,,53,0,,,0.35,77.0,15,,,,,12.70,63.4
11,14,2009, 21,58,HST, 79.0,63,12.0,,52,0,,,0.35,76.0,15,,,,,12.70,65.3
11,14,2009, 22,58,HST, 78.0,60,14.0,,52,0,,,0.35,78.0,15,,,,,12.70,63.0
11,14,2009, 23,58,HST, 79.0,63,9.0,,42,0,,,0.35,77.0,15,,,,,12.60,65.3
11,15,2009, 0,58,HST, 75.0,67,7.0,,61,0,,,0.35,74.0,15,,,,,12.60,63.3
11,15,2009, 1,58,HST, 77.0,65,9.0,,60,0,,,0.35,77.0,15,,,,,12.60,64.3
11,15,2009, 2,58,HST, 75.0,75,5.0,,77,0,,,0.35,71.0,15,,,,,12.60,66.5
11,15,2009, 3,58,HST, 78.0,65,13.0,,63,0,,,0.35,75.0,15,,,,,12.60,65.3
11,15,2009, 4,58,HST, 77.0,66,11.0,,61,0,,,0.35,77.0,15,,,,,12.60,64.8
11,15,2009, 5,58,HST, 76.0,67,9.0,,53,0,,,0.35,76.0,15,,,,,12.60,64.2
11,15,2009, 6,58,HST, 76.0,68,12.0,,66,0,,,0.35,76.0,15,,,,,12.50,64.7
11,15,2009, 7,58,HST, 78.0,67,10.0,,58,0,,,0.35,75.0,15,,,,,12.50,66.1
11,15,2009, 8,58,HST, 77.0,68,14.0,,60,0,,,0.35,78.0,15,,,,,12.60,65.6
11,15,2009, 9,58,HST, 81.0,61,13.0,,67,0,,,0.35,84.0,15,,,,,13.10,66.3
11,15,2009, 10,58,HST, 81.0,62,15.0,,53,0,,,0.35,87.0,14,,,,,13.20,66.7
11,15,2009, 11,58,HST, 82.0,53,17.0,,56,0,,,0.35,89.0,14,,,,,13.30,63.2
11,15,2009, 12,58,HST, 85.0,52,14.0,30.0,60,0,,,0.35,93.0,14,30,,,75,13.20,65.4
11,15,2009, 13,58,HST, 86.0,50,14.0,28.0,48,0,,,0.35,93.0,14,28,,,59,13.20,65.2
11,15,2009, 14,58,HST, 84.0,50,12.0,28.0,76,0,,,0.35,92.0,13,28,86.0,73.0,95,13.40,63.3
11,15,2009, 15,58,HST, 84.0,56,11.0,26.0,32,0,,,0.35,88.0,13,26,,,4,12.90,66.6
11,15,2009, 16,58,HST, 83.0,60,11.0,32.0,26,0,,,0.35,84.0,13,32,,,4,12.90,67.7
11,15,2009, 17,58,HST, 78.0,62,13.0,29.0,30,0,,,0.35,80.0,13,29,,,353,12.80,63.9
11,15,2009, 18,58,HST, 76.0,66,13.0,30.0,34,0,,,0.35,75.0,14,30,,,9,12.80,63.8
11,15,2009, 19,58,HST, 75.0,70,16.0,26.0,25,0,,,0.35,75.0,15,26,,,24,12.70,64.5
11,15,2009, 20,58,HST, 75.0,68,11.0,27.0,33,0,,,0.35,75.0,15,27,,,20,12.70,63.7
11,15,2009, 21,58,HST, 76.0,69,9.0,26.0,51,0,,,0.35,73.0,15,26,,,23,12.70,65.1
11,15,2009, 22,58,HST, 74.0,70,9.0,24.0,43,0,,,0.35,74.0,15,24,,,52,12.70,63.6
11,15,2009, 23,58,HST, 75.0,66,8.0,26.0,60,0,,,0.35,75.0,15,26,,,68,12.70,62.9
11,16,2009, 0,58,HST, 75.0,70,8.0,25.0,56,0,,,0.35,72.0,16,25,,,72,12.60,64.5
11,16,2009, 1,58,HST, 74.0,70,6.0,24.0,46,0,,,0.35,74.0,15,24,,,94,12.60,63.6
11,16,2009, 2,58,HST, 73.0,77,8.0,17.0,42,0,,,0.35,71.0,16,17,,,81,12.60,65.4
11,16,2009, 3,58,HST, 72.0,76,10.0,18.0,47,0,,,0.35,71.0,18,18,,,25,12.60,64.0
11,16,2009, 4,58,HST, 73.0,77,6.0,16.0,45,0,,,0.35,70.0,17,16,,,32,12.60,65.4
11,16,2009, 5,58,HST, 73.0,74,8.0,18.0,45,0,,,0.35,73.0,17,18,,,50,12.50,64.2
11,16,2009, 6,58,HST, 73.0,73,6.0,18.0,37,0,,,0.35,73.0,16,18,,,51,12.50,63.8
11,16,2009, 7,58,HST, 73.0,71,6.0,17.0,39,0,,,0.35,73.0,16,17,,,56,12.50,63.0
11,16,2009, 8,58,HST, 75.0,67,8.0,18.0,54,0,,,0.35,76.0,16,18,,,27,12.60,63.3
11,16,2009, 9,58,HST, 80.0,65,10.0,20.0,26,0,,,0.35,83.0,15,20,,,63,13.20,67.2
11,16,2009, 10,58,HST, 81.0,63,9.0,25.0,43,0,,,0.35,84.0,15,25,,,65,13.20,67.2
11,16,2009, 11,58,HST, 82.0,60,14.0,27.0,62,0,,,0.35,88.0,15,27,,,4,13.30,66.7
11,16,2009, 12,58,HST, 83.0,58,13.0,29.0,38,2,,,0.35,90.0,14,29,,,14,13.20,66.7
11,16,2009, 13,58,HST, 78.0,71,16.0,31.0,52,2,,,0.35,82.0,16,31,,,0,13.20,67.8
11,16,2009, 14,58,HST, 80.0,65,13.0,31.0,39,2,,,0.35,81.0,17,31,86.0,71.0,26,13.20,67.2
11,16,2009, 15,58,HST, 83.0,60,17.0,35.0,27,2,,,0.35,87.0,14,35,,,24,13.10,67.7
11,16,2009, 16,58,HST, 82.0,58,15.0,32.0,46,2,,,0.35,85.0,14,32,,,21,13.00,65.7
11,16,2009, 17,58,HST, 74.0,76,15.0,32.0,34,2,,,0.37,73.0,35,32,,,21,12.80,65.9
11,16,2009, 18,58,HST, 76.0,77,15.0,33.0,38,2,,,0.37,75.0,17,33,,,27,12.80,68.3
11,16,2009, 19,58,HST, 71.0,82,15.0,34.0,37,2,,,0.42,69.0,52,34,,,22,12.70,65.2
11,16,2009, 20,58,HST, 73.0,82,10.0,28.0,45,2,,,0.42,71.0,39,28,,,33,12.70,67.2
11,16,2009, 21,58,HST, 73.0,84,13.0,26.0,47,2,,,0.43,71.0,46,26,,,38,12.70,67.9
11,16,2009, 22,58,HST, 74.0,72,15.0,28.0,58,2,,,0.44,72.0,34,28,,,71,12.70,64.4
11,16,2009, 23,58,HST, 76.0,70,11.0,27.0,63,2,,,0.44,73.0,19,27,,,75,12.60,65.5
11,17,2009, 0,58,HST, 75.0,76,7.0,21.0,43,2,,,0.44,74.0,18,21,,,66,12.60,66.9
11,17,2009, 1,58,HST, 75.0,74,9.0,26.0,44,2,,,0.44,74.0,18,26,,,58,12.60,66.1
11,17,2009, 2,58,HST, 75.0,80,8.0,25.0,55,2,,,0.44,72.0,18,25,,,40,12.60,68.4
11,17,2009, 3,58,HST, 73.0,76,8.0,29.0,50,2,,,0.44,69.0,23,29,,,93,12.60,65.0
11,17,2009, 4,58,HST, 74.0,67,14.0,30.0,59,2,,,0.44,74.0,18,30,,,72,12.60,62.3
11,17,2009, 5,58,HST, 76.0,67,14.0,29.0,53,2,,,0.44,73.0,17,29,,,70,12.50,64.2
11,17,2009, 6,58,HST, 75.0,64,15.0,30.0,50,2,,,0.44,75.0,17,30,,,38,12.50,62.0
11,17,2009, 7,58,HST, 75.0,63,14.0,29.0,51,2,,,0.44,74.0,16,29,,,44,12.50,61.5
11,17,2009, 8,58,HST, 77.0,58,15.0,31.0,60,2,,,0.44,79.0,16,31,,,73,12.70,61.1
11,17,2009, 9,58,HST, 81.0,54,18.0,32.0,60,2,,,0.44,83.0,15,32,,,74,13.20,62.8
11,17,2009, 10,58,HST, 81.0,51,17.0,38.0,57,2,,,0.44,86.0,15,38,,,23,13.30,61.1
11,17,2009, 11,58,HST, 82.0,50,16.0,35.0,60,2,,,0.44,90.0,14,35,,,61,13.20,61.5
11,17,2009, 12,58,HST, 83.0,48,15.0,34.0,68,2,,,0.44,91.0,14,34,,,87,13.20,61.3
11,17,2009, 13,58,HST, 85.0,46,17.0,36.0,59,2,,,0.44,90.0,13,36,,,71,13.20,61.9
11,17,2009, 14,58,HST, 83.0,51,15.0,36.0,48,2,,,0.44,91.0,13,36,85.0,71.0,88,13.10,63.0
11,17,2009, 15,58,HST, 80.0,49,18.0,36.0,58,2,,,0.44,83.0,13,36,,,75,12.90,59.1
11,17,2009, 16,58,HST, 82.0,47,18.0,41.0,53,2,,,0.44,84.0,13,41,,,75,12.90,59.8
11,17,2009, 17,58,HST, 80.0,51,17.0,35.0,65,2,,,0.44,80.0,13,35,,,84,12.80,60.2
11,17,2009, 18,58,HST, 77.0,58,11.0,37.0,69,2,,,0.44,75.0,13,37,,,64,12.80,61.1
11,17,2009, 19,58,HST, 75.0,61,5.0,30.0,116,2,,,0.44,76.0,13,30,,,73,12.70,60.6
11,17,2009, 20,58,HST, 76.0,60,6.0,20.0,79,2,,,0.44,75.0,13,20,,,78,12.70,61.1
11,17,2009, 21,58,HST, 76.0,65,5.0,18.0,37,2,,,0.44,75.0,13,18,,,84,12.70,63.4
11,17,2009, 22,58,HST, 74.0,66,7.0,18.0,35,2,,,0.44,73.0,14,18,,,32,12.70,61.9
11,17,2009, 23,58,HST, 74.0,65,5.0,21.0,51,2,,,0.44,74.0,14,21,,,63,12.70,61.5
11,18,2009, 0,58,HST, 76.0,67,8.0,21.0,36,2,,,0.44,73.0,14,21,,,17,12.60,64.2
11,18,2009, 1,58,HST, 75.0,69,13.0,28.0,34,2,,,0.44,72.0,14,28,,,0,12.60,64.1
11,18,2009, 2,58,HST, 75.0,68,12.0,25.0,48,2,,,0.44,72.0,14,25,,,30,12.60,63.7
11,18,2009, 3,58,HST, 73.0,65,7.0,23.0,47,2,,,0.44,73.0,14,23,,,59,12.60,60.5
11,18,2009, 4,58,HST, 75.0,62,14.0,28.0,48,2,,,0.44,74.0,14,28,,,29,12.60,61.1
11,18,2009, 5,58,HST, 75.0,64,13.0,28.0,56,2,,,0.44,73.0,14,28,,,38,12.50,62.0
11,18,2009, 6,58,HST, 75.0,63,12.0,32.0,39,2,,,0.44,72.0,14,32,,,70,12.50,61.5
11,18,2009, 7,58,HST, 75.0,61,14.0,27.0,42,2,,,0.44,73.0,14,27,,,79,12.50,60.6
11,18,2009, 8,58,HST, 77.0,57,10.0,23.0,27,2,,,0.44,77.0,14,23,,,28,12.80,60.6
11,18,2009, 9,58,HST, 79.0,54,8.0,22.0,18,2,,,0.44,85.0,14,22,,,27,13.10,60.9
11,18,2009, 10,58,HST, 82.0,49,8.0,29.0,332,2,,,0.44,87.0,13,29,,,66,13.20,60.9
11,18,2009, 11,58,HST, 83.0,47,9.0,29.0,62,2,,,0.44,88.0,13,29,,,12,13.30,60.7
11,18,2009, 12,58,HST, 85.0,47,13.0,28.0,11,2,,,0.44,91.0,13,28,,,7,13.20,62.5
11,18,2009, 13,58,HST, 84.0,47,10.0,34.0,31,2,,,0.44,89.0,12,34,,,14,13.10,61.6
11,18,2009, 14,58,HST, 84.0,50,14.0,34.0,11,2,,,0.44,88.0,12,34,85.0,73.0,62,13.20,63.3
11,18,2009, 15,58,HST, 83.0,50,13.0,28.0,27,2,,,0.44,87.0,12,28,,,7,12.90,62.4
11,18,2009, 16,58,HST, 81.0,53,7.0,33.0,111,2,,,0.44,81.0,12,33,,,3,13.00,62.2
11,18,2009, 17,58,HST, 80.0,57,7.0,26.0,68,2,,,0.44,79.0,12,26,,,318,12.80,63.4
11,18,2009, 18,58,HST, 77.0,62,6.0,24.0,65,2,,,0.44,75.0,12,24,,,76,12.80,63.0
11,18,2009, 19,58,HST, 76.0,67,4.0,20.0,231,2,,,0.44,75.0,13,20,,,349,12.70,64.2
11,18,2009, 20,58,HST, 76.0,68,5.0,19.0,25,2,,,0.44,75.0,13,19,,,13,12.70,64.7
11,18,2009, 21,58,HST, 75.0,68,6.0,16.0,5,2,,,0.44,74.0,13,16,,,7,12.70,63.7
11,18,2009, 22,58,HST, 75.0,69,5.0,14.0,11,2,,,0.44,74.0,14,14,,,14,12.70,64.1
11,18,2009, 23,58,HST, 73.0,68,8.0,14.0,10,2,,,0.44,73.0,14,14,,,29,12.70,61.8
11,19,2009, 0,58,HST, 73.0,66,9.0,24.0,25,2,,,0.44,73.0,14,24,,,15,12.60,61.0
11,19,2009, 1,58,HST, 73.0,65,12.0,24.0,33,2,,,0.44,71.0,14,24,,,13,12.60,60.5
11,19,2009, 2,58,HST, 75.0,68,9.0,25.0,22,2,,,0.44,74.0,14,25,,,23,12.60,63.7
11,19,2009, 3,58,HST, 73.0,69,8.0,23.0,8,2,,,0.44,72.0,14,23,,,355,12.60,62.2
11,19,2009, 4,58,HST, 73.0,68,6.0,20.0,26,2,,,0.44,74.0,14,20,,,340,12.60,61.8
11,19,2009, 5,58,HST, 75.0,69,6.0,16.0,192,2,,,0.44,74.0,14,16,,,21,12.50,64.1
11,19,2009, 6,58,HST, 75.0,69,8.0,19.0,11,2,,,0.44,73.0,14,19,,,12,12.50,64.1
11,19,2009, 7,58,HST, 75.0,68,7.0,20.0,29,2,,,0.44,73.0,14,20,,,22,12.50,63.7
11,19,2009, 8,58,HST, 76.0,67,4.0,19.0,23,2,,,0.44,76.0,14,19,,,14,12.60,64.2
11,19,2009, 9,58,HST, 77.0,62,6.0,13.0,30,2,,,0.44,79.0,14,13,,,354,12.70,63.0
11,19,2009, 10,58,HST, 80.0,54,8.0,16.0,21,2,,,0.44,86.0,14,16,,,327,13.00,61.8
11,19,2009, 11,58,HST, 85.0,47,12.0,24.0,7,2,,,0.44,93.0,13,24,,,346,13.20,62.5
11,19,2009, 12,58,HST, 85.0,46,10.0,36.0,20,2,,,0.44,89.0,13,36,,,357,13.20,61.9
11,19,2009, 13,58,HST, 86.0,44,12.0,24.0,5,2,,,0.44,92.0,12,24,,,18,13.30,61.5
11,19,2009, 14,58,HST, 85.0,44,12.0,31.0,3,2,,,0.44,92.0,12,31,87.0,73.0,358,13.40,60.6
11,19,2009, 15,58,HST, 84.0,47,14.0,30.0,14,2,,,0.44,89.0,12,30,,,57,13.10,61.6
11,19,2009, 16,58,HST, 82.0,51,11.0,25.0,23,2,,,0.44,85.0,12,25,,,0,12.90,62.1
11,19,2009, 17,58,HST, 81.0,56,7.0,27.0,41,2,,,0.44,80.0,12,27,,,9,12.90,63.8
11,19,2009, 18,58,HST, 77.0,65,8.0,24.0,28,2,,,0.44,75.0,12,24,,,17,12.80,64.3
11,19,2009, 19,58,HST, 75.0,66,5.0,15.0,22,2,,,0.44,74.0,13,15,,,307,12.70,62.9
11,19,2009, 20,58,HST, 75.0,68,5.0,22.0,35,2,,,0.44,74.0,13,22,,,338,12.70,63.7
11,19,2009, 21,58,HST, 75.0,65,9.0,24.0,68,2,,,0.44,75.0,13,24,,,77,12.70,62.4
11,19,2009, 22,58,HST, 74.0,63,9.0,25.0,52,2,,,0.44,74.0,13,25,,,72,12.70,60.6
11,19,2009, 23,58,HST, 75.0,64,2.0,21.0,321,2,,,0.44,71.0,13,21,,,83,12.60,62.0
11,20,2009, 0,58,HST, 74.0,62,5.0,14.0,68,2,,,0.44,72.0,14,14,,,51,12.60,60.1
11,20,2009, 1,58,HST, 75.0,66,5.0,16.0,49,2,,,0.44,72.0,14,16,,,16,12.60,62.9
11,20,2009, 2,58,HST, 74.0,61,8.0,20.0,75,2,,,0.44,72.0,14,20,,,111,12.60,59.7
11,20,2009, 3,58,HST, 72.0,67,2.0,14.0,344,2,,,0.44,69.0,14,14,,,70,12.60,60.4
11,20,2009, 4,58,HST, 68.0,76,2.0,8.0,65,2,,,0.44,66.0,14,8,,,88,12.50,60.1
11,20,2009, 5,58,HST, 70.0,73,4.0,8.0,93,2,,,0.44,67.0,14,8,,,53,12.50,60.9
11,20,2009, 6,58,HST, 67.0,74,5.0,9.0,67,2,,,0.44,66.0,15,9,,,35,12.50,58.4
11,20,2009, 7,58,HST, 69.0,76,6.0,8.0,85,2,,,0.44,65.0,15,8,,,66,12.50,61.1
11,20,2009, 8,58,HST, 73.0,67,4.0,10.0,26,2,,,0.44,72.0,15,10,,,39,12.60,61.4
11,20,2009, 9,58,HST, 80.0,53,6.0,18.0,38,2,,,0.44,87.0,14,18,,,110,13.20,61.3
11,20,2009, 10,58,HST, 83.0,50,9.0,19.0,61,2,,,0.44,90.0,14,19,,,83,13.30,62.4
11,20,2009, 11,58,HST, 85.0,43,13.0,26.0,75,2,,,0.44,92.0,13,26,,,69,13.30,60.0
11,20,2009, 12,58,HST, 86.0,41,11.0,27.0,42,2,,,0.44,94.0,12,27,,,57,13.30,59.5
11,20,2009, 13,58,HST, 85.0,40,15.0,27.0,63,2,,,0.44,94.0,12,27,,,92,13.30,57.9
11,20,2009, 14,58,HST, 86.0,45,14.0,32.0,61,2,,,0.44,93.0,12,32,87.0,67.0,71,13.60,62.1
11,20,2009, 15,58,HST, 84.0,46,12.0,31.0,52,2,,,0.44,90.0,12,31,,,7,13.10,61.0
11,20,2009, 16,58,HST, 83.0,50,10.0,24.0,31,2,,,0.44,86.0,11,24,,,33,12.90,62.4
11,20,2009, 17,58,HST, 81.0,55,11.0,33.0,59,2,,,0.44,80.0,12,33,,,82,12.80,63.3
11,20,2009, 18,58,HST, 78.0,60,12.0,26.0,64,2,,,0.44,75.0,12,26,,,67,12.80,63.0
11,20,2009, 19,58,HST, 77.0,60,15.0,25.0,58,2,,,0.44,74.0,12,25,,,64,12.70,62.0
11,20,2009, 20,58,HST, 77.0,60,12.0,26.0,65,2,,,0.44,74.0,12,26,,,70,12.70,62.0
11,20,2009, 21,58,HST, 77.0,59,16.0,25.0,65,2,,,0.44,74.0,13,25,,,62,12.70,61.6
11,20,2009, 22,58,HST, 77.0,56,11.0,31.0,70,2,,,0.44,74.0,13,31,,,67,12.70,60.1
11,20,2009, 23,58,HST, 75.0,59,7.0,24.0,74,2,,,0.44,75.0,13,24,,,72,12.70,59.7
11,21,2009, 0,58,HST, 76.0,62,8.0,16.0,61,2,,,0.44,74.0,13,16,,,43,12.60,62.0
11,21,2009, 1,58,HST, 73.0,58,5.0,20.0,62,2,,,0.44,70.0,13,20,,,66,12.60,57.3
11,21,2009, 2,58,HST, 74.0,61,5.0,17.0,52,2,,,0.44,70.0,13,17,,,60,12.60,59.7
11,21,2009, 3,58,HST, 75.0,61,4.0,16.0,27,2,,,0.44,71.0,13,16,,,46,12.60,60.6
11,21,2009, 4,58,HST, 74.0,64,4.0,15.0,38,2,,,0.44,69.0,13,15,,,55,12.50,61.0
11,21,2009, 5,58,HST, 74.0,60,7.0,17.0,58,2,,,0.44,72.0,14,17,,,73,12.50,59.2
11,21,2009, 6,58,HST, 71.0,67,4.0,14.0,58,2,,,0.44,69.0,14,14,,,50,12.50,59.5
11,21,2009, 7,58,HST, 69.0,72,4.0,9.0,90,2,,,0.44,68.0,14,9,,,70,12.50,59.6
11,21,2009, 8,58,HST, 73.0,64,8.0,9.0,58,2,,,0.44,72.0,14,9,,,48,12.50,60.1
11,21,2009, 9,58,HST, 81.0,54,7.0,18.0,65,2,,,0.44,84.0,14,18,,,61,13.20,62.8
11,21,2009, 10,58,HST, 82.0,50,9.0,18.0,27,2,,,0.44,84.0,13,18,,,68,13.10,61.5
11,21,2009, 11,58,HST, 84.0,47,14.0,27.0,71,2,,,0.44,92.0,13,27,,,78,13.30,61.6
11,21,2009, 12,58,HST, 84.0,50,12.0,25.0,18,2,,,0.44,92.0,12,25,,,86,13.20,63.3
11,21,2009, 13,58,HST, 85.0,46,12.0,26.0,52,2,,,0.44,90.0,12,26,,,11,13.20,61.9
11,21,2009, 14,58,HST, 84.0,54,12.0,27.0,35,2,,,0.44,89.0,12,27,87.0,68.0,29,13.20,65.5
11,21,2009, 15,58,HST, 84.0,60,16.0,24.0,11,2,,,0.44,88.0,12,24,,,31,13.20,68.6
11,21,2009, 16,58,HST, 82.0,62,12.0,28.0,29,2,,,0.44,86.0,12,28,,,26,13.00,67.7
11,21,2009, 17,58,HST, 73.0,79,5.0,29.0,13,2,,,0.44,73.0,23,29,,,23,12.80,66.1
